Element 1: (2, (12, 10), ['G', '.', '.', '.'], [(5, 5), (11, 10), (16, 12)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (13, 10))
Element 2: (2, (13, 10), ['', '.', '.', '.'], [(6, 5), (11, 11), (16, 13)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (14, 10))
Element 3: (2, (14, 10), ['', '.', '%', '.'], [(6, 4), (12, 11), (15, 13)], [False, False, True, False], 94, False, [False, True, False, True], 1087, 'East', (15, 10))
Element 4: (2, (15, 10), ['', '.', '%', '%'], [(6, 3), (13, 11), (15, 12)], [False, False, True, True], 92, False, [False, True, False, False], 1126, 'South', (15, 9))
Element 5: (2, (15, 9), ['.', '%', '', '.'], [(6, 2), (13, 12), (14, 12)], [False, True, False, False], 90, False, [True, False, False, True], 1165, 'East', (16, 9))
Element 6: (2, (16, 9), ['', '%', '%', '.'], [(6, 1), (13, 13), (14, 13)], [False, True, True, False], 88, False, [False, False, False, True], 1204, 'East', (17, 9))
Element 7: (2, (17, 9), ['', '%', '.', '.'], [(7, 1), (12, 13), (14, 12)], [False, True, False, False], 86, False, [False, False, True, True], 1233, 'East', (18, 9))
Element 8: (2, (18, 9), ['', '%', '%', '%'], [(8, 1), (12, 12), (15, 12)], [False, True, True, True], 84, False, [False, False, False, False], 1262, 'West', (17, 9))
Element 9: (2, (17, 9), ['', '%', '.', ''], [(7, 1), (11, 12), (15, 13)], [False, True, False, False], 82, False, [False, False, True, False], 1271, 'North', (17, 10))
Element 10: (2, (17, 10), ['%', '', '.', '%'], [(6, 1), (10, 12), (14, 13)], [True, False, False, True], 80, False, [False, False, True, False], 1290, 'North', (17, 11))
Element 11: (2, (17, 11), ['.', '', '%', '.'], [(5, 1), (9, 12), (15, 13)], [False, False, True, False], 78, False, [True, False, False, True], 2309, 'East', (18, 11))
Element 12: (2, (18, 11), ['', '%', '%', '%'], [(5, 2), (9, 11), (16, 13)], [False, True, True, True], 76, False, [False, False, False, False], 2338, 'West', (17, 11))
Element 13: (2, (17, 11), ['.', '', '%', ''], [(5, 3), (8, 11), (16, 12)], [False, False, True, False], 74, False, [True, False, False, False], 3347, 'West', (16, 11))
Element 14: (2, (16, 11), ['%', '%', '', ''], [(4, 3), (8, 10), (15, 12)], [True, True, False, False], 72, False, [False, False, False, False], 3376, 'North', (16, 12))
Element 15: (2, (16, 12), ['', '', '', '%'], [(4, 2), (9, 10), (14, 12)], [False, False, False, True], 70, False, [False, False, False, False], 3395, 'North', (16, 13))
Element 16: (2, (16, 13), ['', '', '%', '%'], [(4, 1), (8, 10), (15, 12)], [False, False, True, True], 68, False, [False, False, False, False], 3404, 'West', (15, 13))
Element 17: (2, (15, 13), ['', '', '%', ''], [(3, 1), (7, 10), (16, 12)], [False, False, True, False], 66, False, [False, False, False, False], 3423, 'South', (15, 12))
Element 18: (2, (15, 12), ['', '%', '', 'G'], [(3, 2), (7, 11), (16, 12)], [False, True, False, False], 64, False, [False, False, False, False], 3442, 'West', (14, 12))
Element 19: (2, (14, 12), ['', '%', '', ''], [(3, 3), (6, 11), (16, 13)], [False, True, False, False], 62, False, [False, False, False, False], 3461, 'North', (14, 13))
Element 20: (2, (14, 13), ['', '', '%', 'G'], [(3, 4), (6, 12), (15, 13)], [False, False, True, False], 60, False, [False, False, False, False], 3480, 'West', (13, 13))
Element 21: (2, (13, 13), ['', '', '%', ''], [(3, 5), (5, 12), (15, 12)], [False, False, True, False], 58, False, [False, False, False, False], 3499, 'South', (13, 12))
Element 22: (2, (13, 12), ['', '', '', 'G'], [(3, 6), (5, 13), (14, 12)], [False, False, False, False], 56, False, [False, False, False, False], 3518, 'South', (13, 11))
Element 23: (2, (13, 11), ['', '', '', '%'], [(4, 6), (4, 13), (14, 13)], [False, False, False, True], 54, False, [False, False, False, False], 3537, 'West', (12, 11))
Element 24: (2, (12, 11), ['', '', '', ''], [(5, 6), (3, 13), (13, 13)], [False, False, False, False], 52, False, [False, False, False, False], 3556, 'North', (12, 12))
Element 25: (2, (12, 12), ['', '', '', 'G'], [(6, 6), (2, 13), (13, 12)], [False, False, False, False], 50, False, [False, False, False, False], 3575, 'North', (12, 13))
Element 26: (2, (12, 13), ['%', '', '%', ''], [(7, 6), (1, 13), (13, 11)], [True, False, True, False], 48, False, [False, False, False, False], 3594, 'South', (12, 12))
Element 27: (2, (12, 12), ['', '', '', ''], [(8, 6), (2, 13), (13, 10)], [False, False, False, False], 46, False, [False, False, False, False], 3603, 'West', (11, 12))
Element 28: (2, (11, 12), ['', '', '%', ''], [(9, 6), (3, 13), (13, 9)], [False, False, True, False], 44, False, [False, False, False, False], 3622, 'South', (11, 11))
Element 29: (2, (11, 11), ['.', '', '', ''], [(10, 6), (4, 13), (14, 9)], [False, False, False, False], 42, False, [True, False, False, False], 3641, 'West', (10, 11))
Element 30: (2, (10, 11), ['', '', '', ''], [(11, 6), (5, 13), (14, 8)], [False, False, False, False], 40, False, [False, False, False, False], 3670, 'North', (10, 12))
Element 31: (2, (10, 12), ['', '', '%', ''], [(12, 6), (5, 12), (14, 7)], [False, False, True, False], 38, False, [False, False, False, False], 3689, 'West', (9, 12))
Element 32: (2, (9, 12), ['%', '', '%', ''], [(13, 6), (5, 11), (15, 7)], [True, False, True, False], 36, False, [False, False, False, False], 3718, 'South', (9, 11))
Element 33: (2, (9, 11), ['', '', '', ''], [(14, 6), (5, 10), (16, 7)], [False, False, False, False], 34, False, [False, False, False, False], 3747, 'South', (9, 10))
Element 34: (2, (9, 10), ['', '%', '', ''], [(15, 6), (6, 10), (17, 7)], [False, True, False, False], 32, False, [False, False, False, False], 3776, 'East', (10, 10))
Element 35: (2, (10, 10), ['', '%', '', ''], [(16, 6), (5, 10), (18, 7)], [False, True, False, False], 30, False, [False, False, False, False], 3795, 'East', (11, 10))
Element 36: (2, (11, 10), ['', '.', '', ''], [(17, 6), (5, 9), (17, 7)], [False, False, False, False], 28, False, [False, True, False, False], 3814, 'South', (11, 9))
Element 37: (2, (11, 9), ['%', '%', '', '.'], [(17, 7), (5, 8), (16, 7)], [True, True, False, False], 26, False, [False, False, False, True], 3833, 'East', (12, 9))
Element 38: (2, (12, 9), ['', '.', '', ''], [(18, 7), (6, 8), (15, 7)], [False, False, False, False], 24, False, [False, True, False, False], 4842, 'South', (12, 8))
Element 39: (2, (12, 8), ['%', '.', '', '.'], [(17, 7), (7, 8), (16, 7)], [True, False, False, False], 22, False, [False, True, False, True], 4861, 'East', (13, 8))
Element 40: (2, (13, 8), ['', '.', '', ''], [(16, 7), (8, 8), (16, 6)], [False, False, False, False], 20, False, [False, True, False, False], 4880, 'South', (13, 7))
Element 41: (2, (13, 7), ['.', '', '', ''], [(15, 7), (9, 8), (17, 6)], [False, False, False, False], 18, False, [True, False, False, False], 4899, 'West', (12, 7))
Element 42: #1#
