Element 1: (3, (15, 2), ['.', '.', '%', '%'], [(16, 12), (2, 13), (12, 11)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (15, 1))
Element 2: (3, (15, 1), ['.', '%', '', '%'], [(16, 11), (3, 13), (13, 11)], [False, True, False, True], 96, False, [True, False, False, False], 68, 'West', (14, 1))
Element 3: (3, (14, 1), ['.', '%', '.', ''], [(17, 11), (4, 13), (13, 12)], [False, True, False, False], 94, False, [True, False, True, False], 107, 'North', (14, 2))
Element 4: (3, (14, 2), ['.', '', '%', ''], [(18, 11), (5, 13), (14, 12)], [False, False, True, False], 92, False, [True, False, False, False], 146, 'West', (13, 2))
Element 5: (3, (13, 2), ['.', '.', '%', ''], [(17, 11), (5, 12), (15, 12)], [False, False, True, False], 90, False, [True, True, False, False], 175, 'South', (13, 1))
Element 6: (3, (13, 1), ['.', '%', '', ''], [(17, 10), (6, 12), (15, 13)], [False, True, False, False], 88, False, [True, False, False, False], 214, 'West', (12, 1))
Element 7: (3, (12, 1), ['.', '%', '.', ''], [(17, 9), (6, 11), (14, 13)], [False, True, False, False], 86, False, [True, False, True, False], 253, 'North', (12, 2))
Element 8: (3, (12, 2), ['.', '', '.', ''], [(18, 9), (7, 11), (13, 13)], [False, False, False, False], 84, False, [True, False, True, False], 292, 'North', (12, 3))
Element 9: (3, (12, 3), ['.', '', '%', '%'], [(17, 9), (8, 11), (12, 13)], [False, False, True, True], 82, False, [True, False, False, False], 1311, 'West', (11, 3))
Element 10: (3, (11, 3), ['.', '.', '%', ''], [(16, 9), (9, 11), (12, 12)], [False, False, True, False], 80, False, [True, True, False, False], 1350, 'South', (11, 2))
Element 11: (3, (11, 2), ['.', '.', '', ''], [(15, 9), (9, 12), (11, 12)], [False, False, False, False], 78, False, [True, True, False, False], 2379, 'South', (11, 1))
Element 12: (3, (11, 1), ['%', '%', '', ''], [(15, 10), (10, 12), (12, 12)], [True, True, False, False], 76, False, [False, False, False, False], 2408, 'North', (11, 2))
Element 13: (3, (11, 2), ['.', '', '', ''], [(14, 10), (10, 11), (12, 13)], [False, False, False, False], 74, False, [True, False, False, False], 2427, 'West', (10, 2))
Element 14: (3, (10, 2), ['.', '%', '.', ''], [(14, 9), (10, 10), (13, 13)], [False, True, False, False], 72, False, [True, False, True, False], 2456, 'North', (10, 3))
Element 15: (3, (10, 3), ['.', '', '%', ''], [(14, 8), (11, 10), (14, 13)], [False, False, True, False], 70, False, [True, False, False, False], 2485, 'West', (9, 3))
Element 16: (3, (9, 3), ['%', '.', '%', ''], [(14, 7), (12, 10), (15, 13)], [True, False, True, False], 68, False, [False, True, False, False], 2514, 'South', (9, 2))
Element 17: (3, (9, 2), ['%', '%', '', ''], [(15, 7), (13, 10), (16, 13)], [True, True, False, False], 66, False, [False, False, False, False], 2543, 'North', (9, 3))
Element 18: (3, (9, 3), ['%', '', '%', ''], [(16, 7), (13, 9), (16, 12)], [True, False, True, False], 64, False, [False, False, False, False], 2562, 'East', (10, 3))
Element 19: (3, (10, 3), ['', '', '%', ''], [(17, 7), (13, 8), (16, 11)], [False, False, True, False], 62, False, [False, False, False, False], 2581, 'South', (10, 2))
Element 20: (3, (10, 2), ['', '%', '', ''], [(18, 7), (13, 7), (17, 11)], [False, True, False, False], 60, False, [False, False, False, False], 2600, 'West', (9, 2))
Element 21: (3, (9, 2), ['%', '%', '', ''], [(17, 7), (13, 6), (18, 11)], [True, True, False, False], 58, False, [False, False, False, False], 2609, 'East', (10, 2))
