Element 1: (3, (11, 10), ['.', '.', 'G', '.'], [(16, 13), (2, 6), (11, 11)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'East', (12, 10))
Element 2: (3, (12, 10), ['', '.', 'G', '.'], [(15, 13), (3, 6), (12, 11)], [False, False, False, False], 96, False, [False, True, False, True], 68, 'East', (13, 10))
Element 3: (3, (13, 10), ['', '.', 'G', '.'], [(15, 12), (4, 6), (13, 11)], [False, False, False, False], 94, False, [False, True, False, True], 107, 'East', (14, 10))
Element 4: (3, (14, 10), ['', '.', '%', '.'], [(14, 12), (5, 6), (13, 12)], [False, False, True, False], 92, False, [False, True, False, True], 146, 'East', (15, 10))
Element 5: (3, (15, 10), ['', '.', '%', '%'], [(14, 13), (6, 6), (13, 13)], [False, False, True, True], 90, False, [False, True, False, False], 185, 'South', (15, 9))
Element 6: (3, (15, 9), ['.', '%', '', '.'], [(14, 12), (7, 6), (12, 13)], [False, True, False, False], 88, False, [True, False, False, True], 214, 'East', (16, 9))
Element 7: (3, (16, 9), ['', '%', '%', '.'], [(15, 12), (8, 6), (12, 12)], [False, True, True, False], 86, False, [False, False, False, True], 243, 'East', (17, 9))
Element 8: (3, (17, 9), ['', '%', '.', '.'], [(15, 13), (9, 6), (11, 12)], [False, True, False, False], 84, False, [False, False, True, True], 272, 'East', (18, 9))
Element 9: (3, (18, 9), ['', '%', '%', '%'], [(14, 13), (10, 6), (10, 12)], [False, True, True, True], 82, False, [False, False, False, False], 301, 'West', (17, 9))
Element 10: (3, (17, 9), ['', '%', '.', ''], [(15, 13), (11, 6), (9, 12)], [False, True, False, False], 80, False, [False, False, True, False], 1310, 'North', (17, 10))
Element 11: (3, (17, 10), ['%', '', '.', '%'], [(16, 13), (12, 6), (9, 11)], [True, False, False, True], 78, False, [False, False, True, False], 1339, 'North', (17, 11))
Element 12: (3, (17, 11), ['.', '', '%', '.'], [(16, 12), (13, 6), (8, 11)], [False, False, True, False], 76, False, [True, False, False, True], 2358, 'East', (18, 11))
Element 13: (3, (18, 11), ['', '%', '%', '%'], [(16, 11), (14, 6), (8, 10)], [False, True, True, True], 74, False, [False, False, False, False], 2397, 'West', (17, 11))
Element 14: (3, (17, 11), ['', '', '%', ''], [(16, 12), (15, 6), (9, 10)], [False, False, True, False], 72, False, [False, False, False, False], 2416, 'West', (16, 11))
Element 15: (3, (16, 11), ['%', '%', '', ''], [(15, 12), (16, 6), (10, 10)], [True, True, False, False], 70, False, [False, False, False, False], 2435, 'North', (16, 12))
Element 16: (3, (16, 12), ['', '', '', '%'], [(14, 12), (17, 6), (11, 10)], [False, False, False, True], 68, False, [False, False, False, False], 2444, 'North', (16, 13))
Element 17: (3, (16, 13), ['', '', '%', '%'], [(14, 12), (17, 7), (11, 9)], [False, False, True, True], 66, False, [False, False, False, False], 2463, 'West', (15, 13))
Element 18: (3, (15, 13), ['', 'G', '%', ''], [(15, 12), (18, 7), (12, 9)], [False, False, True, False], 64, False, [False, False, False, False], 2482, 'West', (14, 13))
Element 19: (3, (14, 13), ['', '', '%', ''], [(16, 12), (17, 7), (13, 9)], [False, False, True, False], 62, False, [False, False, False, False], 2491, 'South', (14, 12))
Element 20: (3, (14, 12), ['', '%', '', ''], [(16, 13), (16, 7), (14, 9)], [False, True, False, False], 60, False, [False, False, False, False], 2510, 'East', (15, 12))
Element 21: (3, (15, 12), ['', '%', 'G', ''], [(15, 13), (15, 7), (14, 8)], [False, True, False, False], 58, False, [False, False, False, False], 2529, 'West', (14, 12))
Element 22: (3, (14, 12), ['', '%', 'G', ''], [(14, 13), (14, 7), (13, 8)], [False, True, False, False], 56, False, [False, False, False, False], 2548, 'West', (13, 12))
Element 23: (3, (13, 12), ['', '', 'G', ''], [(13, 13), (13, 7), (12, 8)], [False, False, False, False], 54, False, [False, False, False, False], 2567, 'South', (13, 11))
Element 24: (3, (13, 11), ['', '', 'G', '%'], [(13, 12), (12, 7), (13, 8)], [False, False, False, True], 52, False, [False, False, False, False], 2576, 'West', (12, 11))
Element 25: (3, (12, 11), ['', '', '', 'G'], [(13, 11), (11, 7), (14, 8)], [False, False, False, False], 50, False, [False, False, False, False], 2585, 'North', (12, 12))
Element 26: (3, (12, 12), ['', '', '', ''], [(13, 10), (10, 7), (14, 9)], [False, False, False, False], 48, False, [False, False, False, False], 2594, 'North', (12, 13))
Element 27: (3, (12, 13), ['%', '', '%', ''], [(14, 10), (10, 8), (15, 9)], [True, False, True, False], 46, False, [False, False, False, False], 3593, 'East', (13, 13))
Element 28: (3, (13, 13), ['', '', '%', ''], [(15, 10), (9, 8), (16, 9)], [False, False, True, False], 44, False, [False, False, False, False], 3602, 'West', (12, 13))
Element 29: (3, (12, 13), ['%', '', '%', ''], [(15, 9), (9, 7), (17, 9)], [True, False, True, False], 42, False, [False, False, False, False], 3611, 'South', (12, 12))
Element 30: (3, (12, 12), ['', '', '', ''], [(16, 9), (9, 8), (18, 9)], [False, False, False, False], 40, False, [False, False, False, False], 3610, 'West', (11, 12))
Element 31: (3, (11, 12), ['', '', '%', ''], [(17, 9), (8, 8), (18, 9)], [False, False, True, False], 38, False, [False, False, False, False], 3619, 'South', (11, 11))
Element 32: (3, (11, 11), ['', '', '', ''], [(17, 10), (7, 8), (17, 9)], [False, False, False, False], 36, False, [False, False, False, False], 3628, 'West', (10, 11))
Element 33: (3, (10, 11), ['', '', '', ''], [(17, 11), (6, 8), (17, 9)], [False, False, False, False], 34, False, [False, False, False, False], 4627, 'North', (10, 12))
Element 34: (3, (10, 12), ['', '', '%', ''], [(18, 11), (5, 8), (16, 9)], [False, False, True, False], 32, False, [False, False, False, False], 4636, 'West', (9, 12))
Element 35: (3, (9, 12), ['%', '', '%', ''], [(17, 11), (5, 9), (15, 9)], [True, False, True, False], 30, False, [False, False, False, False], 4645, 'South', (9, 11))
Element 36: (3, (9, 11), ['', '', '', ''], [(16, 11), (5, 10), (14, 9)], [False, False, False, False], 28, False, [False, False, False, False], 4654, 'South', (9, 10))
Element 37: (3, (9, 10), ['', '%', '', ''], [(17, 11), (6, 10), (14, 10)], [False, True, False, False], 26, False, [False, False, False, False], 4663, 'East', (10, 10))
Element 38: (3, (10, 10), ['', '%', '', ''], [(17, 10), (7, 10), (15, 10)], [False, True, False, False], 24, False, [False, False, False, False], 4672, 'West', (9, 10))
