Element 1: (0, (8, 10), ['.', '%', 'F', '.'], [(10, 6), (12, 10), (13, 12)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'North', (8, 11))
Element 2: (0, (8, 11), ['.', '', '%', '.'], [(11, 6), (13, 10), (14, 12)], [False, False, True, False], 96, False, [True, False, False, True], 1029, 'East', (9, 11))
Element 3: (0, (9, 11), ['', '.', 'F', '.'], [(12, 6), (14, 10), (15, 12)], [False, False, False, False], 94, False, [False, True, False, True], 1068, 'North', (9, 12))
Element 4: (0, (9, 12), ['%', '', '%', '.'], [(13, 6), (15, 10), (16, 12)], [True, False, True, False], 92, False, [False, False, False, True], 2097, 'East', (10, 12))
Element 5: (0, (10, 12), ['', '.', '%', '.'], [(14, 6), (15, 9), (16, 13)], [False, False, True, False], 90, False, [False, True, False, True], 2136, 'East', (11, 12))
Element 6: (0, (11, 12), ['', '.', '%', '.'], [(15, 6), (16, 9), (15, 13)], [False, False, True, False], 88, False, [False, True, False, True], 2175, 'East', (12, 12))
Element 7: (0, (12, 12), ['', '.', '.', ''], [(16, 6), (17, 9), (14, 13)], [False, False, False, False], 86, False, [False, True, True, False], 2214, 'North', (12, 13))
Element 8: (0, (12, 13), ['%', '', '%', 'G'], [(17, 6), (18, 9), (13, 13)], [True, False, True, False], 84, False, [False, False, False, False], 2253, 'South', (12, 12))
Element 9: (0, (12, 12), ['', '.', 'G', ''], [(17, 7), (17, 9), (12, 13)], [False, False, False, False], 82, False, [False, True, False, False], 2262, 'South', (12, 11))
Element 10: (0, (12, 11), ['.', '', 'G', '.'], [(18, 7), (17, 10), (12, 12)], [False, False, False, False], 80, False, [True, False, False, True], 2291, 'East', (13, 11))
Element 11: (0, (13, 11), ['G', '', '', '%'], [(17, 7), (17, 11), (12, 11)], [False, False, False, True], 78, False, [False, False, False, False], 2310, 'North', (13, 12))
Element 12: (0, (13, 12), ['', '', '', ''], [(16, 7), (18, 11), (11, 11)], [False, False, False, False], 76, False, [False, False, False, False], 2339, 'East', (14, 12))
Element 13: (0, (14, 12), ['', '%', '', ''], [(15, 7), (17, 11), (11, 10)], [False, True, False, False], 74, False, [False, False, False, False], 2358, 'East', (15, 12))
Element 14: (0, (15, 12), ['', '%', '', ''], [(14, 7), (16, 11), (11, 9)], [False, True, False, False], 72, False, [False, False, False, False], 2387, 'East', (16, 12))
Element 15: (0, (16, 12), ['', '', '', '%'], [(14, 8), (17, 11), (12, 9)], [False, False, False, True], 70, False, [False, False, False, False], 2406, 'North', (16, 13))
Element 16: (0, (16, 13), ['', '', '%', '%'], [(14, 9), (17, 10), (13, 9)], [False, False, True, True], 68, False, [False, False, False, False], 2425, 'West', (15, 13))
Element 17: (0, (15, 13), ['', '', '%', ''], [(15, 9), (17, 9), (13, 8)], [False, False, True, False], 66, False, [False, False, False, False], 2434, 'West', (14, 13))
Element 18: (0, (14, 13), ['', '', '%', ''], [(16, 9), (17, 10), (13, 7)], [False, False, True, False], 64, False, [False, False, False, False], 2443, 'West', (13, 13))
Element 19: (0, (13, 13), ['', '', '%', ''], [(17, 9), (17, 9), (12, 7)], [False, False, True, False], 62, False, [False, False, False, False], 2452, 'East', (14, 13))
Element 20: (0, (14, 13), ['', '', '%', ''], [(18, 9), (16, 9), (12, 8)], [False, False, True, False], 60, False, [False, False, False, False], 2461, 'East', (15, 13))
Element 21: (0, (15, 13), ['', '', '%', ''], [(17, 9), (15, 9), (12, 7)], [False, False, True, False], 58, False, [False, False, False, False], 2460, 'East', (16, 13))
Element 22: (0, (16, 13), ['', '', '%', '%'], [(17, 10), (15, 10), (11, 7)], [False, False, True, True], 56, False, [False, False, False, False], 2469, 'South', (16, 12))
Element 23: (0, (16, 12), ['', '', '', '%'], [(17, 11), (14, 10), (10, 7)], [False, False, False, True], 54, False, [False, False, False, False], 2478, 'South', (16, 11))
Element 24: (0, (16, 11), ['%', '%', '', ''], [(18, 11), (14, 9), (10, 8)], [True, True, False, False], 52, False, [False, False, False, False], 3477, 'East', (17, 11))
Element 25: (0, (17, 11), ['', '', '%', 'G'], [(18, 11), (14, 8), (9, 8)], [False, False, True, False], 50, False, [False, False, False, False], 3486, 'South', (17, 10))
Element 26: (0, (17, 10), ['%', '', 'G', '%'], [(17, 11), (14, 7), (9, 7)], [True, False, False, True], 48, False, [False, False, False, False], 3495, 'South', (17, 9))
Element 27: (0, (17, 9), ['', '%', '', ''], [(16, 11), (15, 7), (9, 6)], [False, True, False, False], 46, False, [False, False, False, False], 3504, 'East', (18, 9))
Element 28: (0, (18, 9), ['', '%', '%', '%'], [(16, 12), (16, 7), (9, 5)], [False, True, True, True], 44, False, [False, False, False, False], 3513, 'West', (17, 9))
Element 29: (0, (17, 9), ['', '%', '', ''], [(16, 13), (17, 7), (10, 5)], [False, True, False, False], 42, False, [False, False, False, False], 3522, 'West', (16, 9))
Element 30: (0, (16, 9), ['', '%', '%', ''], [(15, 13), (18, 7), (11, 5)], [False, True, True, False], 40, False, [False, False, False, False], 3531, 'West', (15, 9))
Element 31: (0, (15, 9), ['', '%', '', ''], [(15, 12), (17, 7), (12, 5)], [False, True, False, False], 38, False, [False, False, False, False], 3540, 'North', (15, 10))
Element 32: (0, (15, 10), ['', '', '%', '%'], [(14, 12), (17, 6), (13, 5)], [False, False, True, True], 36, False, [False, False, False, False], 3549, 'West', (14, 10))
Element 33: (0, (14, 10), ['', '', '%', ''], [(14, 13), (16, 6), (13, 6)], [False, False, True, False], 34, False, [False, False, False, False], 3548, 'South', (14, 9))
Element 34: (0, (14, 9), ['', '', '', ''], [(13, 13), (15, 6), (14, 6)], [False, False, False, False], 32, False, [False, False, False, False], 3547, 'South', (14, 8))
Element 35: (0, (14, 8), ['', '', '', '%'], [(13, 12), (16, 6), (15, 6)], [False, False, False, True], 30, False, [False, False, False, False], 3546, 'South', (14, 7))
Element 36: (0, (14, 7), ['', '', '', ''], [(13, 11), (17, 6), (16, 6)], [False, False, False, False], 28, False, [False, False, False, False], 3545, 'East', (15, 7))
Element 37: (0, (15, 7), ['', '', '%', ''], [(13, 10), (17, 7), (17, 6)], [False, False, True, False], 26, False, [False, False, False, False], 3544, 'East', (16, 7))
Element 38: (0, (16, 7), ['', '', '%', 'G'], [(14, 10), (18, 7), (17, 7)], [False, False, True, False], 24, False, [False, False, False, False], 3543, 'South', (16, 6))
Element 39: (0, (16, 6), ['', '%', 'G', ''], [(15, 10), (18, 7), (16, 7)], [False, True, False, False], 22, False, [False, False, False, False], 3542, 'East', (17, 6))
Element 40: (0, (17, 6), ['', '%', 'G', '%'], [(14, 10), (17, 7), (15, 7)], [False, True, False, True], 20, False, [False, False, False, False], 3541, 'West', (16, 6))
Element 41: (0, (16, 6), ['', '%', 'G', ''], [(13, 10), (16, 7), (14, 7)], [False, True, False, False], 18, False, [False, False, False, False], 3540, 'West', (15, 6))
Element 42: (0, (15, 6), ['', '%', 'G', ''], [(13, 9), (15, 7), (14, 8)], [False, True, False, False], 16, False, [False, False, False, False], 3539, 'West', (14, 6))
Element 43: (0, (14, 6), ['', '%', '', ''], [(13, 8), (15, 7), (14, 9)], [False, True, False, False], 14, False, [False, False, False, False], 3538, 'West', (13, 6))
Element 44: (0, (13, 6), ['', '', 'G', ''], [(13, 7), (14, 7), (15, 9)], [False, False, False, False], 12, False, [False, False, False, False], 3537, 'South', (13, 5))
Element 45: (0, (13, 5), ['', '%', '', '%'], [(12, 7), (14, 6), (16, 9)], [False, True, False, True], 10, False, [False, False, False, False], 3536, 'West', (12, 5))
Element 46: (0, (12, 5), ['', '%', '', ''], [(12, 8), (13, 6), (17, 9)], [False, True, False, False], 8, False, [False, False, False, False], 3535, 'North', (12, 6))
Element 47: (0, (12, 6), ['', '', '', ''], [(12, 9), (13, 7), (18, 9)], [False, False, False, False], 6, False, [False, False, False, False], 3534, 'North', (12, 7))
Element 48: (0, (12, 7), ['', '', '', ''], [(12, 10), (13, 8), (17, 9)], [False, False, False, False], 4, False, [False, False, False, False], 3533, 'East', (13, 7))
Element 49: (0, (13, 7), ['', '', '', ''], [(12, 11), (13, 9), (17, 10)], [False, False, False, False], 2, False, [False, False, False, False], 3532, 'North', (13, 8))
Element 50: (0, (13, 8), ['', '', '', ''], [(12, 12), (12, 9), (17, 11)], [False, False, False, False], 0, False, [False, False, False, False], 3531, 'Stop', (13, 8))
Element 51: #0#
