Element 1: (1, (3, 10), ['.', '', '.', '.'], [(4, 9), (7, 10), (18, 9)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'East', (4, 10))
Element 2: (1, (4, 10), ['', '', '.', '.'], [(5, 9), (8, 10), (17, 9)], [False, False, False, False], 96, False, [False, False, True, True], 48, 'East', (5, 10))
Element 3: (1, (5, 10), ['', '', '.', '.'], [(5, 8), (8, 11), (17, 10)], [False, False, False, False], 94, False, [False, False, True, True], 1077, 'East', (6, 10))
Element 4: (1, (6, 10), ['', '%', '.', ''], [(6, 8), (9, 11), (17, 11)], [False, True, False, False], 92, False, [False, False, True, False], 2106, 'North', (6, 11))
Element 5: (1, (6, 11), ['.', '', '.', '.'], [(7, 8), (9, 12), (18, 11)], [False, False, False, False], 90, False, [True, False, True, True], 3135, 'East', (7, 11))
Element 6: (1, (7, 11), ['', '', '%', ''], [(8, 8), (10, 12), (17, 11)], [False, False, True, False], 88, False, [False, False, False, False], 3164, 'East', (8, 11))
Element 7: (1, (8, 11), ['', '', '%', ''], [(9, 8), (11, 12), (16, 11)], [False, False, True, False], 86, False, [False, False, False, False], 3193, 'East', (9, 11))
Element 8: (1, (9, 11), ['', '.', '', '.'], [(10, 8), (12, 12), (16, 12)], [False, False, False, False], 84, False, [False, True, False, True], 4212, 'East', (10, 11))
Element 9: (1, (10, 11), ['', '.', '', '.'], [(10, 7), (13, 12), (16, 13)], [False, False, False, False], 82, False, [False, True, False, True], 4251, 'East', (11, 11))
Element 10: (1, (11, 11), ['', '.', '', '.'], [(11, 7), (14, 12), (15, 13)], [False, False, False, False], 80, False, [False, True, False, True], 4290, 'East', (12, 11))
Element 11: (1, (12, 11), ['', '.', '', '.'], [(12, 7), (15, 12), (14, 13)], [False, False, False, False], 78, False, [False, True, False, True], 4329, 'East', (13, 11))
Element 12: (1, (13, 11), ['', '.', '', '%'], [(13, 7), (16, 12), (13, 13)], [False, False, False, True], 76, False, [False, True, False, False], 4358, 'South', (13, 10))
