Element 1: (1, (5, 8), ['.', '%', '.', 'F'], [(8, 11), (13, 12), (15, 7)], [False, True, False, False], 98, False, [True, False, True, False], 999, 'East', (6, 8))
Element 2: (1, (6, 8), ['', '%', '%', '.'], [(9, 11), (14, 12), (16, 7)], [False, True, True, False], 96, False, [False, False, False, True], 2028, 'East', (7, 8))
Element 3: (1, (7, 8), ['', '%', '%', '.'], [(9, 12), (15, 12), (17, 7)], [False, True, True, False], 94, False, [False, False, False, True], 3057, 'East', (8, 8))
Element 4: (1, (8, 8), ['', '%', '%', '.'], [(10, 12), (16, 12), (18, 7)], [False, True, True, False], 92, False, [False, False, False, True], 3096, 'East', (9, 8))
Element 5: (1, (9, 8), ['', '.', '%', 'F'], [(11, 12), (16, 13), (17, 7)], [False, False, True, False], 90, False, [False, True, False, False], 3125, 'East', (10, 8))
Element 6: (1, (10, 8), ['', '.', '%', '%'], [(12, 12), (15, 13), (17, 6)], [False, False, True, True], 88, False, [False, True, False, False], 4154, 'South', (10, 7))
Element 7: (1, (10, 7), ['.', '.', '', '.'], [(12, 13), (14, 13), (16, 6)], [False, False, False, False], 86, False, [True, True, False, True], 4193, 'East', (11, 7))
Element 8: (1, (11, 7), ['', '.', '%', '.'], [(12, 12), (13, 13), (15, 6)], [False, False, True, False], 84, False, [False, True, False, True], 4222, 'East', (12, 7))
Element 9: (1, (12, 7), ['', '.', '.', '.'], [(12, 11), (12, 13), (14, 6)], [False, False, False, False], 82, False, [False, True, True, True], 4251, 'East', (13, 7))
Element 10: (1, (13, 7), ['', '.', '.', 'G'], [(13, 11), (12, 12), (14, 7)], [False, False, False, False], 80, False, [False, True, True, False], 4280, 'North', (13, 8))
Element 11: (1, (13, 8), ['.', '', '.', 'G'], [(13, 10), (12, 11), (14, 8)], [False, False, False, False], 78, False, [True, False, True, False], 4309, 'North', (13, 9))
Element 12: (1, (13, 9), ['.', '', '', 'G'], [(14, 10), (12, 10), (14, 9)], [False, False, False, False], 76, False, [True, False, False, False], 4348, 'West', (12, 9))
Element 13: (1, (12, 9), ['.', '.', '', ''], [(15, 10), (11, 10), (15, 9)], [False, False, False, False], 74, False, [True, True, False, False], 4387, 'South', (12, 8))
Element 14: (1, (12, 8), ['%', '', '', ''], [(15, 9), (11, 11), (16, 9)], [True, False, False, False], 72, False, [False, False, False, False], 4416, 'North', (12, 9))
Element 15: (1, (12, 9), ['.', '', '', ''], [(16, 9), (10, 11), (17, 9)], [False, False, False, False], 70, False, [True, False, False, False], 4435, 'West', (11, 9))
Element 16: (1, (11, 9), ['%', '%', '', ''], [(17, 9), (10, 10), (18, 9)], [True, True, False, False], 68, False, [False, False, False, False], 4464, 'North', (11, 10))
Element 17: (1, (11, 10), ['', '', '', ''], [(17, 10), (9, 10), (18, 9)], [False, False, False, False], 66, False, [False, False, False, False], 4483, 'East', (12, 10))
Element 18: (1, (12, 10), ['', '', '', ''], [(17, 11), (8, 10), (17, 9)], [False, False, False, False], 64, False, [False, False, False, False], 4502, 'East', (13, 10))
Element 19: (1, (13, 10), ['', '', '', ''], [(18, 11), (7, 10), (17, 9)], [False, False, False, False], 62, False, [False, False, False, False], 4521, 'East', (14, 10))
Element 20: (1, (14, 10), ['', '', '%', ''], [(17, 11), (6, 10), (16, 9)], [False, False, True, False], 60, False, [False, False, False, False], 4530, 'East', (15, 10))
Element 21: (1, (15, 10), ['', 'G', '%', '%'], [(16, 11), (6, 11), (15, 9)], [False, False, True, True], 58, False, [False, False, False, False], 4549, 'West', (14, 10))
Element 22: (1, (14, 10), ['', 'G', '%', ''], [(16, 12), (6, 12), (14, 9)], [False, False, True, False], 56, False, [False, False, False, False], 4558, 'West', (13, 10))
Element 23: (1, (13, 10), ['', 'G', '', ''], [(16, 13), (5, 12), (13, 9)], [False, False, False, False], 54, False, [False, False, False, False], 4567, 'East', (14, 10))
Element 24: (1, (14, 10), ['G', '', '%', ''], [(15, 13), (5, 13), (13, 10)], [False, False, True, False], 52, False, [False, False, False, False], 4576, 'South', (14, 9))
Element 25: (1, (14, 9), ['', '', 'G', ''], [(15, 12), (4, 13), (14, 10)], [False, False, False, False], 50, False, [False, False, False, False], 4585, 'East', (15, 9))
Element 26: (1, (15, 9), ['', '%', 'G', ''], [(14, 12), (3, 13), (15, 10)], [False, True, False, False], 48, False, [False, False, False, False], 4594, 'East', (16, 9))
Element 27: (1, (16, 9), ['', '%', '%', ''], [(14, 13), (2, 13), (14, 10)], [False, True, True, False], 46, False, [False, False, False, False], 4603, 'East', (17, 9))
Element 28: (1, (17, 9), ['', '%', '', ''], [(13, 13), (1, 13), (13, 10)], [False, True, False, False], 44, False, [False, False, False, False], 4612, 'East', (18, 9))
Element 29: (1, (18, 9), ['', '%', '%', '%'], [(13, 12), (2, 13), (13, 11)], [False, True, True, True], 42, False, [False, False, False, False], 4611, 'West', (17, 9))
Element 30: (1, (17, 9), ['', '%', '', ''], [(13, 13), (3, 13), (12, 11)], [False, True, False, False], 40, False, [False, False, False, False], 4610, 'North', (17, 10))
Element 31: (1, (17, 10), ['%', '', '', '%'], [(14, 13), (4, 13), (12, 12)], [True, False, False, True], 38, False, [False, False, False, False], 4609, 'North', (17, 11))
Element 32: (1, (17, 11), ['', '', '%', ''], [(14, 12), (5, 13), (13, 12)], [False, False, True, False], 36, False, [False, False, False, False], 4608, 'East', (18, 11))
Element 33: (1, (18, 11), ['', '%', '%', '%'], [(13, 12), (5, 12), (13, 13)], [False, True, True, True], 34, False, [False, False, False, False], 4607, 'West', (17, 11))
Element 34: (1, (17, 11), ['', '', '%', ''], [(14, 12), (5, 11), (14, 13)], [False, False, True, False], 32, False, [False, False, False, False], 4616, 'West', (16, 11))
Element 35: (1, (16, 11), ['%', '%', '', ''], [(15, 12), (5, 10), (15, 13)], [True, True, False, False], 30, False, [False, False, False, False], 4625, 'North', (16, 12))
Element 36: (1, (16, 12), ['', '', 'G', '%'], [(15, 13), (5, 9), (16, 13)], [False, False, False, True], 28, False, [False, False, False, False], 4634, 'West', (15, 12))
Element 37: (1, (15, 12), ['', '%', '', 'G'], [(14, 13), (4, 9), (16, 12)], [False, True, False, False], 26, False, [False, False, False, False], 4643, 'North', (15, 13))
Element 38: (1, (15, 13), ['', '', '%', ''], [(13, 13), (4, 10), (16, 11)], [False, False, True, False], 24, False, [False, False, False, False], 4652, 'East', (16, 13))
Element 39: (1, (16, 13), ['', '', '%', '%'], [(12, 13), (4, 11), (17, 11)], [False, False, True, True], 22, False, [False, False, False, False], 4661, 'West', (15, 13))
Element 40: (1, (15, 13), ['', '', '%', ''], [(12, 12), (3, 11), (18, 11)], [False, False, True, False], 20, False, [False, False, False, False], 4670, 'West', (14, 13))
Element 41: (1, (14, 13), ['', '', '%', ''], [(13, 12), (3, 10), (17, 11)], [False, False, True, False], 18, False, [False, False, False, False], 4679, 'South', (14, 12))
Element 42: (1, (14, 12), ['', '%', '', ''], [(14, 12), (3, 9), (17, 10)], [False, True, False, False], 16, False, [False, False, False, False], 4688, 'West', (13, 12))
Element 43: (1, (13, 12), ['', '', '', 'G'], [(14, 12), (3, 8), (17, 11)], [False, False, False, False], 14, False, [False, False, False, False], 4697, 'North', (13, 13))
Element 44: (1, (13, 13), ['', '', '%', ''], [(14, 12), (4, 8), (16, 11)], [False, False, True, False], 12, False, [False, False, False, False], 4706, 'West', (12, 13))
Element 45: (1, (12, 13), ['%', '', '%', ''], [(14, 12), (4, 7), (16, 12)], [True, False, True, False], 10, False, [False, False, False, False], 4715, 'South', (12, 12))
Element 46: (1, (12, 12), ['', '', '', ''], [(14, 12), (4, 6), (15, 12)], [False, False, False, False], 8, False, [False, False, False, False], 4724, 'South', (12, 11))
Element 47: (1, (12, 11), ['', '', '', ''], [(14, 12), (5, 6), (16, 12)], [False, False, False, False], 6, False, [False, False, False, False], 4733, 'East', (13, 11))
Element 48: (1, (13, 11), ['', '', '', '%'], [(14, 12), (6, 6), (16, 13)], [False, False, False, True], 4, False, [False, False, False, False], 4742, 'West', (12, 11))
Element 49: (1, (12, 11), ['', '', '', ''], [(14, 12), (7, 6), (15, 13)], [False, False, False, False], 2, False, [False, False, False, False], 4751, 'West', (11, 11))
Element 50: (1, (11, 11), ['', '', '', ''], [(14, 12), (8, 6), (14, 13)], [False, False, False, False], 0, False, [False, False, False, False], 4760, 'Stop', (11, 11))
Element 51: #0#
