Element 1: (0, (7, 11), ['.', '.', '%', 'F'], [(5, 8), (13, 12), (15, 7)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (8, 11))
Element 2: (0, (8, 11), ['', '.', '%', '.'], [(6, 8), (14, 12), (16, 7)], [False, False, True, False], 96, False, [False, True, False, True], 2019, 'East', (9, 11))
Element 3: (0, (9, 11), ['', '.', 'F', '.'], [(7, 8), (15, 12), (17, 7)], [False, False, False, False], 94, False, [False, True, False, True], 2058, 'North', (9, 12))
Element 4: (0, (9, 12), ['%', '', '%', '.'], [(8, 8), (16, 12), (18, 7)], [True, False, True, False], 92, False, [False, False, False, True], 3087, 'East', (10, 12))
Element 5: (0, (10, 12), ['', '.', '%', '.'], [(9, 8), (16, 13), (17, 7)], [False, False, True, False], 90, False, [False, True, False, True], 3116, 'East', (11, 12))
Element 6: (0, (11, 12), ['', '.', '%', '.'], [(10, 8), (15, 13), (17, 6)], [False, False, True, False], 88, False, [False, True, False, True], 4145, 'East', (12, 12))
Element 7: (0, (12, 12), ['', '.', '.', ''], [(10, 7), (14, 13), (16, 6)], [False, False, False, False], 86, False, [False, True, True, False], 4184, 'North', (12, 13))
Element 8: (0, (12, 13), ['%', '', '%', 'G'], [(11, 7), (13, 13), (15, 6)], [True, False, True, False], 84, False, [False, False, False, False], 4223, 'South', (12, 12))
Element 9: (0, (12, 12), ['', '.', 'G', ''], [(12, 7), (12, 13), (14, 6)], [False, False, False, False], 82, False, [False, True, False, False], 4242, 'South', (12, 11))
Element 10: (0, (12, 11), ['.', '.', 'G', '.'], [(13, 7), (12, 12), (14, 7)], [False, False, False, False], 80, False, [True, True, False, True], 4271, 'East', (13, 11))
Element 11: (0, (13, 11), ['G', '.', '', '%'], [(13, 8), (12, 11), (14, 8)], [False, False, False, True], 78, False, [False, True, False, False], 4300, 'South', (13, 10))
Element 12: (0, (13, 10), ['G', 'G', '', '.'], [(13, 9), (12, 10), (14, 9)], [False, False, False, False], 76, False, [False, False, False, True], 4339, 'East', (14, 10))
Element 13: (0, (14, 10), ['', '', '%', '.'], [(12, 9), (11, 10), (15, 9)], [False, False, True, False], 74, False, [False, False, False, True], 4378, 'East', (15, 10))
Element 14: (0, (15, 10), ['', '', '%', '%'], [(12, 8), (11, 11), (16, 9)], [False, False, True, True], 72, False, [False, False, False, False], 4417, 'South', (15, 9))
Element 15: (0, (15, 9), ['', '%', '', ''], [(12, 9), (10, 11), (17, 9)], [False, True, False, False], 70, False, [False, False, False, False], 4436, 'East', (16, 9))
Element 16: (0, (16, 9), ['', '%', '%', ''], [(11, 9), (10, 10), (18, 9)], [False, True, True, False], 68, False, [False, False, False, False], 4465, 'East', (17, 9))
Element 17: (0, (17, 9), ['', '%', '.', 'G'], [(11, 10), (9, 10), (18, 9)], [False, True, False, False], 66, False, [False, False, True, False], 4474, 'North', (17, 10))
Element 18: (0, (17, 10), ['%', 'G', '.', '%'], [(12, 10), (8, 10), (17, 9)], [True, False, False, True], 64, False, [False, False, True, False], 4493, 'North', (17, 11))
Element 19: (0, (17, 11), ['.', '', '%', '.'], [(13, 10), (7, 10), (17, 9)], [False, False, True, False], 62, False, [True, False, False, True], 4512, 'East', (18, 11))
Element 20: (0, (18, 11), ['', '%', '%', '%'], [(14, 10), (6, 10), (16, 9)], [False, True, True, True], 60, False, [False, False, False, False], 4531, 'West', (17, 11))
Element 21: (0, (17, 11), ['.', '', '%', ''], [(15, 10), (6, 11), (15, 9)], [False, False, True, False], 58, False, [True, False, False, False], 4540, 'West', (16, 11))
Element 22: (0, (16, 11), ['%', '%', '', ''], [(14, 10), (6, 12), (14, 9)], [True, True, False, False], 56, False, [False, False, False, False], 4559, 'North', (16, 12))
Element 23: (0, (16, 12), ['', '', '', '%'], [(13, 10), (5, 12), (13, 9)], [False, False, False, True], 54, False, [False, False, False, False], 4568, 'North', (16, 13))
Element 24: (0, (16, 13), ['', '', '%', '%'], [(14, 10), (5, 13), (13, 10)], [False, False, True, True], 52, False, [False, False, False, False], 4577, 'West', (15, 13))
Element 25: (0, (15, 13), ['', '', '%', ''], [(14, 9), (4, 13), (14, 10)], [False, False, True, False], 50, False, [False, False, False, False], 4586, 'South', (15, 12))
Element 26: (0, (15, 12), ['', '%', '', ''], [(15, 9), (3, 13), (15, 10)], [False, True, False, False], 48, False, [False, False, False, False], 4595, 'West', (14, 12))
Element 27: (0, (14, 12), ['', '%', '', ''], [(16, 9), (2, 13), (14, 10)], [False, True, False, False], 46, False, [False, False, False, False], 4604, 'North', (14, 13))
Element 28: (0, (14, 13), ['', '', '%', ''], [(17, 9), (1, 13), (13, 10)], [False, False, True, False], 44, False, [False, False, False, False], 4613, 'West', (13, 13))
Element 29: (0, (13, 13), ['', '', '%', ''], [(18, 9), (2, 13), (13, 11)], [False, False, True, False], 42, False, [False, False, False, False], 4612, 'South', (13, 12))
Element 30: (0, (13, 12), ['', '', '', ''], [(17, 9), (3, 13), (12, 11)], [False, False, False, False], 40, False, [False, False, False, False], 4611, 'North', (13, 13))
Element 31: (0, (13, 13), ['', '', '%', ''], [(17, 10), (4, 13), (12, 12)], [False, False, True, False], 38, False, [False, False, False, False], 4610, 'East', (14, 13))
Element 32: (0, (14, 13), ['', '', '%', ''], [(17, 11), (5, 13), (13, 12)], [False, False, True, False], 36, False, [False, False, False, False], 4609, 'South', (14, 12))
Element 33: (0, (14, 12), ['', '%', '', ''], [(18, 11), (5, 12), (13, 13)], [False, True, False, False], 34, False, [False, False, False, False], 4608, 'West', (13, 12))
Element 34: (0, (13, 12), ['', '', '', ''], [(17, 11), (5, 11), (14, 13)], [False, False, False, False], 32, False, [False, False, False, False], 4617, 'East', (14, 12))
Element 35: (0, (14, 12), ['', '%', '', ''], [(16, 11), (5, 10), (15, 13)], [False, True, False, False], 30, False, [False, False, False, False], 4626, 'East', (15, 12))
Element 36: (0, (15, 12), ['', '%', '', 'G'], [(16, 12), (5, 9), (16, 13)], [False, True, False, False], 28, False, [False, False, False, False], 4635, 'North', (15, 13))
Element 37: (0, (15, 13), ['', 'G', '%', ''], [(15, 12), (4, 9), (16, 12)], [False, False, True, False], 26, False, [False, False, False, False], 4644, 'West', (14, 13))
Element 38: (0, (14, 13), ['', '', '%', 'G'], [(15, 13), (4, 10), (16, 11)], [False, False, True, False], 24, False, [False, False, False, False], 4653, 'West', (13, 13))
Element 39: (0, (13, 13), ['', '', '%', ''], [(16, 13), (4, 11), (17, 11)], [False, False, True, False], 22, False, [False, False, False, False], 4662, 'West', (12, 13))
Element 40: (0, (12, 13), ['%', '', '%', ''], [(15, 13), (3, 11), (18, 11)], [True, False, True, False], 20, False, [False, False, False, False], 4671, 'South', (12, 12))
Element 41: (0, (12, 12), ['', '', '', ''], [(14, 13), (3, 10), (17, 11)], [False, False, False, False], 18, False, [False, False, False, False], 4680, 'East', (13, 12))
Element 42: (0, (13, 12), ['', '', '', 'G'], [(14, 12), (3, 9), (17, 10)], [False, False, False, False], 16, False, [False, False, False, False], 4689, 'East', (14, 12))
Element 43: (0, (14, 12), ['G', '%', '', ''], [(13, 12), (3, 8), (17, 11)], [False, True, False, False], 14, False, [False, False, False, False], 4698, 'Stop', (14, 12))
Element 44: (0, (14, 12), ['', '%', '', ''], [(13, 13), (4, 8), (16, 11)], [False, True, False, False], 12, False, [False, False, False, False], 4707, 'Stop', (14, 12))
Element 45: (0, (14, 12), ['', '%', '', ''], [(12, 13), (4, 7), (16, 12)], [False, True, False, False], 10, False, [False, False, False, False], 4716, 'Stop', (14, 12))
Element 46: (0, (14, 12), ['', '%', '', 'G'], [(12, 12), (4, 6), (15, 12)], [False, True, False, False], 8, False, [False, False, False, False], 4725, 'Stop', (14, 12))
Element 47: (0, (14, 12), ['', '%', '', ''], [(12, 11), (5, 6), (16, 12)], [False, True, False, False], 6, False, [False, False, False, False], 4734, 'Stop', (14, 12))
Element 48: (0, (14, 12), ['', '%', '', ''], [(13, 11), (6, 6), (16, 13)], [False, True, False, False], 4, False, [False, False, False, False], 4743, 'Stop', (14, 12))
