Element 1: (2, (13, 8), ['.', '.', '.', '.'], [(4, 6), (13, 3), (16, 8)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (14, 8))
Element 2: (2, (14, 8), ['', '%', '%', '.'], [(5, 6), (13, 4), (16, 7)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (15, 8))
Element 3: (2, (15, 8), ['', '%', '.', ''], [(6, 6), (14, 4), (16, 6)], [False, True, False, False], 94, False, [False, False, True, False], 97, 'North', (15, 9))
Element 4: (2, (15, 9), ['%', '', '.', '%'], [(6, 7), (15, 4), (17, 6)], [True, False, False, True], 92, False, [False, False, True, False], 136, 'North', (15, 10))
Element 5: (2, (15, 10), ['%', '', '%', '.'], [(6, 8), (16, 4), (18, 6)], [True, False, True, False], 90, False, [False, False, False, True], 175, 'East', (16, 10))
Element 6: (2, (16, 10), ['', '%', '%', '.'], [(7, 8), (17, 4), (18, 7)], [False, True, True, False], 88, False, [False, False, False, True], 214, 'East', (17, 10))
Element 7: (2, (17, 10), ['', '%', '%', '.'], [(8, 8), (16, 4), (18, 8)], [False, True, True, False], 86, False, [False, False, False, True], 243, 'East', (18, 10))
Element 8: (2, (18, 10), ['', 'G', '%', '%'], [(9, 8), (16, 5), (18, 9)], [False, False, True, True], 84, False, [False, False, False, False], 282, 'West', (17, 10))
Element 9: (2, (17, 10), ['', '%', '%', 'G'], [(10, 8), (16, 6), (18, 10)], [False, True, True, False], 82, False, [False, False, False, False], 291, 'West', (16, 10))
Element 10: (2, (16, 10), ['', '%', '%', 'G'], [(11, 8), (15, 6), (17, 10)], [False, True, True, False], 80, False, [False, False, False, False], 310, 'West', (15, 10))
Element 11: (2, (15, 10), ['%', '', '%', 'G'], [(12, 8), (14, 6), (16, 10)], [True, False, True, False], 78, False, [False, False, False, False], 329, 'South', (15, 9))
Element 12: (2, (15, 9), ['%', '', 'G', '%'], [(13, 8), (13, 6), (15, 10)], [True, False, False, True], 76, False, [False, False, False, False], 338, 'South', (15, 8))
Element 13: (2, (15, 8), ['', '%', 'G', ''], [(13, 9), (13, 7), (15, 9)], [False, True, False, False], 74, False, [False, False, False, False], 357, 'East', (16, 8))
Element 14: (2, (16, 8), ['G', '', '%', '%'], [(13, 10), (13, 8), (15, 8)], [False, False, True, True], 72, False, [False, False, False, False], 366, 'South', (16, 7))
Element 15: (2, (16, 7), ['%', '', '', '%'], [(12, 10), (13, 9), (14, 8)], [True, False, False, True], 70, False, [False, False, False, False], 1365, 'South', (16, 6))
Element 16: (2, (16, 6), ['', '', '', ''], [(11, 10), (13, 10), (13, 8)], [False, False, False, False], 68, False, [False, False, False, False], 2364, 'East', (17, 6))
Element 17: (2, (17, 6), ['', '%', '%', ''], [(10, 10), (12, 10), (13, 9)], [False, True, True, False], 66, False, [False, False, False, False], 2373, 'East', (18, 6))
Element 18: (2, (18, 6), ['', '.', '', '%'], [(9, 10), (11, 10), (13, 10)], [False, False, False, True], 64, False, [False, True, False, False], 2382, 'South', (18, 5))
Element 19: (2, (18, 5), ['%', '%', '', '%'], [(8, 10), (10, 10), (12, 10)], [True, True, False, True], 62, False, [False, False, False, False], 2401, 'North', (18, 6))
Element 20: (2, (18, 6), ['', '', '', '%'], [(7, 10), (9, 10), (11, 10)], [False, False, False, True], 60, False, [False, False, False, False], 2410, 'North', (18, 7))
Element 21: (2, (18, 7), ['%', '', '', '%'], [(6, 10), (8, 10), (10, 10)], [True, False, False, True], 58, False, [False, False, False, False], 2419, 'North', (18, 8))
Element 22: (2, (18, 8), ['%', '', '', '%'], [(6, 9), (7, 10), (9, 10)], [True, False, False, True], 56, False, [False, False, False, False], 2428, 'North', (18, 9))
Element 23: (2, (18, 9), ['%', '', '', '%'], [(6, 10), (7, 10), (8, 10)], [True, False, False, True], 54, False, [False, False, False, False], 2427, 'South', (18, 8))
Element 24: (2, (18, 8), ['%', '', '', '%'], [(6, 9), (6, 10), (9, 10)], [True, False, False, True], 52, False, [False, False, False, False], 2426, 'South', (18, 7))
Element 25: (2, (18, 7), ['%', '', '', '%'], [(6, 10), (6, 9), (10, 10)], [True, False, False, True], 50, False, [False, False, False, False], 2425, 'South', (18, 6))
Element 26: (2, (18, 6), ['', '', '', '%'], [(7, 10), (6, 8), (11, 10)], [False, False, False, True], 48, False, [False, False, False, False], 2424, 'West', (17, 6))
Element 27: (2, (17, 6), ['', '%', '%', ''], [(8, 10), (5, 8), (12, 10)], [False, True, True, False], 46, False, [False, False, False, False], 2433, 'West', (16, 6))
Element 28: (2, (16, 6), ['', '', '', ''], [(9, 10), (4, 8), (13, 10)], [False, False, False, False], 44, False, [False, False, False, False], 2442, 'South', (16, 5))
Element 29: (2, (16, 5), ['%', '', '', '%'], [(10, 10), (4, 9), (13, 9)], [True, False, False, True], 42, False, [False, False, False, False], 2451, 'South', (16, 4))
Element 30: (2, (16, 4), ['', '%', '', ''], [(11, 10), (4, 10), (13, 8)], [False, True, False, False], 40, False, [False, False, False, False], 2460, 'East', (17, 4))
Element 31: (2, (17, 4), ['', '%', '%', '%'], [(11, 10), (3, 10), (13, 7)], [False, True, True, True], 38, False, [False, False, False, False], 2469, 'West', (16, 4))
Element 32: (2, (16, 4), ['', '%', '', ''], [(11, 10), (2, 10), (13, 6)], [False, True, False, False], 36, False, [False, False, False, False], 2478, 'West', (15, 4))
Element 33: (2, (15, 4), ['', '.', '%', ''], [(11, 10), (1, 10), (13, 5)], [False, False, True, False], 34, False, [False, True, False, False], 2497, 'South', (15, 3))
Element 34: (2, (15, 3), ['%', '.', '', '%'], [(11, 10), (1, 9), (13, 4)], [True, False, False, True], 32, False, [False, True, False, False], 2516, 'South', (15, 2))
Element 35: (2, (15, 2), ['%', '.', '', '.'], [(11, 10), (1, 8), (12, 4)], [True, False, False, False], 30, False, [False, True, False, True], 2545, 'East', (16, 2))
