Element 1: (2, (8, 10), ['.', '%', '%', '.'], [(6, 7), (4, 3), (16, 4)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (9, 10))
Element 2: (2, (9, 10), ['', '%', '%', '.'], [(6, 8), (4, 4), (17, 4)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (10, 10))
Element 3: (2, (10, 10), ['', '%', '%', 'F'], [(7, 8), (5, 4), (16, 4)], [False, True, True, False], 94, False, [False, False, False, False], 87, 'East', (11, 10))
Element 4: (2, (11, 10), ['', '%', '%', 'F'], [(8, 8), (6, 4), (16, 5)], [False, True, True, False], 92, False, [False, False, False, False], 1116, 'East', (12, 10))
Element 5: (2, (12, 10), ['', '%', '%', '.'], [(9, 8), (7, 4), (16, 6)], [False, True, True, False], 90, False, [False, False, False, True], 2145, 'East', (13, 10))
Element 6: (2, (13, 10), ['', '.', '%', '%'], [(10, 8), (7, 5), (17, 6)], [False, False, True, True], 88, False, [False, True, False, False], 3174, 'South', (13, 9))
Element 7: (2, (13, 9), ['%', '.', '', '%'], [(11, 8), (6, 5), (18, 6)], [True, False, False, True], 86, False, [False, True, False, False], 3213, 'South', (13, 8))
Element 8: (2, (13, 8), ['G', '.', '', '.'], [(12, 8), (6, 6), (18, 7)], [False, False, False, False], 84, False, [False, True, False, True], 3242, 'East', (14, 8))
Element 9: (2, (14, 8), ['G', '%', '%', '.'], [(13, 8), (5, 6), (18, 8)], [False, True, True, False], 82, False, [False, False, False, True], 3271, 'East', (15, 8))
Element 10: (2, (15, 8), ['', '%', '.', '.'], [(13, 7), (4, 6), (18, 9)], [False, True, False, False], 80, False, [False, False, True, True], 3310, 'East', (16, 8))
Element 11: (2, (16, 8), ['', '.', '%', '%'], [(13, 6), (3, 6), (18, 10)], [False, False, True, True], 78, False, [False, True, False, False], 3349, 'South', (16, 7))
Element 12: (2, (16, 7), ['%', '', '', '%'], [(14, 6), (3, 7), (17, 10)], [True, False, False, True], 76, False, [False, False, False, False], 3388, 'South', (16, 6))
Element 13: (2, (16, 6), ['G', '', '', ''], [(15, 6), (3, 8), (16, 10)], [False, False, False, False], 74, False, [False, False, False, False], 3417, 'East', (17, 6))
