Element 1: (3, (15, 8), ['.', '%', '.', '.'], [(6, 4), (13, 4), (15, 6)], [False, True, False, False], 98, False, [True, False, True, True], 29, 'East', (16, 8))
Element 2: (3, (16, 8), ['', '.', '%', '%'], [(7, 4), (14, 4), (16, 6)], [False, False, True, True], 96, False, [False, True, False, False], 68, 'South', (16, 7))
Element 3: (3, (16, 7), ['%', '', '', '%'], [(7, 5), (15, 4), (17, 6)], [True, False, False, True], 94, False, [False, False, False, False], 1097, 'South', (16, 6))
Element 4: (3, (16, 6), ['', '.', '', ''], [(6, 5), (16, 4), (18, 6)], [False, False, False, False], 92, False, [False, True, False, False], 1126, 'South', (16, 5))
Element 5: (3, (16, 5), ['%', '', '', '%'], [(6, 6), (17, 4), (18, 7)], [True, False, False, True], 90, False, [False, False, False, False], 1165, 'South', (16, 4))
Element 6: (3, (16, 4), ['', '%', '', 'G'], [(6, 7), (17, 4), (18, 8)], [False, True, False, False], 88, False, [False, False, False, False], 1184, 'West', (15, 4))
Element 7: (3, (15, 4), ['', '.', '%', 'G'], [(6, 8), (16, 4), (18, 9)], [False, False, True, False], 86, False, [False, True, False, False], 1203, 'South', (15, 3))
Element 8: (3, (15, 3), ['%', '.', 'G', '%'], [(7, 8), (15, 4), (18, 10)], [True, False, False, True], 84, False, [False, True, False, False], 1232, 'South', (15, 2))
Element 9: (3, (15, 2), ['%', '.', '', '.'], [(8, 8), (15, 4), (17, 10)], [True, False, False, False], 82, False, [False, True, False, True], 1261, 'East', (16, 2))
Element 10: (3, (16, 2), ['', '.', '%', '.'], [(9, 8), (14, 4), (16, 10)], [False, False, True, False], 80, False, [False, True, False, True], 1290, 'East', (17, 2))
Element 11: (3, (17, 2), ['', '.', '%', ''], [(10, 8), (13, 4), (15, 10)], [False, False, True, False], 78, False, [False, True, False, False], 1319, 'South', (17, 1))
Element 12: (3, (17, 1), ['.', '%', '', '.'], [(11, 8), (13, 5), (15, 9)], [False, True, False, False], 76, False, [True, False, False, True], 1358, 'East', (18, 1))
Element 13: (3, (18, 1), ['', '%', '', '%'], [(12, 8), (13, 6), (15, 8)], [False, True, False, True], 74, False, [False, False, False, False], 1387, 'North', (18, 2))
Element 14: (3, (18, 2), ['', '', '.', '%'], [(13, 8), (13, 7), (14, 8)], [False, False, False, True], 72, False, [False, False, True, False], 1416, 'North', (18, 3))
Element 15: (3, (18, 3), ['%', '', '%', '%'], [(13, 9), (13, 8), (15, 8)], [True, False, True, True], 70, False, [False, False, False, False], 1435, 'South', (18, 2))
Element 16: (3, (18, 2), ['', '', '', '%'], [(13, 10), (14, 8), (16, 8)], [False, False, False, True], 68, False, [False, False, False, False], 1444, 'South', (18, 1))
Element 17: (3, (18, 1), ['', '%', '', '%'], [(12, 10), (15, 8), (16, 7)], [False, True, False, True], 66, False, [False, False, False, False], 2443, 'West', (17, 1))
Element 18: (3, (17, 1), ['.', '%', '', ''], [(11, 10), (16, 8), (16, 6)], [False, True, False, False], 64, False, [True, False, False, False], 3442, 'West', (16, 1))
Element 19: (3, (16, 1), ['.', '%', '', ''], [(10, 10), (16, 7), (16, 7)], [False, True, False, False], 62, False, [True, False, False, False], 3461, 'West', (15, 1))
Element 20: (3, (15, 1), ['%', '%', '', ''], [(9, 10), (16, 6), (16, 8)], [True, True, False, False], 60, False, [False, False, False, False], 3480, 'East', (16, 1))
Element 21: (3, (16, 1), ['', '%', '', ''], [(8, 10), (17, 6), (16, 8)], [False, True, False, False], 58, False, [False, False, False, False], 3489, 'East', (17, 1))
Element 22: (3, (17, 1), ['', '%', '', ''], [(7, 10), (18, 6), (16, 8)], [False, True, False, False], 56, False, [False, False, False, False], 3498, 'North', (17, 2))
Element 23: (3, (17, 2), ['', '', '%', ''], [(6, 10), (18, 5), (16, 8)], [False, False, True, False], 54, False, [False, False, False, False], 3517, 'East', (18, 2))
Element 24: (3, (18, 2), ['', '', '', '%'], [(6, 9), (18, 6), (16, 8)], [False, False, False, True], 52, False, [False, False, False, False], 3526, 'West', (17, 2))
Element 25: (3, (17, 2), ['', '', '%', ''], [(6, 10), (18, 7), (16, 8)], [False, False, True, False], 50, False, [False, False, False, False], 3525, 'West', (16, 2))
Element 26: (3, (16, 2), ['', '', '%', ''], [(7, 10), (18, 8), (15, 8)], [False, False, True, False], 48, False, [False, False, False, False], 3524, 'South', (16, 1))
Element 27: (3, (16, 1), ['', '%', '', ''], [(8, 10), (18, 9), (15, 8)], [False, True, False, False], 46, False, [False, False, False, False], 3523, 'North', (16, 2))
Element 28: (3, (16, 2), ['', '', '%', ''], [(9, 10), (18, 10), (15, 8)], [False, False, True, False], 44, False, [False, False, False, False], 3522, 'West', (15, 2))
Element 29: (3, (15, 2), ['%', '', '', ''], [(10, 10), (17, 10), (15, 8)], [True, False, False, False], 42, False, [False, False, False, False], 3521, 'South', (15, 1))
Element 30: (3, (15, 1), ['%', '%', '', ''], [(11, 10), (16, 10), (15, 8)], [True, True, False, False], 40, False, [False, False, False, False], 3520, 'North', (15, 2))
Element 31: (3, (15, 2), ['%', '', '', ''], [(12, 10), (15, 10), (15, 8)], [True, False, False, False], 38, False, [False, False, False, False], 3519, 'North', (15, 3))
Element 32: (3, (15, 3), ['%', '', '', '%'], [(13, 10), (15, 9), (15, 8)], [True, False, False, True], 36, False, [False, False, False, False], 3518, 'North', (15, 4))
Element 33: (3, (15, 4), ['', '', '%', ''], [(13, 9), (15, 10), (15, 8)], [False, False, True, False], 34, False, [False, False, False, False], 3517, 'West', (14, 4))
Element 34: (3, (14, 4), ['', '%', '%', ''], [(13, 8), (16, 10), (15, 8)], [False, True, True, False], 32, False, [False, False, False, False], 3516, 'West', (13, 4))
Element 35: (3, (13, 4), ['.', '', '', ''], [(12, 8), (17, 10), (15, 8)], [False, False, False, False], 30, False, [True, False, False, False], 3515, 'West', (12, 4))
Element 36: (3, (12, 4), ['.', '%', '%', ''], [(11, 8), (18, 10), (15, 8)], [False, True, True, False], 28, False, [True, False, False, False], 3524, 'West', (11, 4))
Element 37: (3, (11, 4), ['.', '%', '%', ''], [(10, 8), (18, 9), (15, 8)], [False, True, True, False], 26, False, [True, False, False, False], 3533, 'West', (10, 4))
Element 38: (3, (10, 4), ['.', '%', '%', ''], [(10, 7), (18, 8), (15, 8)], [False, True, True, False], 24, False, [True, False, False, False], 3542, 'West', (9, 4))
Element 39: (3, (9, 4), ['', '%', '%', ''], [(10, 6), (18, 7), (15, 8)], [False, True, True, False], 22, False, [False, False, False, False], 3551, 'West', (8, 4))
Element 40: (3, (8, 4), ['', '%', '%', ''], [(11, 6), (18, 6), (16, 8)], [False, True, True, False], 20, False, [False, False, False, False], 3560, 'West', (7, 4))
Element 41: (3, (7, 4), ['', '%', '', ''], [(10, 6), (17, 6), (16, 7)], [False, True, False, False], 18, False, [False, False, False, False], 3559, 'North', (7, 5))
Element 42: (3, (7, 5), ['', '', '%', '%'], [(9, 6), (16, 6), (16, 8)], [False, False, True, True], 16, False, [False, False, False, False], 3558, 'West', (6, 5))
Element 43: (3, (6, 5), ['%', '', '', ''], [(8, 6), (16, 5), (15, 8)], [True, False, False, False], 14, False, [False, False, False, False], 3567, 'North', (6, 6))
Element 44: (3, (6, 6), ['.', '', '', '%'], [(9, 6), (16, 6), (15, 9)], [False, False, False, True], 12, False, [True, False, False, False], 3566, 'West', (5, 6))
Element 45: (3, (5, 6), ['.', '%', '%', ''], [(9, 7), (15, 6), (15, 10)], [False, True, True, False], 10, False, [True, False, False, False], 3575, 'West', (4, 6))
Element 46: (3, (4, 6), ['.', '%', '%', ''], [(9, 6), (14, 6), (16, 10)], [False, True, True, False], 8, False, [True, False, False, False], 3584, 'West', (3, 6))
Element 47: (3, (3, 6), ['.', '.', '.', ''], [(10, 6), (15, 6), (17, 10)], [False, False, False, False], 6, False, [True, True, True, False], 3593, 'North', (3, 7))
Element 48: (3, (3, 7), ['%', '', '.', '%'], [(10, 7), (16, 6), (18, 10)], [True, False, False, True], 4, False, [False, False, True, False], 3602, 'North', (3, 8))
Element 49: (3, (3, 8), ['%', '', '%', '.'], [(9, 7), (16, 7), (18, 9)], [True, False, True, False], 2, False, [False, False, False, True], 3611, 'East', (4, 8))
Element 50: (3, (4, 8), ['', '%', '.', '.'], [(9, 7), (16, 7), (18, 9)], [False, True, False, False], 0, False, [False, False, True, True], 3620, 'Stop', (4, 8))
Element 51: #0#
