Element 1: (3, (12, 2), ['.', '.', '%', '.'], [(3, 6), (7, 2), (11, 1)], [False, False, True, False], 98, False, [True, True, False, True], 1019, 'East', (13, 2))
Element 2: (3, (13, 2), ['', '.', '.', '%'], [(4, 6), (8, 2), (12, 1)], [False, False, False, True], 96, False, [False, True, True, False], 1058, 'North', (13, 3))
Element 3: (3, (13, 3), ['%', '', '.', '%'], [(5, 6), (9, 2), (13, 1)], [True, False, False, True], 94, False, [False, False, True, False], 1097, 'North', (13, 4))
Element 4: (3, (13, 4), ['.', '', '.', '.'], [(6, 6), (10, 2), (13, 2)], [False, False, False, False], 92, False, [True, False, True, True], 1126, 'East', (14, 4))
Element 5: (3, (14, 4), ['', '%', '%', '.'], [(6, 7), (11, 2), (13, 3)], [False, True, True, False], 90, False, [False, False, False, True], 1155, 'East', (15, 4))
Element 6: (3, (15, 4), ['', '.', '%', '.'], [(6, 8), (12, 2), (13, 4)], [False, False, True, False], 88, False, [False, True, False, True], 1174, 'East', (16, 4))
Element 7: (3, (16, 4), ['', '%', '.', '.'], [(7, 8), (13, 2), (13, 5)], [False, True, False, False], 86, False, [False, False, True, True], 1203, 'East', (17, 4))
Element 8: (3, (17, 4), ['', '%', '%', '%'], [(8, 8), (13, 3), (13, 6)], [False, True, True, True], 84, False, [False, False, False, False], 1232, 'West', (16, 4))
Element 9: (3, (16, 4), ['', '%', '.', ''], [(9, 8), (13, 4), (14, 6)], [False, True, False, False], 82, False, [False, False, True, False], 1251, 'North', (16, 5))
Element 10: (3, (16, 5), ['%', '', '.', '%'], [(10, 8), (12, 4), (15, 6)], [True, False, False, True], 80, False, [False, False, True, False], 1290, 'North', (16, 6))
Element 11: (3, (16, 6), ['', '', '.', '.'], [(11, 8), (11, 4), (14, 6)], [False, False, False, False], 78, False, [False, False, True, True], 1319, 'East', (17, 6))
Element 12: (3, (17, 6), ['', '%', '%', '.'], [(12, 8), (10, 4), (13, 6)], [False, True, True, False], 76, False, [False, False, False, True], 1348, 'East', (18, 6))
Element 13: (3, (18, 6), ['', '.', '.', '%'], [(13, 8), (9, 4), (13, 7)], [False, False, False, True], 74, False, [False, True, True, False], 1387, 'North', (18, 7))
Element 14: (3, (18, 7), ['%', '', '.', '%'], [(14, 8), (8, 4), (13, 8)], [True, False, False, True], 72, False, [False, False, True, False], 1406, 'North', (18, 8))
Element 15: (3, (18, 8), ['%', '', '.', '%'], [(15, 8), (7, 4), (13, 9)], [True, False, False, True], 70, False, [False, False, True, False], 1445, 'North', (18, 9))
Element 16: (3, (18, 9), ['%', '', '.', '%'], [(16, 8), (7, 5), (13, 10)], [True, False, False, True], 68, False, [False, False, True, False], 2474, 'North', (18, 10))
Element 17: (3, (18, 10), ['.', '', '%', '%'], [(16, 7), (6, 5), (12, 10)], [False, False, True, True], 66, False, [True, False, False, False], 3503, 'West', (17, 10))
Element 18: #1#
