Element 1: (1, (1, 6), ['%', '.', '.', '.'], [(7, 5), (6, 10), (15, 4)], [True, False, False, False], 98, False, [False, True, True, True], 999, 'East', (2, 6))
Element 2: (1, (2, 6), ['', '%', '%', '.'], [(6, 5), (7, 10), (16, 4)], [False, True, True, False], 96, False, [False, False, False, True], 1038, 'East', (3, 6))
Element 3: (1, (3, 6), ['', '.', '.', '.'], [(6, 6), (8, 10), (17, 4)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (4, 6))
Element 4: (1, (4, 6), ['', '%', '%', '.'], [(6, 7), (9, 10), (16, 4)], [False, True, True, False], 92, False, [False, False, False, True], 1106, 'East', (5, 6))
Element 5: (1, (5, 6), ['', '%', '%', ''], [(6, 8), (10, 10), (16, 5)], [False, True, True, False], 90, False, [False, False, False, False], 1145, 'East', (6, 6))
Element 6: (1, (6, 6), ['', '', '', '%'], [(7, 8), (11, 10), (16, 6)], [False, False, False, True], 88, False, [False, False, False, False], 2164, 'North', (6, 7))
Element 7: (1, (6, 7), ['%', '', '', '%'], [(8, 8), (12, 10), (17, 6)], [True, False, False, True], 86, False, [False, False, False, False], 3183, 'North', (6, 8))
Element 8: (1, (6, 8), ['.', '', '.', ''], [(9, 8), (13, 10), (18, 6)], [False, False, False, False], 84, False, [True, False, True, False], 3212, 'North', (6, 9))
Element 9: (1, (6, 9), ['%', '', '', '%'], [(10, 8), (13, 9), (18, 7)], [True, False, False, True], 82, False, [False, False, False, False], 3251, 'North', (6, 10))
Element 10: (1, (6, 10), ['%', '', '%', ''], [(11, 8), (13, 8), (18, 8)], [True, False, True, False], 80, False, [False, False, False, False], 3280, 'East', (7, 10))
Element 11: (1, (7, 10), ['', '%', '%', ''], [(12, 8), (14, 8), (18, 9)], [False, True, True, False], 78, False, [False, False, False, False], 3309, 'East', (8, 10))
Element 12: (1, (8, 10), ['', '%', '%', ''], [(13, 8), (15, 8), (18, 10)], [False, True, True, False], 76, False, [False, False, False, False], 3328, 'East', (9, 10))
Element 13: (1, (9, 10), ['', '%', '%', ''], [(13, 7), (16, 8), (17, 10)], [False, True, True, False], 74, False, [False, False, False, False], 3357, 'East', (10, 10))
Element 14: (1, (10, 10), ['', '%', '%', ''], [(13, 6), (16, 7), (16, 10)], [False, True, True, False], 72, False, [False, False, False, False], 3386, 'East', (11, 10))
Element 15: (1, (11, 10), ['', '%', '%', ''], [(14, 6), (16, 6), (15, 10)], [False, True, True, False], 70, False, [False, False, False, False], 3405, 'East', (12, 10))
Element 16: (1, (12, 10), ['', '%', '%', ''], [(13, 6), (15, 6), (15, 9)], [False, True, True, False], 68, False, [False, False, False, False], 3424, 'East', (13, 10))
Element 17: (1, (13, 10), ['', '', '%', '%'], [(13, 5), (14, 6), (15, 8)], [False, False, True, True], 66, False, [False, False, False, False], 3433, 'South', (13, 9))
Element 18: (1, (13, 9), ['%', '', '', '%'], [(13, 4), (13, 6), (16, 8)], [True, False, False, True], 64, False, [False, False, False, False], 3442, 'South', (13, 8))
Element 19: (1, (13, 8), ['', 'G', '', ''], [(14, 4), (13, 7), (16, 7)], [False, False, False, False], 62, False, [False, False, False, False], 3451, 'East', (14, 8))
Element 20: (1, (14, 8), ['', '%', '%', ''], [(15, 4), (13, 6), (16, 8)], [False, True, True, False], 60, False, [False, False, False, False], 3450, 'East', (15, 8))
Element 21: (1, (15, 8), ['', '%', '', ''], [(15, 3), (13, 5), (16, 7)], [False, True, False, False], 58, False, [False, False, False, False], 3459, 'East', (16, 8))
Element 22: (1, (16, 8), ['', '', '%', '%'], [(15, 2), (13, 4), (16, 8)], [False, False, True, True], 56, False, [False, False, False, False], 3468, 'South', (16, 7))
Element 23: (1, (16, 7), ['%', '', '', '%'], [(16, 2), (13, 3), (15, 8)], [True, False, False, True], 54, False, [False, False, False, False], 3487, 'South', (16, 6))
Element 24: (1, (16, 6), ['', '', '', ''], [(17, 2), (13, 2), (15, 9)], [False, False, False, False], 52, False, [False, False, False, False], 3506, 'East', (17, 6))
Element 25: (1, (17, 6), ['', '%', '%', ''], [(17, 1), (13, 1), (15, 10)], [False, True, True, False], 50, False, [False, False, False, False], 3525, 'East', (18, 6))
Element 26: (1, (18, 6), ['', '.', '', '%'], [(18, 1), (12, 1), (16, 10)], [False, False, False, True], 48, False, [False, True, False, False], 3544, 'South', (18, 5))
Element 27: #1#
