Element 1: (1, (4, 1), ['.', '%', '.', '%'], [(11, 1), (5, 6), (5, 8)], [False, True, False, True], 98, False, [True, False, True, False], 999, 'North', (4, 2))
Element 2: (1, (4, 2), ['.', '', '.', '%'], [(12, 1), (6, 6), (6, 8)], [False, False, False, True], 96, False, [True, False, True, False], 1038, 'North', (4, 3))
Element 3: (1, (4, 3), ['%', '', '.', '%'], [(13, 1), (6, 7), (7, 8)], [True, False, False, True], 94, False, [False, False, True, False], 1077, 'North', (4, 4))
Element 4: (1, (4, 4), ['.', '', '%', '.'], [(13, 2), (6, 8), (8, 8)], [False, False, True, False], 92, False, [True, False, False, True], 1106, 'East', (5, 4))
Element 5: (1, (5, 4), ['', '%', '%', '.'], [(13, 3), (6, 9), (9, 8)], [False, True, True, False], 90, False, [False, False, False, True], 1145, 'East', (6, 4))
Element 6: (1, (6, 4), ['', '.', '.', '.'], [(13, 4), (6, 10), (10, 8)], [False, False, False, False], 88, False, [False, True, True, True], 1184, 'East', (7, 4))
Element 7: (1, (7, 4), ['', '%', 'F', ''], [(14, 4), (7, 10), (11, 8)], [False, True, False, False], 86, False, [False, False, False, False], 1223, 'North', (7, 5))
Element 8: (1, (7, 5), ['.', '', '%', '%'], [(15, 4), (8, 10), (12, 8)], [False, False, True, True], 84, False, [True, False, False, False], 2252, 'West', (6, 5))
Element 9: (1, (6, 5), ['%', '', '', ''], [(16, 4), (9, 10), (13, 8)], [True, False, False, False], 82, False, [False, False, False, False], 2291, 'North', (6, 6))
Element 10: (1, (6, 6), ['', '', '', '%'], [(17, 4), (10, 10), (14, 8)], [False, False, False, True], 80, False, [False, False, False, False], 2320, 'North', (6, 7))
Element 11: (1, (6, 7), ['%', '', '', '%'], [(16, 4), (11, 10), (15, 8)], [True, False, False, True], 78, False, [False, False, False, False], 3329, 'North', (6, 8))
Element 12: #1#
