Element 1: (0, (9, 8), ['.', '', '%', '.'], [(9, 1), (10, 10), (16, 4)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'East', (10, 8))
Element 2: (0, (10, 8), ['', '', '%', '.'], [(10, 1), (11, 10), (17, 4)], [False, False, True, False], 96, False, [False, False, False, True], 1029, 'East', (11, 8))
Element 3: (0, (11, 8), ['', '%', '%', '.'], [(11, 1), (12, 10), (16, 4)], [False, True, True, False], 94, False, [False, False, False, True], 3038, 'East', (12, 8))
Element 4: (0, (12, 8), ['', '%', '%', '.'], [(12, 1), (13, 10), (16, 5)], [False, True, True, False], 92, False, [False, False, False, True], 3077, 'East', (13, 8))
Element 5: (0, (13, 8), ['', '.', 'G', '.'], [(13, 1), (13, 9), (16, 6)], [False, False, False, False], 90, False, [False, True, False, True], 3116, 'East', (14, 8))
Element 6: (0, (14, 8), ['G', '%', '%', '.'], [(13, 2), (13, 8), (17, 6)], [False, True, True, False], 88, False, [False, False, False, True], 3145, 'East', (15, 8))
Element 7: (0, (15, 8), ['', '%', '.', '.'], [(13, 3), (13, 7), (18, 6)], [False, True, False, False], 86, False, [False, False, True, True], 3184, 'East', (16, 8))
Element 8: (0, (16, 8), ['', '.', '%', '%'], [(13, 4), (13, 6), (18, 7)], [False, False, True, True], 84, False, [False, True, False, False], 3223, 'South', (16, 7))
Element 9: (0, (16, 7), ['%', '', '', '%'], [(14, 4), (14, 6), (18, 8)], [True, False, False, True], 82, False, [False, False, False, False], 3262, 'South', (16, 6))
Element 10: (0, (16, 6), ['G', '', '', ''], [(15, 4), (15, 6), (18, 9)], [False, False, False, False], 80, False, [False, False, False, False], 3291, 'East', (17, 6))
Element 11: (0, (17, 6), ['G', '%', '%', ''], [(15, 3), (16, 6), (18, 10)], [False, True, True, False], 78, False, [False, False, False, False], 3310, 'East', (18, 6))
Element 12: (0, (18, 6), ['G', '.', '', '%'], [(15, 2), (17, 6), (17, 10)], [False, False, False, True], 76, False, [False, True, False, False], 3329, 'South', (18, 5))
Element 13: (0, (18, 5), ['%', '%', 'G', '%'], [(16, 2), (18, 6), (16, 10)], [True, True, False, True], 74, False, [False, False, False, False], 3358, 'Stop', (18, 5))
Element 14: (0, (18, 5), ['%', '%', '', '%'], [(17, 2), (18, 7), (15, 10)], [True, True, False, True], 72, False, [False, False, False, False], 3377, 'North', (18, 6))
Element 15: (0, (18, 6), ['', '', '', '%'], [(17, 1), (18, 8), (15, 9)], [False, False, False, True], 70, False, [False, False, False, False], 3396, 'Stop', (18, 6))
Element 16: (0, (18, 6), ['', '', '', '%'], [(18, 1), (18, 9), (15, 8)], [False, False, False, True], 68, False, [False, False, False, False], 3405, 'West', (17, 6))
Element 17: (0, (17, 6), ['', '%', '%', ''], [(18, 2), (18, 10), (16, 8)], [False, True, True, False], 66, False, [False, False, False, False], 3404, 'West', (16, 6))
Element 18: (0, (16, 6), ['', '', 'G', ''], [(18, 3), (17, 10), (16, 7)], [False, False, False, False], 64, False, [False, False, False, False], 3413, 'South', (16, 5))
Element 19: (0, (16, 5), ['%', '', '', '%'], [(18, 2), (16, 10), (16, 8)], [True, False, False, True], 62, False, [False, False, False, False], 3412, 'South', (16, 4))
Element 20: (0, (16, 4), ['', '%', '', ''], [(18, 1), (15, 10), (15, 8)], [False, True, False, False], 60, False, [False, False, False, False], 3411, 'East', (17, 4))
Element 21: (0, (17, 4), ['', '%', '%', '%'], [(17, 1), (15, 9), (14, 8)], [False, True, True, True], 58, False, [False, False, False, False], 3410, 'West', (16, 4))
Element 22: (0, (16, 4), ['', '%', '', ''], [(16, 1), (15, 8), (13, 8)], [False, True, False, False], 56, False, [False, False, False, False], 3419, 'West', (15, 4))
Element 23: (0, (15, 4), ['', '', '%', ''], [(15, 1), (16, 8), (13, 9)], [False, False, True, False], 54, False, [False, False, False, False], 3428, 'South', (15, 3))
Element 24: (0, (15, 3), ['%', '', '', '%'], [(16, 1), (16, 7), (13, 10)], [True, False, False, True], 52, False, [False, False, False, False], 3427, 'South', (15, 2))
Element 25: (0, (15, 2), ['%', '', '', ''], [(17, 1), (16, 8), (12, 10)], [True, False, False, False], 50, False, [False, False, False, False], 3426, 'East', (16, 2))
Element 26: (0, (16, 2), ['', '', '%', 'G'], [(17, 2), (15, 8), (11, 10)], [False, False, True, False], 48, False, [False, False, False, False], 3425, 'South', (16, 1))
Element 27: (0, (16, 1), ['', '%', '', ''], [(18, 2), (14, 8), (10, 10)], [False, True, False, False], 46, False, [False, False, False, False], 3424, 'East', (17, 1))
Element 28: (0, (17, 1), ['', '%', 'G', ''], [(17, 2), (15, 8), (9, 10)], [False, True, False, False], 44, False, [False, False, False, False], 3433, 'East', (18, 1))
Element 29: (0, (18, 1), ['', '%', '', '%'], [(16, 2), (15, 9), (8, 10)], [False, True, False, True], 42, False, [False, False, False, False], 3442, 'North', (18, 2))
Element 30: (0, (18, 2), ['', '', '', '%'], [(16, 1), (15, 10), (7, 10)], [False, False, False, True], 40, False, [False, False, False, False], 3451, 'North', (18, 3))
Element 31: (0, (18, 3), ['%', '', '%', '%'], [(16, 2), (16, 10), (6, 10)], [True, False, True, True], 38, False, [False, False, False, False], 3460, 'South', (18, 2))
Element 32: (0, (18, 2), ['', '', '', '%'], [(15, 2), (17, 10), (6, 9)], [False, False, False, True], 36, False, [False, False, False, False], 3469, 'West', (17, 2))
Element 33: (0, (17, 2), ['', '', '%', ''], [(15, 1), (18, 10), (6, 8)], [False, False, True, False], 34, False, [False, False, False, False], 3478, 'East', (18, 2))
Element 34: (0, (18, 2), ['', '', '', '%'], [(15, 2), (18, 9), (7, 8)], [False, False, False, True], 32, False, [False, False, False, False], 3487, 'South', (18, 1))
Element 35: (0, (18, 1), ['', '%', '', '%'], [(15, 3), (18, 8), (8, 8)], [False, True, False, True], 30, False, [False, False, False, False], 3496, 'West', (17, 1))
Element 36: (0, (17, 1), ['', '%', '', ''], [(15, 4), (18, 7), (9, 8)], [False, True, False, False], 28, False, [False, False, False, False], 3495, 'West', (16, 1))
Element 37: (0, (16, 1), ['', '%', '', ''], [(16, 4), (18, 6), (10, 8)], [False, True, False, False], 26, False, [False, False, False, False], 3494, 'West', (15, 1))
Element 38: (0, (15, 1), ['%', '%', '', ''], [(17, 4), (17, 6), (11, 8)], [True, True, False, False], 24, False, [False, False, False, False], 3493, 'East', (16, 1))
Element 39: (0, (16, 1), ['', '%', '', ''], [(16, 4), (16, 6), (12, 8)], [False, True, False, False], 22, False, [False, False, False, False], 3492, 'North', (16, 2))
Element 40: (0, (16, 2), ['', '', '%', ''], [(16, 5), (16, 7), (11, 8)], [False, False, True, False], 20, False, [False, False, False, False], 3491, 'West', (15, 2))
Element 41: (0, (15, 2), ['%', '', '', ''], [(16, 6), (16, 8), (10, 8)], [True, False, False, False], 18, False, [False, False, False, False], 3490, 'South', (15, 1))
Element 42: (0, (15, 1), ['%', '%', '', ''], [(17, 6), (16, 7), (10, 7)], [True, True, False, False], 16, False, [False, False, False, False], 3489, 'North', (15, 2))
Element 43: (0, (15, 2), ['%', '', '', ''], [(18, 6), (16, 6), (10, 6)], [True, False, False, False], 14, False, [False, False, False, False], 3488, 'North', (15, 3))
Element 44: (0, (15, 3), ['%', '', '', '%'], [(18, 7), (15, 6), (11, 6)], [True, False, False, True], 12, False, [False, False, False, False], 3497, 'North', (15, 4))
Element 45: (0, (15, 4), ['', '', '%', ''], [(18, 8), (14, 6), (10, 6)], [False, False, True, False], 10, False, [False, False, False, False], 3496, 'West', (14, 4))
Element 46: (0, (14, 4), ['', '%', '%', ''], [(18, 9), (13, 6), (9, 6)], [False, True, True, False], 8, False, [False, False, False, False], 3495, 'West', (13, 4))
Element 47: (0, (13, 4), ['.', '', 'G', ''], [(18, 10), (13, 5), (8, 6)], [False, False, False, False], 6, False, [True, False, False, False], 3514, 'West', (12, 4))
Element 48: (0, (12, 4), ['.', '%', '%', 'G'], [(17, 10), (13, 4), (9, 6)], [False, True, True, False], 4, False, [True, False, False, False], 3523, 'West', (11, 4))
Element 49: (0, (11, 4), ['.', '%', '%', ''], [(16, 10), (14, 4), (9, 7)], [False, True, True, False], 2, False, [True, False, False, False], 3532, 'West', (10, 4))
Element 50: (0, (10, 4), ['.', '%', '%', ''], [(15, 10), (15, 4), (9, 6)], [False, True, True, False], 0, False, [True, False, False, False], 3541, 'Stop', (10, 4))
Element 51: #0#
