Element 1: (3, (16, 8), ['.', '.', '%', '%'], [(13, 2), (3, 1), (11, 4)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (16, 7))
Element 2: (3, (16, 7), ['%', '.', '', '%'], [(13, 3), (4, 1), (12, 4)], [True, False, False, True], 96, False, [False, True, False, False], 68, 'South', (16, 6))
Element 3: (3, (16, 6), ['.', '.', '', '.'], [(13, 4), (4, 2), (11, 4)], [False, False, False, False], 94, False, [True, True, False, True], 97, 'East', (17, 6))
Element 4: (3, (17, 6), ['', '%', '%', '.'], [(14, 4), (4, 3), (10, 4)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (18, 6))
Element 5: (3, (18, 6), ['', '.', '.', '%'], [(15, 4), (4, 4), (9, 4)], [False, False, False, True], 90, False, [False, True, True, False], 165, 'North', (18, 7))
Element 6: (3, (18, 7), ['%', '', '.', '%'], [(16, 4), (5, 4), (8, 4)], [True, False, False, True], 88, False, [False, False, True, False], 194, 'North', (18, 8))
Element 7: (3, (18, 8), ['%', '', '.', '%'], [(17, 4), (6, 4), (7, 4)], [True, False, False, True], 86, False, [False, False, True, False], 233, 'North', (18, 9))
Element 8: (3, (18, 9), ['%', '', '.', '%'], [(16, 4), (6, 5), (7, 5)], [True, False, False, True], 84, False, [False, False, True, False], 1252, 'North', (18, 10))
Element 9: (3, (18, 10), ['.', '', '%', '%'], [(16, 5), (6, 6), (6, 5)], [False, False, True, True], 82, False, [True, False, False, False], 1281, 'West', (17, 10))
Element 10: (3, (17, 10), ['.', '%', '%', ''], [(16, 6), (6, 7), (6, 6)], [False, True, True, False], 80, False, [True, False, False, False], 1300, 'West', (16, 10))
Element 11: (3, (16, 10), ['.', '%', '%', ''], [(15, 6), (6, 8), (5, 6)], [False, True, True, False], 78, False, [True, False, False, False], 1339, 'West', (15, 10))
Element 12: (3, (15, 10), ['%', '.', '%', ''], [(14, 6), (7, 8), (4, 6)], [True, False, True, False], 76, False, [False, True, False, False], 1378, 'South', (15, 9))
Element 13: (3, (15, 9), ['%', '.', '', '%'], [(13, 6), (8, 8), (3, 6)], [True, False, False, True], 74, False, [False, True, False, False], 1417, 'South', (15, 8))
Element 14: (3, (15, 8), ['.', '%', '', ''], [(13, 7), (9, 8), (3, 7)], [False, True, False, False], 72, False, [True, False, False, False], 1456, 'West', (14, 8))
Element 15: (3, (14, 8), ['G', '%', '%', ''], [(13, 8), (10, 8), (3, 8)], [False, True, True, False], 70, False, [False, False, False, False], 1495, 'East', (15, 8))
Element 16: (3, (15, 8), ['', '%', '', ''], [(13, 9), (11, 8), (4, 8)], [False, True, False, False], 68, False, [False, False, False, False], 1524, 'North', (15, 9))
Element 17: (3, (15, 9), ['%', '', '', '%'], [(13, 10), (12, 8), (5, 8)], [True, False, False, True], 66, False, [False, False, False, False], 1553, 'North', (15, 10))
Element 18: (3, (15, 10), ['%', '', '%', ''], [(12, 10), (13, 8), (6, 8)], [True, False, True, False], 64, False, [False, False, False, False], 2552, 'East', (16, 10))
Element 19: (3, (16, 10), ['', '%', '%', ''], [(11, 10), (14, 8), (6, 9)], [False, True, True, False], 62, False, [False, False, False, False], 3561, 'East', (17, 10))
Element 20: (3, (17, 10), ['', '%', '%', ''], [(10, 10), (15, 8), (6, 10)], [False, True, True, False], 60, False, [False, False, False, False], 3580, 'East', (18, 10))
Element 21: (3, (18, 10), ['', '', '%', '%'], [(9, 10), (16, 8), (7, 10)], [False, False, True, True], 58, False, [False, False, False, False], 3599, 'South', (18, 9))
Element 22: (3, (18, 9), ['%', '', '', '%'], [(8, 10), (16, 7), (6, 10)], [True, False, False, True], 56, False, [False, False, False, False], 3608, 'South', (18, 8))
Element 23: (3, (18, 8), ['%', '', '', '%'], [(7, 10), (16, 6), (6, 9)], [True, False, False, True], 54, False, [False, False, False, False], 3607, 'South', (18, 7))
Element 24: (3, (18, 7), ['%', '', '', '%'], [(6, 10), (17, 6), (6, 8)], [True, False, False, True], 52, False, [False, False, False, False], 3606, 'South', (18, 6))
Element 25: (3, (18, 6), ['', '.', '', '%'], [(6, 9), (16, 6), (7, 8)], [False, False, False, True], 50, False, [False, True, False, False], 3605, 'South', (18, 5))
Element 26: (3, (18, 5), ['%', '%', '', '%'], [(6, 8), (16, 5), (8, 8)], [True, True, False, True], 48, False, [False, False, False, False], 3614, 'North', (18, 6))
Element 27: (3, (18, 6), ['', '', '', '%'], [(7, 8), (16, 4), (9, 8)], [False, False, False, True], 46, False, [False, False, False, False], 3613, 'West', (17, 6))
Element 28: (3, (17, 6), ['', '%', '%', ''], [(8, 8), (17, 4), (10, 8)], [False, True, True, False], 44, False, [False, False, False, False], 3612, 'West', (16, 6))
Element 29: (3, (16, 6), ['', '', '', ''], [(9, 8), (16, 4), (11, 8)], [False, False, False, False], 42, False, [False, False, False, False], 3611, 'South', (16, 5))
Element 30: (3, (16, 5), ['%', '', '', '%'], [(10, 8), (15, 4), (12, 8)], [True, False, False, True], 40, False, [False, False, False, False], 3610, 'South', (16, 4))
Element 31: (3, (16, 4), ['', '%', '', ''], [(11, 8), (15, 3), (13, 8)], [False, True, False, False], 38, False, [False, False, False, False], 3619, 'East', (17, 4))
Element 32: (3, (17, 4), ['', '%', '%', '%'], [(12, 8), (15, 2), (14, 8)], [False, True, True, True], 36, False, [False, False, False, False], 3628, 'West', (16, 4))
Element 33: (3, (16, 4), ['', '%', '', ''], [(11, 8), (16, 2), (15, 8)], [False, True, False, False], 34, False, [False, False, False, False], 3637, 'West', (15, 4))
Element 34: (3, (15, 4), ['', '', '%', ''], [(10, 8), (17, 2), (16, 8)], [False, False, True, False], 32, False, [False, False, False, False], 3646, 'South', (15, 3))
Element 35: (3, (15, 3), ['%', '', '', '%'], [(10, 7), (17, 1), (16, 7)], [True, False, False, True], 30, False, [False, False, False, False], 3655, 'South', (15, 2))
Element 36: (3, (15, 2), ['%', '.', '', ''], [(10, 6), (18, 1), (16, 6)], [True, False, False, False], 28, False, [False, True, False, False], 3664, 'South', (15, 1))
Element 37: (3, (15, 1), ['%', '%', '', '.'], [(11, 6), (18, 2), (17, 6)], [True, True, False, False], 26, False, [False, False, False, True], 3683, 'East', (16, 1))
Element 38: (3, (16, 1), ['', '%', '', ''], [(10, 6), (18, 3), (18, 6)], [False, True, False, False], 24, False, [False, False, False, False], 3702, 'East', (17, 1))
Element 39: (3, (17, 1), ['', '%', '', ''], [(9, 6), (18, 2), (18, 7)], [False, True, False, False], 22, False, [False, False, False, False], 3701, 'East', (18, 1))
Element 40: (3, (18, 1), ['', '%', '', '%'], [(8, 6), (17, 2), (18, 8)], [False, True, False, True], 20, False, [False, False, False, False], 3710, 'North', (18, 2))
Element 41: (3, (18, 2), ['', '', '', '%'], [(9, 6), (17, 1), (18, 9)], [False, False, False, True], 18, False, [False, False, False, False], 3709, 'North', (18, 3))
Element 42: (3, (18, 3), ['%', '', '%', '%'], [(9, 7), (16, 1), (18, 10)], [True, False, True, True], 16, False, [False, False, False, False], 3708, 'South', (18, 2))
Element 43: (3, (18, 2), ['', '', '', '%'], [(9, 6), (15, 1), (17, 10)], [False, False, False, True], 14, False, [False, False, False, False], 3707, 'West', (17, 2))
Element 44: (3, (17, 2), ['', '', '%', ''], [(10, 6), (16, 1), (16, 10)], [False, False, True, False], 12, False, [False, False, False, False], 3706, 'West', (16, 2))
Element 45: (3, (16, 2), ['', '', '%', ''], [(10, 7), (17, 1), (15, 10)], [False, False, True, False], 10, False, [False, False, False, False], 3705, 'East', (17, 2))
Element 46: (3, (17, 2), ['', '', '%', ''], [(9, 7), (16, 1), (15, 9)], [False, False, True, False], 8, False, [False, False, False, False], 3704, 'East', (18, 2))
Element 47: (3, (18, 2), ['', '', '', '%'], [(10, 7), (15, 1), (15, 10)], [False, False, False, True], 6, False, [False, False, False, False], 3703, 'South', (18, 1))
Element 48: (3, (18, 1), ['', '%', '', '%'], [(10, 8), (15, 2), (16, 10)], [False, True, False, True], 4, False, [False, False, False, False], 3702, 'West', (17, 1))
Element 49: (3, (17, 1), ['', '%', '', ''], [(9, 8), (16, 2), (17, 10)], [False, True, False, False], 2, False, [False, False, False, False], 3701, 'North', (17, 2))
Element 50: (3, (17, 2), ['G', '', '%', ''], [(9, 8), (16, 2), (17, 10)], [False, False, True, False], 0, False, [False, False, False, False], 3700, 'Stop', (17, 2))
Element 51: #0#
