Element 1: (1, (3, 8), ['%', '.', '%', '.'], [(5, 4), (13, 6), (16, 6)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 8))
Element 2: (1, (4, 8), ['', '%', '.', '.'], [(6, 4), (14, 6), (17, 6)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (5, 8))
Element 3: (1, (5, 8), ['', '%', '%', '.'], [(7, 4), (15, 6), (18, 6)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (6, 8))
Element 4: (1, (6, 8), ['', '.', '.', '.'], [(7, 5), (16, 6), (18, 7)], [False, False, False, False], 92, False, [False, True, True, True], 1106, 'East', (7, 8))
Element 5: (1, (7, 8), ['', '%', '%', '.'], [(6, 5), (16, 7), (18, 8)], [False, True, True, False], 90, False, [False, False, False, True], 1145, 'East', (8, 8))
Element 6: (1, (8, 8), ['', '%', '%', '.'], [(6, 6), (16, 8), (18, 9)], [False, True, True, False], 88, False, [False, False, False, True], 1184, 'East', (9, 8))
Element 7: (1, (9, 8), ['', '', '%', '.'], [(6, 7), (15, 8), (18, 10)], [False, False, True, False], 86, False, [False, False, False, True], 1223, 'East', (10, 8))
Element 8: (1, (10, 8), ['', '', '%', '.'], [(6, 8), (15, 9), (17, 10)], [False, False, True, False], 84, False, [False, False, False, True], 1252, 'East', (11, 8))
Element 9: (1, (11, 8), ['', '%', '%', '.'], [(6, 9), (15, 10), (16, 10)], [False, True, True, False], 82, False, [False, False, False, True], 1291, 'East', (12, 8))
Element 10: (1, (12, 8), ['', '%', '%', '.'], [(6, 10), (15, 9), (15, 10)], [False, True, True, False], 80, False, [False, False, False, True], 1310, 'East', (13, 8))
Element 11: (1, (13, 8), ['', '.', '.', '.'], [(7, 10), (15, 8), (15, 9)], [False, False, False, False], 78, False, [False, True, True, True], 1329, 'East', (14, 8))
Element 12: (1, (14, 8), ['', '%', '%', 'G'], [(8, 10), (16, 8), (15, 8)], [False, True, True, False], 76, False, [False, False, False, False], 1348, 'West', (13, 8))
Element 13: (1, (13, 8), ['', '.', '.', ''], [(9, 10), (16, 7), (16, 8)], [False, False, False, False], 74, False, [False, True, True, False], 1357, 'North', (13, 9))
Element 14: (1, (13, 9), ['%', '', '.', '%'], [(10, 10), (16, 6), (16, 7)], [True, False, False, True], 72, False, [False, False, True, False], 1376, 'North', (13, 10))
Element 15: (1, (13, 10), ['F', '', '%', '%'], [(11, 10), (15, 6), (16, 8)], [False, False, True, True], 70, False, [False, False, False, False], 2385, 'West', (12, 10))
Element 16: (1, (12, 10), ['', '%', '%', ''], [(10, 10), (16, 6), (15, 8)], [False, True, True, False], 68, False, [False, False, False, False], 3384, 'West', (11, 10))
Element 17: (1, (11, 10), ['', '%', '%', ''], [(9, 10), (16, 5), (14, 8)], [False, True, True, False], 66, False, [False, False, False, False], 3393, 'West', (10, 10))
Element 18: (1, (10, 10), ['', '%', '%', ''], [(8, 10), (16, 4), (13, 8)], [False, True, True, False], 64, False, [False, False, False, False], 3402, 'West', (9, 10))
Element 19: (1, (9, 10), ['', '%', '%', ''], [(7, 10), (17, 4), (13, 7)], [False, True, True, False], 62, False, [False, False, False, False], 3421, 'West', (8, 10))
Element 20: (1, (8, 10), ['', '%', '%', ''], [(6, 10), (16, 4), (13, 6)], [False, True, True, False], 60, False, [False, False, False, False], 3420, 'West', (7, 10))
Element 21: (1, (7, 10), ['', '%', '%', ''], [(6, 9), (15, 4), (13, 5)], [False, True, True, False], 58, False, [False, False, False, False], 3439, 'West', (6, 10))
Element 22: (1, (6, 10), ['%', '', '%', ''], [(6, 8), (15, 3), (13, 4)], [True, False, True, False], 56, False, [False, False, False, False], 3458, 'South', (6, 9))
Element 23: (1, (6, 9), ['%', '', '', '%'], [(7, 8), (15, 2), (14, 4)], [True, False, False, True], 54, False, [False, False, False, False], 3477, 'North', (6, 10))
Element 24: (1, (6, 10), ['%', '', '%', ''], [(8, 8), (16, 2), (15, 4)], [True, False, True, False], 52, False, [False, False, False, False], 3486, 'East', (7, 10))
Element 25: (1, (7, 10), ['', '%', '%', ''], [(9, 8), (17, 2), (16, 4)], [False, True, True, False], 50, False, [False, False, False, False], 3495, 'East', (8, 10))
Element 26: (1, (8, 10), ['', '%', '%', ''], [(10, 8), (17, 1), (17, 4)], [False, True, True, False], 48, False, [False, False, False, False], 3504, 'East', (9, 10))
Element 27: (1, (9, 10), ['', '%', '%', ''], [(11, 8), (18, 1), (16, 4)], [False, True, True, False], 46, False, [False, False, False, False], 3513, 'East', (10, 10))
Element 28: (1, (10, 10), ['', '%', '%', ''], [(12, 8), (18, 2), (16, 5)], [False, True, True, False], 44, False, [False, False, False, False], 3512, 'East', (11, 10))
Element 29: (1, (11, 10), ['', '%', '%', ''], [(13, 8), (18, 3), (16, 4)], [False, True, True, False], 42, False, [False, False, False, False], 3521, 'East', (12, 10))
Element 30: (1, (12, 10), ['', '%', '%', ''], [(14, 8), (18, 2), (15, 4)], [False, True, True, False], 40, False, [False, False, False, False], 3520, 'East', (13, 10))
Element 31: (1, (13, 10), ['', '', '%', '%'], [(15, 8), (18, 1), (15, 3)], [False, False, True, True], 38, False, [False, False, False, False], 3519, 'South', (13, 9))
Element 32: (1, (13, 9), ['%', '', '', '%'], [(16, 8), (17, 1), (15, 2)], [True, False, False, True], 36, False, [False, False, False, False], 3518, 'South', (13, 8))
Element 33: (1, (13, 8), ['', '', '', ''], [(16, 7), (16, 1), (15, 1)], [False, False, False, False], 34, False, [False, False, False, False], 3537, 'South', (13, 7))
Element 34: (1, (13, 7), ['%', '', '', '%'], [(16, 6), (17, 1), (16, 1)], [True, False, False, True], 32, False, [False, False, False, False], 3536, 'South', (13, 6))
Element 35: (1, (13, 6), ['%', '', '', ''], [(17, 6), (17, 2), (17, 1)], [True, False, False, False], 30, False, [False, False, False, False], 3535, 'East', (14, 6))
Element 36: (1, (14, 6), ['', '%', '%', ''], [(18, 6), (18, 2), (18, 1)], [False, True, True, False], 28, False, [False, False, False, False], 3534, 'East', (15, 6))
Element 37: (1, (15, 6), ['', '%', '%', ''], [(18, 5), (17, 2), (18, 2)], [False, True, True, False], 26, False, [False, False, False, False], 3543, 'East', (16, 6))
Element 38: (1, (16, 6), ['', '', '', ''], [(18, 6), (16, 2), (18, 3)], [False, False, False, False], 24, False, [False, False, False, False], 3542, 'East', (17, 6))
Element 39: (1, (17, 6), ['', '%', '%', ''], [(18, 7), (16, 1), (18, 2)], [False, True, True, False], 22, False, [False, False, False, False], 3541, 'East', (18, 6))
Element 40: (1, (18, 6), ['', '', '', '%'], [(18, 8), (16, 2), (17, 2)], [False, False, False, True], 20, False, [False, False, False, False], 3540, 'North', (18, 7))
Element 41: (1, (18, 7), ['%', '', '', '%'], [(18, 9), (15, 2), (16, 2)], [True, False, False, True], 18, False, [False, False, False, False], 3539, 'North', (18, 8))
Element 42: (1, (18, 8), ['%', '', '', '%'], [(18, 10), (15, 1), (17, 2)], [True, False, False, True], 16, False, [False, False, False, False], 3538, 'North', (18, 9))
Element 43: (1, (18, 9), ['%', '', '', '%'], [(17, 10), (15, 2), (18, 2)], [True, False, False, True], 14, False, [False, False, False, False], 3537, 'North', (18, 10))
Element 44: (1, (18, 10), ['', '', '%', '%'], [(16, 10), (15, 3), (18, 1)], [False, False, True, True], 12, False, [False, False, False, False], 3536, 'West', (17, 10))
Element 45: (1, (17, 10), ['', '%', '%', ''], [(15, 10), (15, 4), (17, 1)], [False, True, True, False], 10, False, [False, False, False, False], 3535, 'West', (16, 10))
Element 46: (1, (16, 10), ['', '%', '%', ''], [(15, 9), (14, 4), (17, 2)], [False, True, True, False], 8, False, [False, False, False, False], 3534, 'West', (15, 10))
Element 47: (1, (15, 10), ['%', '', '%', ''], [(15, 8), (13, 4), (17, 1)], [True, False, True, False], 6, False, [False, False, False, False], 3533, 'South', (15, 9))
Element 48: (1, (15, 9), ['%', '', '', '%'], [(15, 9), (13, 3), (16, 1)], [True, False, False, True], 4, False, [False, False, False, False], 3542, 'South', (15, 8))
Element 49: (1, (15, 8), ['', '%', '', ''], [(15, 10), (13, 2), (16, 2)], [False, True, False, False], 2, False, [False, False, False, False], 3551, 'East', (16, 8))
Element 50: (1, (16, 8), ['', '', '%', '%'], [(15, 10), (13, 1), (16, 1)], [False, False, True, True], 0, False, [False, False, False, False], 3560, 'Stop', (16, 8))
Element 51: #0#
