Element 1: (2, (16, 8), ['.', '.', '%', '%'], [(16, 6), (15, 4), (18, 10)], [False, False, True, True], 98, False, [True, True, False, False], 19, 'South', (16, 7))
Element 2: (2, (16, 7), ['%', '', '', '%'], [(17, 6), (16, 4), (18, 9)], [True, False, False, True], 96, False, [False, False, False, False], 58, 'South', (16, 6))
Element 3: (2, (16, 6), ['', '.', '', ''], [(18, 6), (17, 4), (18, 8)], [False, False, False, False], 94, False, [False, True, False, False], 87, 'South', (16, 5))
Element 4: (2, (16, 5), ['%', 'G', '', '%'], [(18, 5), (16, 4), (18, 7)], [True, False, False, True], 92, False, [False, False, False, False], 116, 'North', (16, 6))
Element 5: (2, (16, 6), ['', 'G', '', ''], [(18, 5), (16, 5), (18, 6)], [False, False, False, False], 90, False, [False, False, False, False], 115, 'East', (17, 6))
Element 6: (2, (17, 6), ['G', '%', '%', 'G'], [(18, 6), (16, 6), (18, 7)], [False, True, True, False], 88, False, [False, False, False, False], 114, 'Stop', (17, 6))
Element 7: (2, (17, 6), ['', '%', '%', ''], [(18, 5), (16, 7), (18, 8)], [False, True, True, False], 86, False, [False, False, False, False], 113, 'West', (16, 6))
Element 8: (2, (16, 6), ['', '', '', ''], [(18, 5), (16, 8), (18, 9)], [False, False, False, False], 84, False, [False, False, False, False], 112, 'Stop', (16, 6))
Element 9: (2, (16, 6), ['', '', '', ''], [(18, 6), (15, 8), (18, 10)], [False, False, False, False], 82, False, [False, False, False, False], 121, 'North', (16, 7))
Element 10: (2, (16, 7), ['%', '', '', '%'], [(17, 6), (15, 9), (17, 10)], [True, False, False, True], 80, False, [False, False, False, False], 140, 'North', (16, 8))
Element 11: (2, (16, 8), ['', '', '%', '%'], [(16, 6), (15, 10), (16, 10)], [False, False, True, True], 78, False, [False, False, False, False], 159, 'West', (15, 8))
Element 12: (2, (15, 8), ['.', '%', '', ''], [(15, 6), (16, 10), (17, 10)], [False, True, False, False], 76, False, [True, False, False, False], 158, 'West', (14, 8))
Element 13: (2, (14, 8), ['.', '%', '%', ''], [(15, 6), (17, 10), (18, 10)], [False, True, True, False], 74, False, [True, False, False, False], 167, 'West', (13, 8))
Element 14: (2, (13, 8), ['.', '.', '.', ''], [(14, 6), (16, 10), (18, 10)], [False, False, False, False], 72, False, [True, True, True, False], 186, 'North', (13, 9))
Element 15: (2, (13, 9), ['%', '', '.', '%'], [(13, 6), (15, 10), (18, 9)], [True, False, False, True], 70, False, [False, False, True, False], 205, 'North', (13, 10))
Element 16: (2, (13, 10), ['F', '', '%', '%'], [(13, 7), (15, 9), (18, 8)], [False, False, True, True], 68, False, [False, False, False, False], 224, 'West', (12, 10))
Element 17: (2, (12, 10), ['F', '%', '%', ''], [(13, 8), (15, 8), (18, 7)], [False, True, True, False], 66, False, [False, False, False, False], 1223, 'West', (11, 10))
Element 18: (2, (11, 10), ['.', '%', '%', ''], [(12, 8), (14, 8), (18, 6)], [False, True, True, False], 64, False, [True, False, False, False], 2232, 'West', (10, 10))
Element 19: (2, (10, 10), ['.', '%', '%', ''], [(11, 8), (13, 8), (18, 5)], [False, True, True, False], 62, False, [True, False, False, False], 2251, 'West', (9, 10))
Element 20: (2, (9, 10), ['.', '%', '%', ''], [(10, 8), (13, 9), (18, 6)], [False, True, True, False], 60, False, [True, False, False, False], 2270, 'West', (8, 10))
Element 21: (2, (8, 10), ['.', '%', '%', ''], [(9, 8), (13, 10), (17, 6)], [False, True, True, False], 58, False, [True, False, False, False], 2289, 'West', (7, 10))
Element 22: (2, (7, 10), ['.', '%', '%', ''], [(8, 8), (12, 10), (16, 6)], [False, True, True, False], 56, False, [True, False, False, False], 2308, 'West', (6, 10))
Element 23: (2, (6, 10), ['%', '.', '%', ''], [(7, 8), (11, 10), (16, 7)], [True, False, True, False], 54, False, [False, True, False, False], 2327, 'South', (6, 9))
Element 24: (2, (6, 9), ['%', 'G', '', '%'], [(6, 8), (10, 10), (16, 8)], [True, False, False, True], 52, False, [False, False, False, False], 2346, 'North', (6, 10))
Element 25: (2, (6, 10), ['%', '', '%', ''], [(6, 7), (9, 10), (15, 8)], [True, False, True, False], 50, False, [False, False, False, False], 2355, 'East', (7, 10))
Element 26: (2, (7, 10), ['', '%', '%', 'G'], [(6, 6), (8, 10), (15, 9)], [False, True, True, False], 48, False, [False, False, False, False], 2364, 'West', (6, 10))
Element 27: (2, (6, 10), ['%', '', '%', 'G'], [(6, 5), (7, 10), (15, 10)], [True, False, True, False], 46, False, [False, False, False, False], 2373, 'East', (7, 10))
Element 28: (2, (7, 10), ['G', '%', '%', ''], [(7, 5), (6, 10), (16, 10)], [False, True, True, False], 44, False, [False, False, False, False], 3372, 'East', (8, 10))
Element 29: (2, (8, 10), ['', '%', '%', ''], [(7, 4), (6, 9), (17, 10)], [False, True, True, False], 42, False, [False, False, False, False], 3381, 'East', (9, 10))
Element 30: (2, (9, 10), ['', '%', '%', ''], [(6, 4), (6, 8), (16, 10)], [False, True, True, False], 40, False, [False, False, False, False], 3390, 'East', (10, 10))
Element 31: (2, (10, 10), ['', '%', '%', ''], [(6, 3), (5, 8), (15, 10)], [False, True, True, False], 38, False, [False, False, False, False], 3409, 'East', (11, 10))
Element 32: (2, (11, 10), ['', '%', '%', ''], [(6, 2), (4, 8), (15, 9)], [False, True, True, False], 36, False, [False, False, False, False], 3428, 'Stop', (11, 10))
Element 33: (2, (11, 10), ['', '%', '%', ''], [(7, 2), (4, 9), (15, 8)], [False, True, True, False], 34, False, [False, False, False, False], 3447, 'Stop', (11, 10))
Element 34: (2, (11, 10), ['', '%', '%', ''], [(8, 2), (4, 10), (14, 8)], [False, True, True, False], 32, False, [False, False, False, False], 3466, 'Stop', (11, 10))
Element 35: (2, (11, 10), ['', '%', '%', ''], [(9, 2), (3, 10), (13, 8)], [False, True, True, False], 30, False, [False, False, False, False], 3485, 'West', (10, 10))
Element 36: (2, (10, 10), ['', '%', '%', ''], [(10, 2), (2, 10), (13, 9)], [False, True, True, False], 28, False, [False, False, False, False], 3504, 'Stop', (10, 10))
Element 37: (2, (10, 10), ['', '%', '%', ''], [(11, 2), (1, 10), (13, 10)], [False, True, True, False], 26, False, [False, False, False, False], 3523, 'Stop', (10, 10))
Element 38: #1#
