Element 1: (0, (8, 1), ['.', '%', '.', '.'], [(9, 4), (14, 4), (17, 10)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (9, 1))
Element 2: (0, (9, 1), ['', '%', '.', '.'], [(10, 4), (15, 4), (18, 10)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (10, 1))
Element 3: (0, (10, 1), ['', '%', '.', 'F'], [(11, 4), (16, 4), (18, 9)], [False, True, False, False], 94, False, [False, False, True, False], 78, 'East', (11, 1))
Element 4: (0, (11, 1), ['', '%', '.', '.'], [(12, 4), (17, 4), (18, 8)], [False, True, False, False], 92, False, [False, False, True, True], 1107, 'East', (12, 1))
Element 5: (0, (12, 1), ['', '%', '.', '.'], [(13, 4), (16, 4), (18, 7)], [False, True, False, False], 90, False, [False, False, True, True], 1136, 'East', (13, 1))
Element 6: (0, (13, 1), ['', '%', '.', '%'], [(13, 5), (16, 5), (18, 6)], [False, True, False, True], 88, False, [False, False, True, False], 1175, 'North', (13, 2))
Element 7: (0, (13, 2), ['.', '', '.', '%'], [(13, 6), (16, 6), (18, 5)], [False, False, False, True], 86, False, [True, False, True, False], 1214, 'North', (13, 3))
Element 8: (0, (13, 3), ['%', '', '', '%'], [(14, 6), (17, 6), (18, 6)], [True, False, False, True], 84, False, [False, False, False, False], 1243, 'North', (13, 4))
Element 9: (0, (13, 4), ['', '', '', ''], [(15, 6), (16, 6), (17, 6)], [False, False, False, False], 82, False, [False, False, False, False], 1252, 'East', (14, 4))
Element 10: (0, (14, 4), ['', '%', '%', ''], [(14, 6), (16, 7), (16, 6)], [False, True, True, False], 80, False, [False, False, False, False], 1261, 'East', (15, 4))
Element 11: (0, (15, 4), ['', '.', '%', ''], [(13, 6), (16, 8), (16, 7)], [False, False, True, False], 78, False, [False, True, False, False], 1270, 'South', (15, 3))
Element 12: (0, (15, 3), ['%', '.', '', '%'], [(13, 7), (15, 8), (16, 8)], [True, False, False, True], 76, False, [False, True, False, False], 1299, 'South', (15, 2))
Element 13: (0, (15, 2), ['%', '.', '', '.'], [(13, 8), (15, 9), (15, 8)], [True, False, False, False], 74, False, [False, True, False, True], 1328, 'East', (16, 2))
Element 14: (0, (16, 2), ['', '.', '%', '.'], [(14, 8), (15, 10), (15, 9)], [False, False, True, False], 72, False, [False, True, False, True], 1357, 'East', (17, 2))
Element 15: (0, (17, 2), ['', '.', '%', ''], [(15, 8), (16, 10), (15, 10)], [False, False, True, False], 70, False, [False, True, False, False], 1376, 'South', (17, 1))
Element 16: (0, (17, 1), ['.', '%', '', '.'], [(16, 8), (17, 10), (16, 10)], [False, True, False, False], 68, False, [True, False, False, True], 1385, 'East', (18, 1))
Element 17: (0, (18, 1), ['', '%', '', '%'], [(16, 7), (18, 10), (15, 10)], [False, True, False, True], 66, False, [False, False, False, False], 1394, 'North', (18, 2))
Element 18: (0, (18, 2), ['', '', '.', '%'], [(16, 6), (18, 9), (15, 9)], [False, False, False, True], 64, False, [False, False, True, False], 1393, 'North', (18, 3))
Element 19: (0, (18, 3), ['%', '', '%', '%'], [(17, 6), (18, 8), (15, 8)], [True, False, True, True], 62, False, [False, False, False, False], 1402, 'South', (18, 2))
