Element 1: (1, (2, 2), ['.', '.', '%', '.'], [(15, 4), (7, 1), (18, 7)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (3, 2))
Element 2: (1, (3, 2), ['', '.', '%', '.'], [(16, 4), (8, 1), (18, 8)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (4, 2))
Element 3: (1, (4, 2), ['', '.', '.', '%'], [(17, 4), (9, 1), (18, 9)], [False, False, False, True], 94, False, [False, True, True, False], 87, 'North', (4, 3))
Element 4: (1, (4, 3), ['%', '', '.', '%'], [(16, 4), (10, 1), (18, 10)], [True, False, False, True], 92, False, [False, False, True, False], 116, 'North', (4, 4))
Element 5: (1, (4, 4), ['.', '', '%', '.'], [(16, 5), (11, 1), (17, 10)], [False, False, True, False], 90, False, [True, False, False, True], 1145, 'East', (5, 4))
Element 6: (1, (5, 4), ['', '%', '%', '.'], [(16, 6), (12, 1), (16, 10)], [False, True, True, False], 88, False, [False, False, False, True], 1184, 'East', (6, 4))
Element 7: (1, (6, 4), ['', '.', '.', '.'], [(17, 6), (13, 1), (15, 10)], [False, False, False, False], 86, False, [False, True, True, True], 1223, 'East', (7, 4))
Element 8: (1, (7, 4), ['', '%', 'F', ''], [(18, 6), (13, 2), (15, 9)], [False, True, False, False], 84, False, [False, False, False, False], 1262, 'North', (7, 5))
Element 9: (1, (7, 5), ['.', '', '%', '%'], [(18, 5), (13, 3), (15, 8)], [False, False, True, True], 82, False, [True, False, False, False], 2291, 'West', (6, 5))
Element 10: (1, (6, 5), ['%', '', '.', ''], [(18, 6), (13, 4), (16, 8)], [True, False, False, False], 80, False, [False, False, True, False], 2320, 'North', (6, 6))
Element 11: (1, (6, 6), ['.', '', '.', '%'], [(18, 7), (13, 5), (16, 7)], [False, False, False, True], 78, False, [True, False, True, False], 2349, 'North', (6, 7))
Element 12: (1, (6, 7), ['%', '', '.', '%'], [(18, 8), (13, 6), (16, 6)], [True, False, False, True], 76, False, [False, False, True, False], 2368, 'North', (6, 8))
Element 13: (1, (6, 8), ['.', '', '.', '.'], [(18, 9), (14, 6), (15, 6)], [False, False, False, False], 74, False, [True, False, True, True], 2397, 'East', (7, 8))
Element 14: (1, (7, 8), ['', '%', '%', '.'], [(18, 10), (13, 6), (14, 6)], [False, True, True, False], 72, False, [False, False, False, True], 2406, 'East', (8, 8))
Element 15: (1, (8, 8), ['', '%', '%', '.'], [(17, 10), (13, 7), (13, 6)], [False, True, True, False], 70, False, [False, False, False, True], 2425, 'East', (9, 8))
Element 16: (1, (9, 8), ['', '', '%', '.'], [(16, 10), (13, 8), (13, 7)], [False, False, True, False], 68, False, [False, False, False, True], 2444, 'East', (10, 8))
Element 17: (1, (10, 8), ['', '', '%', '.'], [(15, 10), (14, 8), (13, 8)], [False, False, True, False], 66, False, [False, False, False, True], 2463, 'East', (11, 8))
Element 18: (1, (11, 8), ['', '%', '%', '.'], [(15, 9), (15, 8), (13, 9)], [False, True, True, False], 64, False, [False, False, False, True], 2482, 'East', (12, 8))
Element 19: (1, (12, 8), ['', '%', '%', ''], [(15, 8), (16, 8), (13, 10)], [False, True, True, False], 62, False, [False, False, False, False], 2501, 'East', (13, 8))
Element 20: (1, (13, 8), ['', '', '', ''], [(16, 8), (16, 7), (12, 10)], [False, False, False, False], 60, False, [False, False, False, False], 3500, 'East', (14, 8))
Element 21: #1#
