Element 1: (0, (6, 4), ['.', '.', '.', '.'], [(1, 8), (3, 8), (6, 9)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (7, 4))
Element 2: (0, (7, 4), ['', '%', 'F', ''], [(1, 9), (4, 8), (6, 10)], [False, True, False, False], 96, False, [False, False, False, False], 39, 'North', (7, 5))
Element 3: (0, (7, 5), ['.', '', '%', '%'], [(1, 10), (5, 8), (7, 10)], [False, False, True, True], 94, False, [True, False, False, False], 1068, 'West', (6, 5))
Element 4: (0, (6, 5), ['%', '', '.', ''], [(2, 10), (6, 8), (8, 10)], [True, False, False, False], 92, False, [False, False, True, False], 1107, 'North', (6, 6))
Element 5: (0, (6, 6), ['.', '', '.', '%'], [(3, 10), (7, 8), (9, 10)], [False, False, False, True], 90, False, [True, False, True, False], 1146, 'North', (6, 7))
Element 6: (0, (6, 7), ['%', '', '', '%'], [(4, 10), (8, 8), (10, 10)], [True, False, False, True], 88, False, [False, False, False, False], 1185, 'North', (6, 8))
Element 7: (0, (6, 8), ['', '', '', ''], [(4, 9), (9, 8), (11, 10)], [False, False, False, False], 86, False, [False, False, False, False], 2204, 'East', (7, 8))
Element 8: (0, (7, 8), ['', '%', '%', ''], [(4, 8), (10, 8), (12, 10)], [False, True, True, False], 84, False, [False, False, False, False], 3213, 'East', (8, 8))
Element 9: (0, (8, 8), ['', '%', '%', ''], [(5, 8), (11, 8), (13, 10)], [False, True, True, False], 82, False, [False, False, False, False], 3232, 'East', (9, 8))
Element 10: (0, (9, 8), ['', '', '%', ''], [(6, 8), (12, 8), (13, 9)], [False, False, True, False], 80, False, [False, False, False, False], 3251, 'East', (10, 8))
Element 11: (0, (10, 8), ['', '', '%', ''], [(7, 8), (13, 8), (13, 10)], [False, False, True, False], 78, False, [False, False, False, False], 3260, 'East', (11, 8))
Element 12: (0, (11, 8), ['', '%', '%', ''], [(8, 8), (14, 8), (12, 10)], [False, True, True, False], 76, False, [False, False, False, False], 3269, 'East', (12, 8))
Element 13: (0, (12, 8), ['', '%', '%', ''], [(9, 8), (15, 8), (11, 10)], [False, True, True, False], 74, False, [False, False, False, False], 3278, 'East', (13, 8))
Element 14: (0, (13, 8), ['', '.', '', ''], [(10, 8), (16, 8), (10, 10)], [False, False, False, False], 72, False, [False, True, False, False], 3287, 'South', (13, 7))
Element 15: (0, (13, 7), ['%', '.', '', '%'], [(11, 8), (16, 7), (9, 10)], [True, False, False, True], 70, False, [False, True, False, False], 3306, 'South', (13, 6))
Element 16: (0, (13, 6), ['%', '.', '', '.'], [(12, 8), (16, 6), (8, 10)], [True, False, False, False], 68, False, [False, True, False, True], 3325, 'East', (14, 6))
Element 17: (0, (14, 6), ['', '%', '%', '.'], [(13, 8), (17, 6), (7, 10)], [False, True, True, False], 66, False, [False, False, False, True], 3344, 'East', (15, 6))
Element 18: (0, (15, 6), ['', '%', '%', ''], [(14, 8), (18, 6), (6, 10)], [False, True, True, False], 64, False, [False, False, False, False], 3363, 'East', (16, 6))
Element 19: (0, (16, 6), ['', '.', '', ''], [(15, 8), (18, 7), (6, 9)], [False, False, False, False], 62, False, [False, True, False, False], 3372, 'South', (16, 5))
Element 20: (0, (16, 5), ['%', '.', '', '%'], [(15, 9), (18, 8), (6, 8)], [True, False, False, True], 60, False, [False, True, False, False], 3401, 'South', (16, 4))
Element 21: (0, (16, 4), ['.', '%', '', '.'], [(15, 10), (18, 9), (7, 8)], [False, True, False, False], 58, False, [True, False, False, True], 3430, 'East', (17, 4))
Element 22: (0, (17, 4), ['', '%', '%', '%'], [(16, 10), (18, 10), (8, 8)], [False, True, True, True], 56, False, [False, False, False, False], 3459, 'West', (16, 4))
Element 23: (0, (16, 4), ['.', '%', '', ''], [(17, 10), (18, 9), (9, 8)], [False, True, False, False], 54, False, [True, False, False, False], 3468, 'West', (15, 4))
Element 24: (0, (15, 4), ['.', '.', '%', ''], [(18, 10), (18, 8), (10, 8)], [False, False, True, False], 52, False, [True, True, False, False], 3477, 'South', (15, 3))
Element 25: (0, (15, 3), ['%', '.', '', '%'], [(18, 9), (18, 7), (11, 8)], [True, False, False, True], 50, False, [False, True, False, False], 3486, 'South', (15, 2))
Element 26: (0, (15, 2), ['%', '.', '', '.'], [(18, 8), (18, 6), (12, 8)], [True, False, False, False], 48, False, [False, True, False, True], 3495, 'East', (16, 2))
Element 27: (0, (16, 2), ['', '.', '%', '.'], [(18, 7), (18, 5), (13, 8)], [False, False, True, False], 46, False, [False, True, False, True], 3514, 'East', (17, 2))
