Element 1: (1, (4, 1), ['.', '%', '.', '%'], [(18, 9), (6, 1), (16, 8)], [False, True, False, True], 98, False, [True, False, True, False], 9, 'North', (4, 2))
Element 2: (1, (4, 2), ['.', '', '.', '%'], [(18, 8), (7, 1), (16, 7)], [False, False, False, True], 96, False, [True, False, True, False], 48, 'North', (4, 3))
Element 3: (1, (4, 3), ['%', '', '.', '%'], [(18, 7), (8, 1), (16, 6)], [True, False, False, True], 94, False, [False, False, True, False], 87, 'North', (4, 4))
Element 4: (1, (4, 4), ['.', '', '%', '.'], [(18, 6), (9, 1), (17, 6)], [False, False, True, False], 92, False, [True, False, False, True], 126, 'East', (5, 4))
Element 5: (1, (5, 4), ['', '%', '%', '.'], [(18, 5), (10, 1), (16, 6)], [False, True, True, False], 90, False, [False, False, False, True], 155, 'East', (6, 4))
Element 6: (1, (6, 4), ['', '.', '.', '.'], [(18, 6), (11, 1), (16, 5)], [False, False, False, False], 88, False, [False, True, True, True], 1174, 'East', (7, 4))
Element 7: (1, (7, 4), ['', '%', 'F', ''], [(17, 6), (12, 1), (16, 4)], [False, True, False, False], 86, False, [False, False, False, False], 1203, 'North', (7, 5))
Element 8: (1, (7, 5), ['.', '', '%', '%'], [(16, 6), (13, 1), (17, 4)], [False, False, True, True], 84, False, [True, False, False, False], 2222, 'West', (6, 5))
Element 9: (1, (6, 5), ['%', '', '.', ''], [(15, 6), (13, 2), (16, 4)], [True, False, False, False], 82, False, [False, False, True, False], 2251, 'North', (6, 6))
Element 10: (1, (6, 6), ['.', '', '.', '%'], [(14, 6), (13, 3), (15, 4)], [False, False, False, True], 80, False, [True, False, True, False], 2290, 'North', (6, 7))
Element 11: (1, (6, 7), ['%', '', '.', '%'], [(13, 6), (13, 4), (15, 3)], [True, False, False, True], 78, False, [False, False, True, False], 2329, 'North', (6, 8))
Element 12: (1, (6, 8), ['.', '', '.', '.'], [(13, 7), (14, 4), (15, 2)], [False, False, False, False], 76, False, [True, False, True, True], 2368, 'East', (7, 8))
Element 13: (1, (7, 8), ['', '%', '%', '.'], [(13, 8), (15, 4), (16, 2)], [False, True, True, False], 74, False, [False, False, False, True], 2397, 'East', (8, 8))
Element 14: (1, (8, 8), ['', '%', '%', '.'], [(14, 8), (16, 4), (17, 2)], [False, True, True, False], 72, False, [False, False, False, True], 2426, 'East', (9, 8))
Element 15: (1, (9, 8), ['', '', '%', '.'], [(15, 8), (17, 4), (17, 1)], [False, False, True, False], 70, False, [False, False, False, True], 2455, 'East', (10, 8))
Element 16: (1, (10, 8), ['', '', '%', '.'], [(15, 9), (16, 4), (18, 1)], [False, False, True, False], 68, False, [False, False, False, True], 2484, 'East', (11, 8))
Element 17: (1, (11, 8), ['', '%', '%', '.'], [(15, 10), (16, 5), (18, 2)], [False, True, True, False], 66, False, [False, False, False, True], 2503, 'East', (12, 8))
Element 18: (1, (12, 8), ['', '%', '%', ''], [(16, 10), (16, 6), (18, 3)], [False, True, True, False], 64, False, [False, False, False, False], 2532, 'East', (13, 8))
Element 19: (1, (13, 8), ['', '', '.', ''], [(17, 10), (17, 6), (18, 2)], [False, False, False, False], 62, False, [False, False, True, False], 2541, 'North', (13, 9))
Element 20: (1, (13, 9), ['%', '', '.', '%'], [(16, 10), (18, 6), (18, 1)], [True, False, False, True], 60, False, [False, False, True, False], 2550, 'North', (13, 10))
Element 21: (1, (13, 10), ['F', '', '%', '%'], [(15, 10), (18, 7), (17, 1)], [False, False, True, True], 58, False, [False, False, False, False], 2559, 'West', (12, 10))
Element 22: (1, (12, 10), ['F', '%', '%', ''], [(15, 9), (18, 8), (16, 1)], [False, True, True, False], 56, False, [False, False, False, False], 3568, 'West', (11, 10))
Element 23: #1#
