Element 1: (1, (1, 2), ['%', '', '.', '.'], [(15, 6), (3, 8), (11, 2)], [True, False, False, False], 98, False, [False, False, True, True], 9, 'East', (2, 2))
Element 2: (1, (2, 2), ['', '.', '%', '.'], [(16, 6), (4, 8), (11, 1)], [False, False, True, False], 96, False, [False, True, False, True], 1038, 'East', (3, 2))
Element 3: (1, (3, 2), ['', '.', '%', '.'], [(17, 6), (5, 8), (12, 1)], [False, False, True, False], 94, False, [False, True, False, True], 1077, 'East', (4, 2))
Element 4: (1, (4, 2), ['', '.', '.', '%'], [(18, 6), (6, 8), (13, 1)], [False, False, False, True], 92, False, [False, True, True, False], 1116, 'North', (4, 3))
Element 5: (1, (4, 3), ['%', '', '.', '%'], [(18, 7), (7, 8), (13, 2)], [True, False, False, True], 90, False, [False, False, True, False], 1155, 'North', (4, 4))
Element 6: (1, (4, 4), ['.', '', '%', '.'], [(18, 8), (8, 8), (13, 3)], [False, False, True, False], 88, False, [True, False, False, True], 1194, 'East', (5, 4))
Element 7: (1, (5, 4), ['', '%', '%', '.'], [(18, 9), (9, 8), (13, 4)], [False, True, True, False], 86, False, [False, False, False, True], 1233, 'East', (6, 4))
Element 8: (1, (6, 4), ['', '.', '.', '.'], [(18, 10), (10, 8), (14, 4)], [False, False, False, False], 84, False, [False, True, True, True], 1272, 'East', (7, 4))
Element 9: (1, (7, 4), ['', '%', 'F', ''], [(17, 10), (11, 8), (15, 4)], [False, True, False, False], 82, False, [False, False, False, False], 1311, 'North', (7, 5))
Element 10: (1, (7, 5), ['.', '', '%', '%'], [(16, 10), (12, 8), (16, 4)], [False, False, True, True], 80, False, [True, False, False, False], 2340, 'West', (6, 5))
Element 11: (1, (6, 5), ['%', '', '.', ''], [(15, 10), (13, 8), (17, 4)], [True, False, False, False], 78, False, [False, False, True, False], 2379, 'North', (6, 6))
Element 12: (1, (6, 6), ['.', '', '.', '%'], [(15, 9), (14, 8), (16, 4)], [False, False, False, True], 76, False, [True, False, True, False], 2408, 'North', (6, 7))
Element 13: (1, (6, 7), ['%', '', '', '%'], [(15, 10), (15, 8), (16, 5)], [True, False, False, True], 74, False, [False, False, False, False], 2437, 'North', (6, 8))
Element 14: (1, (6, 8), ['', '', '.', ''], [(16, 10), (16, 8), (16, 6)], [False, False, False, False], 72, False, [False, False, True, False], 2446, 'North', (6, 9))
Element 15: (1, (6, 9), ['%', '', '.', '%'], [(17, 10), (16, 7), (17, 6)], [True, False, False, True], 70, False, [False, False, True, False], 2465, 'North', (6, 10))
Element 16: (1, (6, 10), ['%', '', '%', '.'], [(18, 10), (16, 6), (18, 6)], [True, False, True, False], 68, False, [False, False, False, True], 2474, 'East', (7, 10))
Element 17: (1, (7, 10), ['', '%', '%', '.'], [(18, 9), (17, 6), (18, 5)], [False, True, True, False], 66, False, [False, False, False, True], 2493, 'East', (8, 10))
Element 18: (1, (8, 10), ['', '%', '%', '.'], [(18, 8), (18, 6), (18, 5)], [False, True, True, False], 64, False, [False, False, False, True], 2502, 'East', (9, 10))
Element 19: (1, (9, 10), ['', '%', '%', '.'], [(18, 9), (18, 7), (18, 6)], [False, True, True, False], 62, False, [False, False, False, True], 2511, 'East', (10, 10))
Element 20: (1, (10, 10), ['', '%', '%', 'F'], [(18, 10), (18, 8), (18, 6)], [False, True, True, False], 60, False, [False, False, False, False], 2520, 'East', (11, 10))
Element 21: (1, (11, 10), ['', '%', '%', 'F'], [(18, 9), (18, 9), (17, 6)], [False, True, True, False], 58, False, [False, False, False, False], 3519, 'East', (12, 10))
Element 22: #1#
