Element 1: (2, (4, 2), ['.', '.', '.', '%'], [(18, 7), (1, 4), (7, 10)], [False, False, False, True], 98, False, [True, True, True, False], 19, 'North', (4, 3))
Element 2: (2, (4, 3), ['%', '', '.', '%'], [(18, 8), (1, 5), (8, 10)], [True, False, False, True], 96, False, [False, False, True, False], 58, 'North', (4, 4))
Element 3: (2, (4, 4), ['.', '', '%', '.'], [(18, 9), (1, 6), (9, 10)], [False, False, True, False], 94, False, [True, False, False, True], 97, 'East', (5, 4))
Element 4: (2, (5, 4), ['', '%', '%', '.'], [(18, 10), (2, 6), (10, 10)], [False, True, True, False], 92, False, [False, False, False, True], 136, 'East', (6, 4))
Element 5: (2, (6, 4), ['', '.', '.', '.'], [(17, 10), (3, 6), (11, 10)], [False, False, False, False], 90, False, [False, True, True, True], 1165, 'East', (7, 4))
Element 6: (2, (7, 4), ['', '%', 'F', ''], [(16, 10), (4, 6), (12, 10)], [False, True, False, False], 88, False, [False, False, False, False], 2194, 'North', (7, 5))
Element 7: (2, (7, 5), ['.', '', '%', '%'], [(15, 10), (5, 6), (13, 10)], [False, False, True, True], 86, False, [True, False, False, False], 3223, 'West', (6, 5))
Element 8: (2, (6, 5), ['%', '', 'G', ''], [(15, 9), (6, 6), (13, 9)], [True, False, False, False], 84, False, [False, False, False, False], 3262, 'East', (7, 5))
Element 9: (2, (7, 5), ['', '', '%', '%'], [(15, 8), (6, 7), (13, 8)], [False, False, True, True], 82, False, [False, False, False, False], 3291, 'South', (7, 4))
Element 10: (2, (7, 4), ['', '%', '', ''], [(16, 8), (6, 8), (14, 8)], [False, True, False, False], 80, False, [False, False, False, False], 3320, 'East', (8, 4))
Element 11: (2, (8, 4), ['', '%', '%', '.'], [(16, 7), (7, 8), (15, 8)], [False, True, True, False], 78, False, [False, False, False, True], 3339, 'East', (9, 4))
Element 12: (2, (9, 4), ['', '%', '%', '.'], [(16, 6), (8, 8), (16, 8)], [False, True, True, False], 76, False, [False, False, False, True], 3368, 'East', (10, 4))
Element 13: (2, (10, 4), ['', '%', '%', '.'], [(17, 6), (9, 8), (16, 7)], [False, True, True, False], 74, False, [False, False, False, True], 3397, 'East', (11, 4))
Element 14: (2, (11, 4), ['', '%', '%', '.'], [(18, 6), (10, 8), (16, 6)], [False, True, True, False], 72, False, [False, False, False, True], 3416, 'East', (12, 4))
Element 15: (2, (12, 4), ['', '%', '%', '.'], [(17, 6), (11, 8), (16, 5)], [False, True, True, False], 70, False, [False, False, False, True], 3445, 'East', (13, 4))
Element 16: (2, (13, 4), ['', '.', '.', '.'], [(16, 6), (12, 8), (16, 4)], [False, False, False, False], 68, False, [False, True, True, True], 3474, 'East', (14, 4))
Element 17: (2, (14, 4), ['', '%', '%', '.'], [(15, 6), (13, 8), (17, 4)], [False, True, True, False], 66, False, [False, False, False, True], 3503, 'East', (15, 4))
Element 18: (2, (15, 4), ['', '.', '%', 'G'], [(14, 6), (13, 7), (16, 4)], [False, False, True, False], 64, False, [False, True, False, False], 3532, 'South', (15, 3))
Element 19: (2, (15, 3), ['%', '.', 'G', '%'], [(13, 6), (13, 8), (15, 4)], [True, False, False, True], 62, False, [False, True, False, False], 3551, 'South', (15, 2))
Element 20: (2, (15, 2), ['%', '.', 'G', '.'], [(13, 5), (14, 8), (15, 3)], [True, False, False, False], 60, False, [False, True, False, True], 3570, 'East', (16, 2))
Element 21: (2, (16, 2), ['G', '.', '%', '.'], [(13, 4), (15, 8), (15, 2)], [False, False, True, False], 58, False, [False, True, False, True], 3579, 'East', (17, 2))
Element 22: (2, (17, 2), ['', '.', '%', ''], [(13, 3), (16, 8), (15, 1)], [False, False, True, False], 56, False, [False, True, False, False], 3608, 'South', (17, 1))
Element 23: (2, (17, 1), ['G', '%', '', '.'], [(13, 2), (16, 7), (16, 1)], [False, True, False, False], 54, False, [False, False, False, True], 3637, 'East', (18, 1))
Element 24: (2, (18, 1), ['G', '%', '', '%'], [(13, 1), (16, 6), (17, 1)], [False, True, False, True], 52, False, [False, False, False, False], 3656, 'North', (18, 2))
Element 25: (2, (18, 2), ['', 'G', '.', '%'], [(12, 1), (17, 6), (18, 1)], [False, False, False, True], 50, False, [False, False, True, False], 3665, 'North', (18, 3))
Element 26: #1#
