Element 1: (2, (13, 5), ['%', '.', '.', '%'], [(18, 9), (1, 5), (15, 6)], [True, False, False, True], 98, False, [False, True, True, False], 19, 'North', (13, 6))
Element 2: (2, (13, 6), ['%', '', '.', '.'], [(18, 10), (1, 6), (16, 6)], [True, False, False, False], 96, False, [False, False, True, True], 58, 'East', (14, 6))
Element 3: (2, (14, 6), ['', '%', '%', ''], [(17, 10), (2, 6), (17, 6)], [False, True, True, False], 94, False, [False, False, False, False], 97, 'East', (15, 6))
Element 4: (2, (15, 6), ['', '%', '%', ''], [(16, 10), (3, 6), (18, 6)], [False, True, True, False], 92, False, [False, False, False, False], 126, 'East', (16, 6))
Element 5: (2, (16, 6), ['', '.', '.', ''], [(15, 10), (4, 6), (18, 7)], [False, False, False, False], 90, False, [False, True, True, False], 155, 'North', (16, 7))
Element 6: (2, (16, 7), ['%', '', '.', '%'], [(15, 9), (5, 6), (18, 8)], [True, False, False, True], 88, False, [False, False, True, False], 184, 'North', (16, 8))
Element 7: (2, (16, 8), ['G', '', '%', '%'], [(15, 8), (6, 6), (18, 9)], [False, False, True, True], 86, False, [False, False, False, False], 213, 'South', (16, 7))
Element 8: (2, (16, 7), ['%', '', '', '%'], [(14, 8), (6, 7), (18, 10)], [True, False, False, True], 84, False, [False, False, False, False], 232, 'South', (16, 6))
Element 9: (2, (16, 6), ['', '.', '', ''], [(13, 8), (6, 8), (17, 10)], [False, False, False, False], 82, False, [False, True, False, False], 251, 'South', (16, 5))
Element 10: (2, (16, 5), ['%', '.', '', '%'], [(13, 9), (7, 8), (16, 10)], [True, False, False, True], 80, False, [False, True, False, False], 280, 'South', (16, 4))
Element 11: (2, (16, 4), ['.', '%', '', '.'], [(13, 10), (8, 8), (15, 10)], [False, True, False, False], 78, False, [True, False, False, True], 309, 'East', (17, 4))
Element 12: (2, (17, 4), ['', '%', '%', '%'], [(12, 10), (9, 8), (15, 9)], [False, True, True, True], 76, False, [False, False, False, False], 1328, 'West', (16, 4))
Element 13: (2, (16, 4), ['.', '%', '', ''], [(11, 10), (10, 8), (15, 8)], [False, True, False, False], 74, False, [True, False, False, False], 2337, 'West', (15, 4))
Element 14: (2, (15, 4), ['.', '.', '%', ''], [(10, 10), (11, 8), (16, 8)], [False, False, True, False], 72, False, [True, True, False, False], 2366, 'South', (15, 3))
Element 15: (2, (15, 3), ['%', '.', '', '%'], [(9, 10), (12, 8), (16, 7)], [True, False, False, True], 70, False, [False, True, False, False], 2395, 'South', (15, 2))
Element 16: (2, (15, 2), ['%', '.', '', '.'], [(8, 10), (13, 8), (16, 8)], [True, False, False, False], 68, False, [False, True, False, True], 2414, 'East', (16, 2))
Element 17: (2, (16, 2), ['', '.', '%', '.'], [(7, 10), (13, 7), (15, 8)], [False, False, True, False], 66, False, [False, True, False, True], 2443, 'East', (17, 2))
Element 18: (2, (17, 2), ['', '.', '%', ''], [(6, 10), (13, 6), (14, 8)], [False, False, True, False], 64, False, [False, True, False, False], 2462, 'South', (17, 1))
Element 19: (2, (17, 1), ['.', '%', '', '.'], [(6, 9), (14, 6), (13, 8)], [False, True, False, False], 62, False, [True, False, False, True], 2481, 'East', (18, 1))
Element 20: (2, (18, 1), ['', '%', '', '%'], [(6, 8), (15, 6), (13, 9)], [False, True, False, True], 60, False, [False, False, False, False], 2490, 'North', (18, 2))
Element 21: (2, (18, 2), ['', '', '.', '%'], [(5, 8), (16, 6), (13, 10)], [False, False, False, True], 58, False, [False, False, True, False], 2499, 'North', (18, 3))
Element 22: (2, (18, 3), ['%', '', '%', '%'], [(4, 8), (17, 6), (12, 10)], [True, False, True, True], 56, False, [False, False, False, False], 2518, 'South', (18, 2))
Element 23: (2, (18, 2), ['', '', '', '%'], [(4, 9), (18, 6), (11, 10)], [False, False, False, True], 54, False, [False, False, False, False], 2527, 'South', (18, 1))
Element 24: (2, (18, 1), ['', '%', '', '%'], [(4, 10), (18, 5), (10, 10)], [False, True, False, True], 52, False, [False, False, False, False], 2546, 'West', (17, 1))
Element 25: (2, (17, 1), ['.', '%', '', ''], [(3, 10), (18, 6), (9, 10)], [False, True, False, False], 50, False, [True, False, False, False], 2555, 'West', (16, 1))
Element 26: (2, (16, 1), ['.', '%', '', ''], [(2, 10), (18, 7), (8, 10)], [False, True, False, False], 48, False, [True, False, False, False], 2574, 'West', (15, 1))
Element 27: (2, (15, 1), ['%', '%', '', ''], [(1, 10), (18, 8), (7, 10)], [True, True, False, False], 46, False, [False, False, False, False], 2593, 'East', (16, 1))
Element 28: (2, (16, 1), ['', '%', '', ''], [(1, 9), (18, 9), (6, 10)], [False, True, False, False], 44, False, [False, False, False, False], 2602, 'East', (17, 1))
Element 29: (2, (17, 1), ['', '%', '', ''], [(1, 8), (18, 10), (6, 9)], [False, True, False, False], 42, False, [False, False, False, False], 2611, 'North', (17, 2))
Element 30: (2, (17, 2), ['', '', '%', ''], [(1, 7), (17, 10), (6, 8)], [False, False, True, False], 40, False, [False, False, False, False], 2620, 'East', (18, 2))
Element 31: (2, (18, 2), ['', '', '', '%'], [(1, 6), (16, 10), (7, 8)], [False, False, False, True], 38, False, [False, False, False, False], 2619, 'West', (17, 2))
Element 32: (2, (17, 2), ['', '', '%', ''], [(2, 6), (15, 10), (8, 8)], [False, False, True, False], 36, False, [False, False, False, False], 2618, 'West', (16, 2))
Element 33: (2, (16, 2), ['', '', '%', ''], [(3, 6), (15, 9), (9, 8)], [False, False, True, False], 34, False, [False, False, False, False], 2617, 'South', (16, 1))
Element 34: (2, (16, 1), ['', '%', '', ''], [(3, 7), (15, 8), (10, 8)], [False, True, False, False], 32, False, [False, False, False, False], 2626, 'North', (16, 2))
Element 35: (2, (16, 2), ['', '', '%', ''], [(3, 8), (16, 8), (11, 8)], [False, False, True, False], 30, False, [False, False, False, False], 2635, 'West', (15, 2))
Element 36: (2, (15, 2), ['%', '', '', ''], [(3, 7), (16, 7), (12, 8)], [True, False, False, False], 28, False, [False, False, False, False], 2634, 'South', (15, 1))
Element 37: (2, (15, 1), ['%', '%', '', ''], [(3, 6), (16, 8), (11, 8)], [True, True, False, False], 26, False, [False, False, False, False], 2633, 'North', (15, 2))
Element 38: (2, (15, 2), ['%', '', '', ''], [(3, 5), (15, 8), (10, 8)], [True, False, False, False], 24, False, [False, False, False, False], 2642, 'North', (15, 3))
Element 39: (2, (15, 3), ['%', '', '', '%'], [(3, 4), (14, 8), (10, 7)], [True, False, False, True], 22, False, [False, False, False, False], 2651, 'North', (15, 4))
Element 40: (2, (15, 4), ['.', '', '%', ''], [(4, 4), (15, 8), (10, 6)], [False, False, True, False], 20, False, [True, False, False, False], 2660, 'West', (14, 4))
Element 41: (2, (14, 4), ['.', '%', '%', ''], [(5, 4), (15, 9), (11, 6)], [False, True, True, False], 18, False, [True, False, False, False], 2689, 'West', (13, 4))
Element 42: (2, (13, 4), ['.', '.', '', ''], [(6, 4), (15, 10), (10, 6)], [False, False, False, False], 16, False, [True, True, False, False], 2708, 'South', (13, 3))
Element 43: (2, (13, 3), ['%', '.', '', '%'], [(7, 4), (16, 10), (9, 6)], [True, False, False, True], 14, False, [False, True, False, False], 2727, 'South', (13, 2))
Element 44: (2, (13, 2), ['.', '.', '', '%'], [(7, 5), (17, 10), (8, 6)], [False, False, False, True], 12, False, [True, True, False, False], 3746, 'South', (13, 1))
Element 45: (2, (13, 1), ['.', '%', '', '%'], [(6, 5), (18, 10), (9, 6)], [False, True, False, True], 10, False, [True, False, False, False], 3765, 'West', (12, 1))
Element 46: (2, (12, 1), ['F', '%', '.', ''], [(6, 6), (18, 9), (9, 7)], [False, True, False, False], 8, False, [False, False, True, False], 3774, 'West', (11, 1))
Element 47: #1#
