Element 1: (2, (13, 1), ['.', '%', '.', '%'], [(11, 2), (4, 4), (15, 8)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (13, 2))
Element 2: (2, (13, 2), ['.', '', '.', '%'], [(11, 1), (5, 4), (16, 8)], [False, False, False, True], 96, False, [True, False, True, False], 1048, 'North', (13, 3))
Element 3: (2, (13, 3), ['%', '', '.', '%'], [(12, 1), (6, 4), (16, 7)], [True, False, False, True], 94, False, [False, False, True, False], 1087, 'North', (13, 4))
Element 4: (2, (13, 4), ['.', '', '.', '.'], [(12, 2), (7, 4), (16, 6)], [False, False, False, False], 92, False, [True, False, True, True], 1126, 'East', (14, 4))
Element 5: (2, (14, 4), ['', '%', '%', '.'], [(13, 2), (7, 5), (17, 6)], [False, True, True, False], 90, False, [False, False, False, True], 2145, 'East', (15, 4))
Element 6: (2, (15, 4), ['', '.', '%', '.'], [(13, 3), (6, 5), (18, 6)], [False, False, True, False], 88, False, [False, True, False, True], 2174, 'East', (16, 4))
Element 7: (2, (16, 4), ['', '%', '.', '.'], [(13, 4), (6, 6), (18, 7)], [False, True, False, False], 86, False, [False, False, True, True], 2203, 'East', (17, 4))
Element 8: (2, (17, 4), ['', '%', '%', '%'], [(13, 5), (6, 7), (18, 8)], [False, True, True, True], 84, False, [False, False, False, False], 2242, 'West', (16, 4))
Element 9: (2, (16, 4), ['', '%', '.', ''], [(13, 6), (6, 8), (18, 9)], [False, True, False, False], 82, False, [False, False, True, False], 2271, 'North', (16, 5))
Element 10: (2, (16, 5), ['%', '', '', '%'], [(14, 6), (7, 8), (18, 10)], [True, False, False, True], 80, False, [False, False, False, False], 2310, 'North', (16, 6))
Element 11: (2, (16, 6), ['G', '', '', ''], [(15, 6), (8, 8), (17, 10)], [False, False, False, False], 78, False, [False, False, False, False], 2339, 'East', (17, 6))
Element 12: (2, (17, 6), ['G', '%', '%', ''], [(16, 6), (9, 8), (16, 10)], [False, True, True, False], 76, False, [False, False, False, False], 2358, 'East', (18, 6))
Element 13: (2, (18, 6), ['G', '.', '', '%'], [(17, 6), (10, 8), (15, 10)], [False, False, False, True], 74, False, [False, True, False, False], 2377, 'South', (18, 5))
Element 14: (2, (18, 5), ['%', '%', 'G', '%'], [(18, 6), (11, 8), (15, 9)], [True, True, False, True], 72, False, [False, False, False, False], 2406, 'Stop', (18, 5))
Element 15: (2, (18, 5), ['%', '%', '', '%'], [(18, 7), (12, 8), (15, 10)], [True, True, False, True], 70, False, [False, False, False, False], 2415, 'North', (18, 6))
Element 16: (2, (18, 6), ['', '', '', '%'], [(18, 8), (13, 8), (16, 10)], [False, False, False, True], 68, False, [False, False, False, False], 2424, 'Stop', (18, 6))
Element 17: (2, (18, 6), ['', '', '', '%'], [(18, 9), (14, 8), (17, 10)], [False, False, False, True], 66, False, [False, False, False, False], 2433, 'West', (17, 6))
Element 18: (2, (17, 6), ['', '%', '%', ''], [(18, 8), (15, 8), (18, 10)], [False, True, True, False], 64, False, [False, False, False, False], 2432, 'West', (16, 6))
Element 19: (2, (16, 6), ['', '', '', ''], [(18, 7), (16, 8), (18, 9)], [False, False, False, False], 62, False, [False, False, False, False], 2431, 'North', (16, 7))
Element 20: (2, (16, 7), ['%', '', '', '%'], [(18, 6), (15, 8), (18, 8)], [True, False, False, True], 60, False, [False, False, False, False], 2430, 'North', (16, 8))
Element 21: (2, (16, 8), ['', '', '%', '%'], [(17, 6), (15, 9), (18, 7)], [False, False, True, True], 58, False, [False, False, False, False], 2429, 'West', (15, 8))
Element 22: (2, (15, 8), ['', '%', '', ''], [(16, 6), (15, 10), (18, 6)], [False, True, False, False], 56, False, [False, False, False, False], 2428, 'North', (15, 9))
Element 23: (2, (15, 9), ['%', '', '', '%'], [(16, 7), (16, 10), (18, 5)], [True, False, False, True], 54, False, [False, False, False, False], 2427, 'North', (15, 10))
Element 24: (2, (15, 10), ['%', '', '%', ''], [(16, 8), (17, 10), (18, 6)], [True, False, True, False], 52, False, [False, False, False, False], 2426, 'East', (16, 10))
Element 25: (2, (16, 10), ['', '%', '%', ''], [(15, 8), (18, 10), (17, 6)], [False, True, True, False], 50, False, [False, False, False, False], 2425, 'East', (17, 10))
Element 26: (2, (17, 10), ['', '%', '%', ''], [(15, 9), (18, 9), (16, 6)], [False, True, True, False], 48, False, [False, False, False, False], 2424, 'East', (18, 10))
Element 27: (2, (18, 10), ['', '', '%', '%'], [(15, 10), (18, 8), (16, 5)], [False, False, True, True], 46, False, [False, False, False, False], 2423, 'South', (18, 9))
