Element 1: (2, (6, 1), ['%', '%', '.', '.'], [(7, 5), (4, 10), (11, 8)], [True, True, False, False], 98, False, [False, False, True, True], 1009, 'East', (7, 1))
Element 2: (2, (7, 1), ['', '%', '.', '.'], [(7, 4), (3, 10), (12, 8)], [False, True, False, False], 96, False, [False, False, True, True], 1048, 'East', (8, 1))
Element 3: (2, (8, 1), ['', '%', '.', '.'], [(6, 4), (2, 10), (13, 8)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (9, 1))
Element 4: (2, (9, 1), ['', '%', '.', '.'], [(6, 3), (1, 10), (14, 8)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (10, 1))
Element 5: (2, (10, 1), ['', '%', '.', 'F'], [(6, 2), (1, 9), (15, 8)], [False, True, False, False], 90, False, [False, False, True, False], 1165, 'East', (11, 1))
Element 6: (2, (11, 1), ['', '%', '.', '.'], [(7, 2), (1, 8), (16, 8)], [False, True, False, False], 88, False, [False, False, True, True], 2194, 'East', (12, 1))
Element 7: (2, (12, 1), ['', '%', '.', '.'], [(8, 2), (1, 7), (16, 7)], [False, True, False, False], 86, False, [False, False, True, True], 2233, 'East', (13, 1))
Element 8: (2, (13, 1), ['', '%', '.', '%'], [(9, 2), (1, 6), (16, 6)], [False, True, False, True], 84, False, [False, False, True, False], 2272, 'North', (13, 2))
Element 9: (2, (13, 2), ['.', '', '.', '%'], [(10, 2), (2, 6), (17, 6)], [False, False, False, True], 82, False, [True, False, True, False], 2311, 'North', (13, 3))
Element 10: (2, (13, 3), ['%', '', '.', '%'], [(11, 2), (3, 6), (18, 6)], [True, False, False, True], 80, False, [False, False, True, False], 2350, 'North', (13, 4))
Element 11: (2, (13, 4), ['.', '', '.', '.'], [(12, 2), (4, 6), (18, 7)], [False, False, False, False], 78, False, [True, False, True, True], 2389, 'East', (14, 4))
Element 12: (2, (14, 4), ['', '%', '%', '.'], [(13, 2), (5, 6), (18, 8)], [False, True, True, False], 76, False, [False, False, False, True], 2418, 'East', (15, 4))
Element 13: (2, (15, 4), ['', '.', '%', '.'], [(13, 3), (6, 6), (18, 9)], [False, False, True, False], 74, False, [False, True, False, True], 2447, 'East', (16, 4))
Element 14: (2, (16, 4), ['', '%', '.', '.'], [(13, 4), (6, 7), (18, 10)], [False, True, False, False], 72, False, [False, False, True, True], 2476, 'East', (17, 4))
Element 15: (2, (17, 4), ['', '%', '%', '%'], [(13, 5), (6, 8), (17, 10)], [False, True, True, True], 70, False, [False, False, False, False], 2515, 'West', (16, 4))
Element 16: (2, (16, 4), ['', '%', '.', ''], [(13, 6), (7, 8), (16, 10)], [False, True, False, False], 68, False, [False, False, True, False], 2544, 'North', (16, 5))
Element 17: (2, (16, 5), ['%', '', '', '%'], [(14, 6), (8, 8), (15, 10)], [True, False, False, True], 66, False, [False, False, False, False], 2583, 'North', (16, 6))
Element 18: (2, (16, 6), ['G', '', '', ''], [(15, 6), (9, 8), (15, 9)], [False, False, False, False], 64, False, [False, False, False, False], 2612, 'East', (17, 6))
Element 19: (2, (17, 6), ['G', '%', '%', ''], [(16, 6), (10, 8), (15, 10)], [False, True, True, False], 62, False, [False, False, False, False], 2621, 'East', (18, 6))
Element 20: (2, (18, 6), ['G', '.', '', '%'], [(17, 6), (11, 8), (16, 10)], [False, False, False, True], 60, False, [False, True, False, False], 2620, 'South', (18, 5))
Element 21: (2, (18, 5), ['%', '%', 'G', '%'], [(18, 6), (12, 8), (17, 10)], [True, True, False, True], 58, False, [False, False, False, False], 2629, 'Stop', (18, 5))
Element 22: (2, (18, 5), ['%', '%', '', '%'], [(18, 7), (13, 8), (18, 10)], [True, True, False, True], 56, False, [False, False, False, False], 2628, 'North', (18, 6))
Element 23: (2, (18, 6), ['', '', '', '%'], [(18, 8), (13, 9), (18, 9)], [False, False, False, True], 54, False, [False, False, False, False], 2637, 'Stop', (18, 6))
Element 24: (2, (18, 6), ['', '', '', '%'], [(18, 9), (13, 10), (18, 10)], [False, False, False, True], 52, False, [False, False, False, False], 2646, 'West', (17, 6))
Element 25: (2, (17, 6), ['', '%', '%', ''], [(18, 10), (12, 10), (18, 9)], [False, True, True, False], 50, False, [False, False, False, False], 3645, 'West', (16, 6))
Element 26: #1#
