Element 1: (0, (12, 2), ['.', '.', '%', '.'], [(1, 7), (4, 10), (13, 9)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (13, 2))
Element 2: (0, (13, 2), ['', '.', '.', '%'], [(1, 8), (4, 9), (13, 10)], [False, False, False, True], 96, False, [False, True, True, False], 39, 'North', (13, 3))
Element 3: (0, (13, 3), ['%', '', '.', '%'], [(1, 9), (4, 8), (12, 10)], [True, False, False, True], 94, False, [False, False, True, False], 1068, 'North', (13, 4))
Element 4: (0, (13, 4), ['.', '', '.', '.'], [(1, 10), (5, 8), (11, 10)], [False, False, False, False], 92, False, [True, False, True, True], 2097, 'East', (14, 4))
Element 5: (0, (14, 4), ['', '%', '%', '.'], [(2, 10), (6, 8), (10, 10)], [False, True, True, False], 90, False, [False, False, False, True], 2136, 'East', (15, 4))
Element 6: (0, (15, 4), ['', '.', '%', '.'], [(3, 10), (7, 8), (9, 10)], [False, False, True, False], 88, False, [False, True, False, True], 2175, 'East', (16, 4))
Element 7: (0, (16, 4), ['', '%', '.', '.'], [(4, 10), (8, 8), (8, 10)], [False, True, False, False], 86, False, [False, False, True, True], 2204, 'East', (17, 4))
Element 8: (0, (17, 4), ['', '%', '%', '%'], [(4, 9), (9, 8), (7, 10)], [False, True, True, True], 84, False, [False, False, False, False], 2233, 'West', (16, 4))
Element 9: (0, (16, 4), ['', '%', '.', ''], [(4, 8), (10, 8), (6, 10)], [False, True, False, False], 82, False, [False, False, True, False], 2252, 'North', (16, 5))
Element 10: (0, (16, 5), ['%', '', '.', '%'], [(3, 8), (11, 8), (6, 9)], [True, False, False, True], 80, False, [False, False, True, False], 2291, 'North', (16, 6))
Element 11: (0, (16, 6), ['.', '', '.', '.'], [(3, 7), (12, 8), (6, 8)], [False, False, False, False], 78, False, [True, False, True, True], 2320, 'East', (17, 6))
Element 12: (0, (17, 6), ['', '%', '%', '.'], [(3, 6), (13, 8), (6, 7)], [False, True, True, False], 76, False, [False, False, False, True], 2359, 'East', (18, 6))
Element 13: (0, (18, 6), ['', '.', '.', '%'], [(4, 6), (14, 8), (6, 6)], [False, False, False, True], 74, False, [False, True, True, False], 2398, 'North', (18, 7))
Element 14: (0, (18, 7), ['%', '', '.', '%'], [(5, 6), (15, 8), (6, 5)], [True, False, False, True], 72, False, [False, False, True, False], 2437, 'North', (18, 8))
Element 15: (0, (18, 8), ['%', '', '.', '%'], [(6, 6), (16, 8), (7, 5)], [True, False, False, True], 70, False, [False, False, True, False], 3456, 'North', (18, 9))
Element 16: (0, (18, 9), ['%', '', '.', '%'], [(6, 7), (16, 7), (7, 4)], [True, False, False, True], 68, False, [False, False, True, False], 3485, 'North', (18, 10))
Element 17: (0, (18, 10), ['.', '', '%', '%'], [(6, 8), (16, 6), (6, 4)], [False, False, True, True], 66, False, [True, False, False, False], 3504, 'West', (17, 10))
Element 18: (0, (17, 10), ['.', '%', '%', ''], [(7, 8), (15, 6), (6, 3)], [False, True, True, False], 64, False, [True, False, False, False], 3533, 'West', (16, 10))
Element 19: (0, (16, 10), ['.', '%', '%', ''], [(8, 8), (14, 6), (6, 2)], [False, True, True, False], 62, False, [True, False, False, False], 3562, 'West', (15, 10))
Element 20: (0, (15, 10), ['%', '.', '%', ''], [(9, 8), (13, 6), (7, 2)], [True, False, True, False], 60, False, [False, True, False, False], 3591, 'South', (15, 9))
Element 21: (0, (15, 9), ['%', '', '', '%'], [(10, 8), (13, 7), (8, 2)], [True, False, False, True], 58, False, [False, False, False, False], 3620, 'South', (15, 8))
Element 22: (0, (15, 8), ['', '%', '', ''], [(11, 8), (13, 6), (9, 2)], [False, True, False, False], 56, False, [False, False, False, False], 3629, 'East', (16, 8))
Element 23: (0, (16, 8), ['', '', '%', '%'], [(12, 8), (13, 5), (10, 2)], [False, False, True, True], 54, False, [False, False, False, False], 3648, 'South', (16, 7))
Element 24: (0, (16, 7), ['%', '', '', '%'], [(13, 8), (13, 4), (11, 2)], [True, False, False, True], 52, False, [False, False, False, False], 3657, 'North', (16, 8))
Element 25: #1#
