Element 1: (3, (15, 8), ['.', '%', '.', '.'], [(9, 8), (7, 5), (12, 10)], [False, True, False, False], 98, False, [True, False, True, True], 2009, 'East', (16, 8))
Element 2: (3, (16, 8), ['', '.', '%', '%'], [(10, 8), (7, 4), (11, 10)], [False, False, True, True], 96, False, [False, True, False, False], 3038, 'South', (16, 7))
Element 3: (3, (16, 7), ['%', '.', '', '%'], [(11, 8), (6, 4), (10, 10)], [True, False, False, True], 94, False, [False, True, False, False], 3077, 'South', (16, 6))
Element 4: (3, (16, 6), ['.', '.', '', '.'], [(12, 8), (6, 3), (9, 10)], [False, False, False, False], 92, False, [True, True, False, True], 3116, 'East', (17, 6))
Element 5: (3, (17, 6), ['', '%', '%', '.'], [(13, 8), (6, 2), (8, 10)], [False, True, True, False], 90, False, [False, False, False, True], 3155, 'East', (18, 6))
Element 6: (3, (18, 6), ['', '.', '.', '%'], [(14, 8), (7, 2), (7, 10)], [False, False, False, True], 88, False, [False, True, True, False], 3194, 'North', (18, 7))
Element 7: (3, (18, 7), ['%', '', '.', '%'], [(15, 8), (8, 2), (6, 10)], [True, False, False, True], 86, False, [False, False, True, False], 3223, 'North', (18, 8))
Element 8: (3, (18, 8), ['%', '', '.', '%'], [(15, 9), (9, 2), (6, 9)], [True, False, False, True], 84, False, [False, False, True, False], 3262, 'North', (18, 9))
Element 9: (3, (18, 9), ['%', '', '.', '%'], [(15, 10), (10, 2), (6, 8)], [True, False, False, True], 82, False, [False, False, True, False], 3301, 'North', (18, 10))
Element 10: (3, (18, 10), ['.', '', '%', '%'], [(16, 10), (11, 2), (7, 8)], [False, False, True, True], 80, False, [True, False, False, False], 3340, 'West', (17, 10))
Element 11: #1#
