Element 1: (0, (13, 1), ['.', '%', '.', '%'], [(7, 4), (17, 10), (18, 10)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (13, 2))
Element 2: (0, (13, 2), ['.', '', '.', '%'], [(7, 5), (16, 10), (18, 9)], [False, False, False, True], 96, False, [True, False, True, False], 1029, 'North', (13, 3))
Element 3: (0, (13, 3), ['%', '', '.', '%'], [(6, 5), (15, 10), (18, 8)], [True, False, False, True], 94, False, [False, False, True, False], 1068, 'North', (13, 4))
Element 4: (0, (13, 4), ['.', '', '.', '.'], [(6, 6), (15, 9), (18, 7)], [False, False, False, False], 92, False, [True, False, True, True], 1107, 'East', (14, 4))
Element 5: (0, (14, 4), ['', '%', '%', '.'], [(6, 7), (15, 8), (18, 6)], [False, True, True, False], 90, False, [False, False, False, True], 1146, 'East', (15, 4))
Element 6: (0, (15, 4), ['', '.', '%', '.'], [(6, 8), (16, 8), (18, 5)], [False, False, True, False], 88, False, [False, True, False, True], 1185, 'East', (16, 4))
Element 7: (0, (16, 4), ['', '%', '.', '.'], [(7, 8), (16, 7), (18, 6)], [False, True, False, False], 86, False, [False, False, True, True], 1214, 'East', (17, 4))
Element 8: (0, (17, 4), ['', '%', '%', '%'], [(8, 8), (16, 6), (17, 6)], [False, True, True, True], 84, False, [False, False, False, False], 1253, 'West', (16, 4))
Element 9: (0, (16, 4), ['', '%', 'G', ''], [(9, 8), (16, 5), (16, 6)], [False, True, False, False], 82, False, [False, False, False, False], 1272, 'West', (15, 4))
Element 10: (0, (15, 4), ['', '.', '%', 'G'], [(10, 8), (16, 4), (15, 6)], [False, False, True, False], 80, False, [False, True, False, False], 1291, 'West', (14, 4))
Element 11: (0, (14, 4), ['', '%', '%', ''], [(11, 8), (17, 4), (14, 6)], [False, True, True, False], 78, False, [False, False, False, False], 1310, 'East', (15, 4))
Element 12: (0, (15, 4), ['', '.', '%', 'G'], [(12, 8), (16, 4), (13, 6)], [False, False, True, False], 76, False, [False, True, False, False], 1329, 'South', (15, 3))
Element 13: (0, (15, 3), ['%', '.', 'G', '%'], [(13, 8), (15, 4), (13, 7)], [True, False, False, True], 74, False, [False, True, False, False], 1358, 'South', (15, 2))
Element 14: (0, (15, 2), ['%', '.', 'G', '.'], [(14, 8), (15, 3), (13, 8)], [True, False, False, False], 72, False, [False, True, False, True], 1377, 'East', (16, 2))
Element 15: (0, (16, 2), ['G', '.', '%', '.'], [(15, 8), (15, 2), (13, 9)], [False, False, True, False], 70, False, [False, True, False, True], 1396, 'East', (17, 2))
Element 16: (0, (17, 2), ['', '.', '%', ''], [(16, 8), (15, 1), (13, 10)], [False, False, True, False], 68, False, [False, True, False, False], 1425, 'South', (17, 1))
