Element 1: (1, (3, 8), ['%', '.', '%', '.'], [(13, 2), (5, 6), (6, 1)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 8))
Element 2: (1, (4, 8), ['', '%', '.', '.'], [(13, 3), (6, 6), (7, 1)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (5, 8))
Element 3: (1, (5, 8), ['', '%', '%', '.'], [(13, 4), (6, 7), (8, 1)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (6, 8))
Element 4: (1, (6, 8), ['', '', '.', '.'], [(14, 4), (6, 6), (9, 1)], [False, False, False, False], 92, False, [False, False, True, True], 116, 'East', (7, 8))
Element 5: (1, (7, 8), ['', '%', '%', '.'], [(15, 4), (6, 5), (10, 1)], [False, True, True, False], 90, False, [False, False, False, True], 155, 'East', (8, 8))
Element 6: (1, (8, 8), ['', '%', '%', '.'], [(16, 4), (7, 5), (11, 1)], [False, True, True, False], 88, False, [False, False, False, True], 2174, 'East', (9, 8))
Element 7: (1, (9, 8), ['', '', '%', '.'], [(17, 4), (7, 4), (12, 1)], [False, False, True, False], 86, False, [False, False, False, True], 2213, 'East', (10, 8))
Element 8: (1, (10, 8), ['', '', '%', '.'], [(16, 4), (6, 4), (12, 2)], [False, False, True, False], 84, False, [False, False, False, True], 2242, 'East', (11, 8))
Element 9: (1, (11, 8), ['', '%', '%', '.'], [(16, 5), (6, 3), (11, 2)], [False, True, True, False], 82, False, [False, False, False, True], 2281, 'East', (12, 8))
Element 10: (1, (12, 8), ['', '%', '%', '.'], [(16, 6), (6, 2), (10, 2)], [False, True, True, False], 80, False, [False, False, False, True], 2320, 'East', (13, 8))
Element 11: (1, (13, 8), ['', '.', '.', '.'], [(17, 6), (7, 2), (9, 2)], [False, False, False, False], 78, False, [False, True, True, True], 2359, 'East', (14, 8))
Element 12: (1, (14, 8), ['', '%', '%', '.'], [(18, 6), (8, 2), (10, 2)], [False, True, True, False], 76, False, [False, False, False, True], 2388, 'East', (15, 8))
Element 13: (1, (15, 8), ['', '%', '.', '.'], [(18, 7), (9, 2), (11, 2)], [False, True, False, False], 74, False, [False, False, True, True], 2407, 'East', (16, 8))
Element 14: (1, (16, 8), ['', '.', '%', '%'], [(18, 8), (10, 2), (12, 2)], [False, False, True, True], 72, False, [False, True, False, False], 2426, 'South', (16, 7))
Element 15: (1, (16, 7), ['%', '', '', '%'], [(18, 9), (11, 2), (13, 2)], [True, False, False, True], 70, False, [False, False, False, False], 2445, 'South', (16, 6))
Element 16: (1, (16, 6), ['.', '', '', ''], [(18, 10), (12, 2), (13, 3)], [False, False, False, False], 68, False, [True, False, False, False], 2454, 'West', (15, 6))
Element 17: (1, (15, 6), ['.', '%', '%', ''], [(17, 10), (13, 2), (13, 4)], [False, True, True, False], 66, False, [True, False, False, False], 2473, 'West', (14, 6))
Element 18: (1, (14, 6), ['.', '%', '%', ''], [(16, 10), (13, 3), (13, 5)], [False, True, True, False], 64, False, [True, False, False, False], 2502, 'West', (13, 6))
Element 19: (1, (13, 6), ['%', 'G', '.', ''], [(15, 10), (13, 4), (13, 5)], [True, False, False, False], 62, False, [False, False, True, False], 2521, 'North', (13, 7))
Element 20: (1, (13, 7), ['%', '', '', '%'], [(15, 9), (12, 4), (13, 4)], [True, False, False, True], 60, False, [False, False, False, False], 2550, 'South', (13, 6))
Element 21: (1, (13, 6), ['%', '', '', ''], [(15, 8), (11, 4), (13, 4)], [True, False, False, False], 58, False, [False, False, False, False], 2559, 'East', (14, 6))
Element 22: (1, (14, 6), ['', '%', '%', ''], [(16, 8), (10, 4), (14, 4)], [False, True, True, False], 56, False, [False, False, False, False], 2568, 'East', (15, 6))
Element 23: (1, (15, 6), ['', '%', '%', ''], [(16, 7), (9, 4), (15, 4)], [False, True, True, False], 54, False, [False, False, False, False], 2577, 'East', (16, 6))
Element 24: (1, (16, 6), ['', '', '', ''], [(16, 8), (8, 4), (15, 3)], [False, False, False, False], 52, False, [False, False, False, False], 2586, 'East', (17, 6))
Element 25: (1, (17, 6), ['', '%', '%', ''], [(15, 8), (9, 4), (15, 2)], [False, True, True, False], 50, False, [False, False, False, False], 2595, 'East', (18, 6))
Element 26: (1, (18, 6), ['', '.', '', '%'], [(14, 8), (10, 4), (16, 2)], [False, False, False, True], 48, False, [False, True, False, False], 2604, 'South', (18, 5))
Element 27: (1, (18, 5), ['%', '%', '', '%'], [(13, 8), (11, 4), (17, 2)], [True, True, False, True], 46, False, [False, False, False, False], 2623, 'North', (18, 6))
Element 28: (1, (18, 6), ['', '', '', '%'], [(13, 9), (12, 4), (17, 1)], [False, False, False, True], 44, False, [False, False, False, False], 2642, 'North', (18, 7))
Element 29: (1, (18, 7), ['%', '', '', '%'], [(13, 10), (13, 4), (18, 1)], [True, False, False, True], 42, False, [False, False, False, False], 2661, 'North', (18, 8))
Element 30: (1, (18, 8), ['%', '', '', '%'], [(12, 10), (14, 4), (18, 2)], [True, False, False, True], 40, False, [False, False, False, False], 3660, 'North', (18, 9))
Element 31: #1#
