Element 1: (3, (3, 8), ['%', '.', '%', '.'], [(12, 4), (3, 2), (4, 4)], [True, False, True, False], 98, False, [False, True, False, True], 29, 'East', (4, 8))
Element 2: (3, (4, 8), ['', '%', '.', '.'], [(13, 4), (4, 2), (5, 4)], [False, True, False, False], 96, False, [False, False, True, True], 68, 'East', (5, 8))
Element 3: (3, (5, 8), ['', '%', '%', '.'], [(14, 4), (4, 3), (6, 4)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (6, 8))
Element 4: (3, (6, 8), ['', '.', '.', '.'], [(15, 4), (4, 4), (7, 4)], [False, False, False, False], 92, False, [False, True, True, True], 136, 'East', (7, 8))
Element 5: (3, (7, 8), ['', '%', '%', '.'], [(16, 4), (5, 4), (7, 5)], [False, True, True, False], 90, False, [False, False, False, True], 1155, 'East', (8, 8))
Element 6: (3, (8, 8), ['', '%', '%', '.'], [(17, 4), (6, 4), (6, 5)], [False, True, True, False], 88, False, [False, False, False, True], 1184, 'East', (9, 8))
Element 7: (3, (9, 8), ['', '', '%', '.'], [(16, 4), (6, 3), (6, 6)], [False, False, True, False], 86, False, [False, False, False, True], 1213, 'East', (10, 8))
Element 8: (3, (10, 8), ['', '', '%', '.'], [(16, 5), (6, 2), (6, 7)], [False, False, True, False], 84, False, [False, False, False, True], 1252, 'East', (11, 8))
Element 9: (3, (11, 8), ['', '%', '%', '.'], [(16, 6), (7, 2), (6, 8)], [False, True, True, False], 82, False, [False, False, False, True], 1281, 'East', (12, 8))
Element 10: (3, (12, 8), ['', '%', '%', '.'], [(17, 6), (8, 2), (6, 9)], [False, True, True, False], 80, False, [False, False, False, True], 1320, 'East', (13, 8))
Element 11: (3, (13, 8), ['', '.', '.', '.'], [(18, 6), (9, 2), (6, 10)], [False, False, False, False], 78, False, [False, True, True, True], 1359, 'East', (14, 8))
Element 12: (3, (14, 8), ['', '%', '%', '.'], [(18, 7), (10, 2), (7, 10)], [False, True, True, False], 76, False, [False, False, False, True], 1398, 'East', (15, 8))
Element 13: (3, (15, 8), ['', '%', '.', '.'], [(18, 8), (11, 2), (8, 10)], [False, True, False, False], 74, False, [False, False, True, True], 1437, 'East', (16, 8))
Element 14: (3, (16, 8), ['', '.', '%', '%'], [(18, 9), (11, 1), (9, 10)], [False, False, True, True], 72, False, [False, True, False, False], 2466, 'South', (16, 7))
Element 15: (3, (16, 7), ['%', '', '', '%'], [(18, 10), (12, 1), (10, 10)], [True, False, False, True], 70, False, [False, False, False, False], 2505, 'South', (16, 6))
Element 16: (3, (16, 6), ['.', '', '', ''], [(17, 10), (13, 1), (11, 10)], [False, False, False, False], 68, False, [True, False, False, False], 3524, 'West', (15, 6))
Element 17: #1#
