Element 1: (1, (3, 5), ['%', '.', '.', '%'], [(18, 8), (5, 8), (15, 8)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (3, 6))
Element 2: (1, (3, 6), ['.', '', '.', '.'], [(18, 9), (6, 8), (16, 8)], [False, False, False, False], 96, False, [True, False, True, True], 48, 'East', (4, 6))
Element 3: (1, (4, 6), ['', '%', '%', '.'], [(18, 10), (7, 8), (16, 7)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (5, 6))
Element 4: (1, (5, 6), ['', '%', '%', '.'], [(17, 10), (8, 8), (16, 6)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (6, 6))
Element 5: (1, (6, 6), ['', '.', '.', '%'], [(16, 10), (9, 8), (17, 6)], [False, False, False, True], 90, False, [False, True, True, False], 165, 'North', (6, 7))
Element 6: (1, (6, 7), ['%', '', '', '%'], [(15, 10), (10, 8), (18, 6)], [True, False, False, True], 88, False, [False, False, False, False], 204, 'North', (6, 8))
Element 7: (1, (6, 8), ['', '', '.', ''], [(15, 9), (11, 8), (18, 5)], [False, False, False, False], 86, False, [False, False, True, False], 233, 'North', (6, 9))
Element 8: (1, (6, 9), ['%', '', '.', '%'], [(15, 8), (12, 8), (18, 6)], [True, False, False, True], 84, False, [False, False, True, False], 252, 'North', (6, 10))
Element 9: (1, (6, 10), ['%', '', '%', '.'], [(14, 8), (13, 8), (18, 7)], [True, False, True, False], 82, False, [False, False, False, True], 281, 'East', (7, 10))
Element 10: (1, (7, 10), ['', '%', '%', '.'], [(13, 8), (13, 9), (18, 8)], [False, True, True, False], 80, False, [False, False, False, True], 300, 'East', (8, 10))
Element 11: (1, (8, 10), ['', '%', '%', '.'], [(13, 7), (13, 10), (18, 9)], [False, True, True, False], 78, False, [False, False, False, True], 329, 'East', (9, 10))
Element 12: (1, (9, 10), ['', '%', '%', '.'], [(13, 6), (12, 10), (18, 10)], [False, True, True, False], 76, False, [False, False, False, True], 1348, 'East', (10, 10))
Element 13: (1, (10, 10), ['', '%', '%', 'G'], [(14, 6), (11, 10), (17, 10)], [False, True, True, False], 74, False, [False, False, False, False], 2367, 'West', (9, 10))
Element 14: (1, (9, 10), ['', '%', '%', 'G'], [(15, 6), (10, 10), (16, 10)], [False, True, True, False], 72, False, [False, False, False, False], 2376, 'West', (8, 10))
Element 15: (1, (8, 10), ['', '%', '%', 'G'], [(16, 6), (9, 10), (15, 10)], [False, True, True, False], 70, False, [False, False, False, False], 2375, 'West', (7, 10))
Element 16: (1, (7, 10), ['', '%', '%', 'G'], [(16, 5), (8, 10), (15, 9)], [False, True, True, False], 68, False, [False, False, False, False], 2384, 'West', (6, 10))
Element 17: (1, (6, 10), ['%', '', '%', 'G'], [(16, 4), (7, 10), (15, 10)], [True, False, True, False], 66, False, [False, False, False, False], 2393, 'South', (6, 9))
Element 18: (1, (6, 9), ['%', '', 'G', '%'], [(17, 4), (6, 10), (16, 10)], [True, False, False, True], 64, False, [False, False, False, False], 2402, 'South', (6, 8))
Element 19: (1, (6, 8), ['', '', 'G', ''], [(16, 4), (6, 9), (17, 10)], [False, False, False, False], 62, False, [False, False, False, False], 2401, 'East', (7, 8))
Element 20: (1, (7, 8), ['', '%', '%', ''], [(15, 4), (6, 10), (18, 10)], [False, True, True, False], 60, False, [False, False, False, False], 2410, 'East', (8, 8))
Element 21: (1, (8, 8), ['', '%', '%', ''], [(15, 3), (7, 10), (18, 9)], [False, True, True, False], 58, False, [False, False, False, False], 2419, 'East', (9, 8))
Element 22: (1, (9, 8), ['', '', '%', ''], [(15, 2), (8, 10), (18, 8)], [False, False, True, False], 56, False, [False, False, False, False], 2428, 'East', (10, 8))
Element 23: (1, (10, 8), ['', '', '%', ''], [(16, 2), (9, 10), (18, 7)], [False, False, True, False], 54, False, [False, False, False, False], 2437, 'East', (11, 8))
Element 24: (1, (11, 8), ['', '%', '%', ''], [(17, 2), (10, 10), (18, 6)], [False, True, True, False], 52, False, [False, False, False, False], 2446, 'East', (12, 8))
Element 25: (1, (12, 8), ['', '%', '%', ''], [(17, 1), (11, 10), (17, 6)], [False, True, True, False], 50, False, [False, False, False, False], 2455, 'East', (13, 8))
Element 26: (1, (13, 8), ['', '', '', ''], [(18, 1), (12, 10), (16, 6)], [False, False, False, False], 48, False, [False, False, False, False], 2464, 'East', (14, 8))
Element 27: (1, (14, 8), ['', '%', '%', ''], [(18, 2), (13, 10), (16, 5)], [False, True, True, False], 46, False, [False, False, False, False], 2463, 'East', (15, 8))
