Element 1: (0, (10, 8), ['.', '', '%', '.'], [(11, 4), (13, 3), (18, 10)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'East', (11, 8))
Element 20: (0, (17, 4), ['', '%', '%', '%'], [(13, 9), (18, 1), (16, 7)], [False, True, True, True], 60, False, [False, False, False, False], 1461, 'West', (16, 4))
Element 21: (0, (16, 4), ['', '%', '', ''], [(13, 10), (17, 1), (16, 6)], [False, True, False, False], 58, False, [False, False, False, False], 1470, 'North', (16, 5))
Element 22: (0, (16, 5), ['%', '', '', '%'], [(12, 10), (16, 1), (15, 6)], [True, False, False, True], 56, False, [False, False, False, False], 2479, 'South', (16, 4))
Element 23: (0, (16, 4), ['', '%', '', ''], [(11, 10), (15, 1), (14, 6)], [False, True, False, False], 54, False, [False, False, False, False], 3488, 'West', (15, 4))
Element 24: (0, (15, 4), ['', '', '%', ''], [(10, 10), (16, 1), (13, 6)], [False, False, True, False], 52, False, [False, False, False, False], 3497, 'South', (15, 3))
Element 25: (0, (15, 3), ['%', '', '', '%'], [(9, 10), (17, 1), (13, 7)], [True, False, False, True], 50, False, [False, False, False, False], 3506, 'South', (15, 2))
Element 26: (0, (15, 2), ['%', '', '', ''], [(8, 10), (17, 2), (13, 8)], [True, False, False, False], 48, False, [False, False, False, False], 3515, 'East', (16, 2))
Element 27: (0, (16, 2), ['', '', '%', ''], [(7, 10), (18, 2), (14, 8)], [False, False, True, False], 46, False, [False, False, False, False], 3524, 'East', (17, 2))
Element 28: (0, (17, 2), ['', '', '%', ''], [(6, 10), (18, 1), (13, 8)], [False, False, True, False], 44, False, [False, False, False, False], 3533, 'East', (18, 2))
Element 29: (0, (18, 2), ['', '', '', '%'], [(6, 9), (18, 2), (13, 9)], [False, False, False, True], 42, False, [False, False, False, False], 3542, 'North', (18, 3))
Element 30: (0, (18, 3), ['%', '', '%', '%'], [(6, 10), (18, 1), (13, 10)], [True, False, True, True], 40, False, [False, False, False, False], 3541, 'South', (18, 2))
Element 31: (0, (18, 2), ['', '', '', '%'], [(7, 10), (18, 2), (12, 10)], [False, False, False, True], 38, False, [False, False, False, False], 3540, 'South', (18, 1))
Element 32: (0, (18, 1), ['', '%', '', '%'], [(8, 10), (17, 2), (11, 10)], [False, True, False, True], 36, False, [False, False, False, False], 3539, 'West', (17, 1))
Element 33: (0, (17, 1), ['', '%', '', ''], [(9, 10), (17, 1), (10, 10)], [False, True, False, False], 34, False, [False, False, False, False], 3538, 'West', (16, 1))
Element 34: (0, (16, 1), ['', '%', '', ''], [(8, 10), (17, 2), (9, 10)], [False, True, False, False], 32, False, [False, False, False, False], 3537, 'West', (15, 1))
Element 35: (0, (15, 1), ['%', '%', '', ''], [(9, 10), (17, 2), (8, 10)], [True, True, False, False], 30, False, [False, False, False, False], 3536, 'East', (16, 1))
Element 36: (0, (16, 1), ['', '%', '', ''], [(10, 10), (17, 2), (7, 10)], [False, True, False, False], 28, False, [False, False, False, False], 3535, 'East', (17, 1))
Element 37: (0, (17, 1), ['', '%', 'G', ''], [(11, 10), (17, 2), (6, 10)], [False, True, False, False], 26, False, [False, False, False, False], 3534, 'East', (18, 1))
Element 38: (0, (18, 1), ['', '%', '', '%'], [(11, 10), (17, 2), (6, 9)], [False, True, False, True], 24, False, [False, False, False, False], 3533, 'North', (18, 2))
Element 39: (0, (18, 2), ['G', '', '', '%'], [(11, 10), (17, 2), (6, 8)], [False, False, False, True], 22, False, [False, False, False, False], 3532, 'South', (18, 1))
Element 40: (0, (18, 1), ['', '%', '', '%'], [(11, 10), (17, 2), (5, 8)], [False, True, False, True], 20, False, [False, False, False, False], 3541, 'West', (17, 1))
Element 41: (0, (17, 1), ['', '%', 'G', ''], [(11, 10), (17, 2), (4, 8)], [False, True, False, False], 18, False, [False, False, False, False], 3550, 'West', (16, 1))
Element 42: (0, (16, 1), ['', '%', '', ''], [(11, 10), (17, 2), (4, 9)], [False, True, False, False], 16, False, [False, False, False, False], 3559, 'North', (16, 2))
Element 43: (0, (16, 2), ['', '', '%', 'G'], [(11, 10), (17, 2), (4, 10)], [False, False, True, False], 14, False, [False, False, False, False], 3568, 'South', (16, 1))
Element 44: (0, (16, 1), ['', '%', 'G', ''], [(11, 10), (16, 2), (3, 10)], [False, True, False, False], 12, False, [False, False, False, False], 3577, 'West', (15, 1))
Element 45: (0, (15, 1), ['%', '%', '', ''], [(11, 10), (16, 2), (2, 10)], [True, True, False, False], 10, False, [False, False, False, False], 3586, 'North', (15, 2))
Element 46: (0, (15, 2), ['%', '', '', 'G'], [(11, 10), (16, 2), (1, 10)], [True, False, False, False], 8, False, [False, False, False, False], 3595, 'South', (15, 1))
Element 47: (0, (15, 1), ['%', '%', '', ''], [(11, 10), (17, 2), (1, 9)], [True, True, False, False], 6, False, [False, False, False, False], 3604, 'North', (15, 2))
Element 48: (0, (15, 2), ['%', '', '', ''], [(11, 10), (18, 2), (1, 8)], [True, False, False, False], 4, False, [False, False, False, False], 3613, 'North', (15, 3))
Element 49: (0, (15, 3), ['%', '', '', '%'], [(11, 10), (18, 3), (1, 7)], [True, False, False, True], 2, False, [False, False, False, False], 3622, 'North', (15, 4))
Element 50: (0, (15, 4), ['', '', '%', ''], [(11, 10), (18, 2), (1, 6)], [False, False, True, False], 0, False, [False, False, False, False], 3631, 'Stop', (15, 4))
Element 51: #0#
