Element 1: (0, (10, 8), ['.', '', '%', '.'], [(11, 4), (13, 3), (18, 10)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'East', (11, 8))
Element 2: (0, (11, 8), ['', '%', '%', '.'], [(12, 4), (13, 4), (18, 9)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (12, 8))
Element 3: (0, (12, 8), ['', '%', '%', '.'], [(11, 4), (14, 4), (18, 8)], [False, True, True, False], 94, False, [False, False, False, True], 68, 'East', (13, 8))
Element 4: (0, (13, 8), ['', '.', '.', '.'], [(10, 4), (15, 4), (18, 7)], [False, False, False, False], 92, False, [False, True, True, True], 107, 'East', (14, 8))
Element 5: (0, (14, 8), ['', '%', '%', '.'], [(9, 4), (16, 4), (18, 6)], [False, True, True, False], 90, False, [False, False, False, True], 146, 'East', (15, 8))
Element 6: (0, (15, 8), ['', '%', '.', '.'], [(8, 4), (17, 4), (18, 5)], [False, True, False, False], 88, False, [False, False, True, True], 175, 'East', (16, 8))
Element 7: (0, (16, 8), ['', '.', '%', '%'], [(7, 4), (16, 4), (18, 6)], [False, False, True, True], 86, False, [False, True, False, False], 194, 'South', (16, 7))
Element 8: (0, (16, 7), ['%', '.', '', '%'], [(7, 5), (16, 5), (17, 6)], [True, False, False, True], 84, False, [False, True, False, False], 1223, 'South', (16, 6))
Element 9: (0, (16, 6), ['.', '', '', ''], [(6, 5), (16, 4), (18, 6)], [False, False, False, False], 82, False, [True, False, False, False], 1242, 'West', (15, 6))
Element 10: (0, (15, 6), ['.', '%', '%', ''], [(6, 6), (15, 4), (18, 7)], [False, True, True, False], 80, False, [True, False, False, False], 1261, 'West', (14, 6))
Element 11: (0, (14, 6), ['.', '%', '%', ''], [(6, 7), (15, 3), (18, 8)], [False, True, True, False], 78, False, [True, False, False, False], 1290, 'West', (13, 6))
Element 12: (0, (13, 6), ['%', '.', '.', ''], [(6, 8), (15, 2), (18, 9)], [True, False, False, False], 76, False, [False, True, True, False], 1319, 'North', (13, 7))
Element 13: (0, (13, 7), ['%', '', '', '%'], [(7, 8), (16, 2), (18, 10)], [True, False, False, True], 74, False, [False, False, False, False], 1348, 'South', (13, 6))
Element 14: (0, (13, 6), ['%', '.', '', ''], [(8, 8), (17, 2), (17, 10)], [True, False, False, False], 72, False, [False, True, False, False], 1377, 'South', (13, 5))
Element 15: (0, (13, 5), ['%', '', '', '%'], [(9, 8), (17, 1), (16, 10)], [True, False, False, True], 70, False, [False, False, False, False], 1416, 'South', (13, 4))
Element 16: (0, (13, 4), ['', '', '', ''], [(10, 8), (18, 1), (15, 10)], [False, False, False, False], 68, False, [False, False, False, False], 1435, 'East', (14, 4))
Element 17: (0, (14, 4), ['', '%', '%', ''], [(11, 8), (18, 2), (15, 9)], [False, True, True, False], 66, False, [False, False, False, False], 1444, 'East', (15, 4))
Element 18: (0, (15, 4), ['', '', '%', ''], [(12, 8), (18, 3), (15, 8)], [False, False, True, False], 64, False, [False, False, False, False], 1453, 'East', (16, 4))
Element 19: (0, (16, 4), ['', '%', '', ''], [(13, 8), (18, 2), (16, 8)], [False, True, False, False], 62, False, [False, False, False, False], 1452, 'East', (17, 4))
