Element 1: (0, (3, 8), ['%', '.', '%', '.'], [(4, 4), (14, 6), (18, 6)], [True, False, True, False], 98, False, [False, True, False, True], 0, 'East', (4, 8))
Element 2: (0, (4, 8), ['', '%', '.', '.'], [(5, 4), (15, 6), (18, 7)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (5, 8))
Element 3: (0, (5, 8), ['', '%', '%', '.'], [(6, 4), (16, 6), (18, 8)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (6, 8))
Element 4: (0, (6, 8), ['', '.', '.', '.'], [(7, 4), (17, 6), (18, 9)], [False, False, False, False], 92, False, [False, True, True, True], 117, 'East', (7, 8))
Element 5: (0, (7, 8), ['', '%', '%', '.'], [(7, 5), (18, 6), (18, 10)], [False, True, True, False], 90, False, [False, False, False, True], 1136, 'East', (8, 8))
Element 6: (0, (8, 8), ['', '%', '%', '.'], [(6, 5), (18, 5), (17, 10)], [False, True, True, False], 88, False, [False, False, False, True], 1175, 'East', (9, 8))
Element 7: (0, (9, 8), ['', '', '%', '.'], [(6, 6), (18, 6), (16, 10)], [False, False, True, False], 86, False, [False, False, False, True], 1204, 'East', (10, 8))
Element 8: (0, (10, 8), ['', '', '%', '.'], [(6, 7), (18, 7), (15, 10)], [False, False, True, False], 84, False, [False, False, False, True], 1233, 'East', (11, 8))
Element 9: (0, (11, 8), ['', '%', '%', '.'], [(6, 8), (18, 8), (15, 9)], [False, True, True, False], 82, False, [False, False, False, True], 1252, 'East', (12, 8))
Element 10: (0, (12, 8), ['', '%', '%', '.'], [(6, 9), (18, 9), (15, 8)], [False, True, True, False], 80, False, [False, False, False, True], 1281, 'East', (13, 8))
Element 11: (0, (13, 8), ['', '.', '.', '.'], [(6, 10), (18, 10), (16, 8)], [False, False, False, False], 78, False, [False, True, True, True], 1310, 'East', (14, 8))
Element 12: (0, (14, 8), ['', '%', '%', ''], [(7, 10), (17, 10), (16, 7)], [False, True, True, False], 76, False, [False, False, False, False], 1339, 'East', (15, 8))
Element 13: (0, (15, 8), ['', '%', '', ''], [(8, 10), (16, 10), (16, 6)], [False, True, False, False], 74, False, [False, False, False, False], 1348, 'East', (16, 8))
Element 14: (0, (16, 8), ['', '', '%', '%'], [(9, 10), (15, 10), (16, 5)], [False, False, True, True], 72, False, [False, False, False, False], 1367, 'South', (16, 7))
Element 15: (0, (16, 7), ['%', '', '', '%'], [(10, 10), (15, 9), (16, 4)], [True, False, False, True], 70, False, [False, False, False, False], 1386, 'South', (16, 6))
Element 16: (0, (16, 6), ['', '', '', ''], [(11, 10), (15, 8), (17, 4)], [False, False, False, False], 68, False, [False, False, False, False], 2395, 'East', (17, 6))
Element 17: (0, (17, 6), ['', '%', '%', ''], [(12, 10), (16, 8), (16, 4)], [False, True, True, False], 66, False, [False, False, False, False], 3394, 'East', (18, 6))
Element 18: (0, (18, 6), ['', '', '', '%'], [(13, 10), (16, 7), (15, 4)], [False, False, False, True], 64, False, [False, False, False, False], 3413, 'North', (18, 7))
Element 19: (0, (18, 7), ['%', '', '', '%'], [(13, 9), (16, 8), (15, 3)], [True, False, False, True], 62, False, [False, False, False, False], 3432, 'North', (18, 8))
Element 20: (0, (18, 8), ['%', '', '', '%'], [(13, 8), (15, 8), (15, 2)], [True, False, False, True], 60, False, [False, False, False, False], 3441, 'North', (18, 9))
Element 21: (0, (18, 9), ['%', '', '', '%'], [(13, 7), (14, 8), (16, 2)], [True, False, False, True], 58, False, [False, False, False, False], 3460, 'North', (18, 10))
Element 22: (0, (18, 10), ['', '', '%', '%'], [(13, 6), (13, 8), (17, 2)], [False, False, True, True], 56, False, [False, False, False, False], 3479, 'West', (17, 10))
Element 23: (0, (17, 10), ['', '%', '%', ''], [(13, 5), (13, 9), (17, 1)], [False, True, True, False], 54, False, [False, False, False, False], 3498, 'West', (16, 10))
Element 24: (0, (16, 10), ['', '%', '%', ''], [(13, 4), (13, 10), (18, 1)], [False, True, True, False], 52, False, [False, False, False, False], 3517, 'West', (15, 10))
Element 25: (0, (15, 10), ['%', '', '%', ''], [(14, 4), (12, 10), (18, 2)], [True, False, True, False], 50, False, [False, False, False, False], 3526, 'South', (15, 9))
Element 26: (0, (15, 9), ['%', '', '', '%'], [(15, 4), (11, 10), (18, 3)], [True, False, False, True], 48, False, [False, False, False, False], 3535, 'North', (15, 10))
Element 27: (0, (15, 10), ['%', '', '%', ''], [(16, 4), (10, 10), (18, 2)], [True, False, True, False], 46, False, [False, False, False, False], 3534, 'East', (16, 10))
Element 28: (0, (16, 10), ['', '%', '%', ''], [(17, 4), (9, 10), (18, 1)], [False, True, True, False], 44, False, [False, False, False, False], 3533, 'East', (17, 10))
Element 29: (0, (17, 10), ['', '%', '%', ''], [(16, 4), (8, 10), (17, 1)], [False, True, True, False], 42, False, [False, False, False, False], 3532, 'East', (18, 10))
Element 30: (0, (18, 10), ['', '', '%', '%'], [(16, 5), (7, 10), (16, 1)], [False, False, True, True], 40, False, [False, False, False, False], 3541, 'South', (18, 9))
Element 31: (0, (18, 9), ['%', '', '', '%'], [(16, 6), (6, 10), (15, 1)], [True, False, False, True], 38, False, [False, False, False, False], 3550, 'South', (18, 8))
Element 32: (0, (18, 8), ['%', '', '', '%'], [(17, 6), (6, 9), (16, 1)], [True, False, False, True], 36, False, [False, False, False, False], 3549, 'South', (18, 7))
Element 33: (0, (18, 7), ['%', 'G', '', '%'], [(18, 6), (6, 8), (17, 1)], [True, False, False, True], 34, False, [False, False, False, False], 3548, 'North', (18, 8))
Element 34: (0, (18, 8), ['%', 'G', '', '%'], [(18, 7), (7, 8), (17, 2)], [True, False, False, True], 32, False, [False, False, False, False], 3547, 'South', (18, 7))
Element 35: (0, (18, 7), ['%', '', 'G', '%'], [(18, 8), (8, 8), (18, 2)], [True, False, False, True], 30, False, [False, False, False, False], 3546, 'South', (18, 6))
Element 36: (0, (18, 6), ['', '', '', '%'], [(18, 9), (9, 8), (17, 2)], [False, False, False, True], 28, False, [False, False, False, False], 3545, 'West', (17, 6))
Element 37: (0, (17, 6), ['', '%', '%', ''], [(18, 10), (10, 8), (16, 2)], [False, True, True, False], 26, False, [False, False, False, False], 3544, 'West', (16, 6))
Element 38: (0, (16, 6), ['', '', '', ''], [(17, 10), (11, 8), (16, 1)], [False, False, False, False], 24, False, [False, False, False, False], 3543, 'South', (16, 5))
Element 39: (0, (16, 5), ['%', '', '', '%'], [(16, 10), (12, 8), (16, 2)], [True, False, False, True], 22, False, [False, False, False, False], 3542, 'South', (16, 4))
Element 40: (0, (16, 4), ['', '%', '', ''], [(15, 10), (11, 8), (15, 2)], [False, True, False, False], 20, False, [False, False, False, False], 3541, 'East', (17, 4))
Element 41: (0, (17, 4), ['', '%', '%', '%'], [(15, 9), (10, 8), (15, 1)], [False, True, True, True], 18, False, [False, False, False, False], 3540, 'West', (16, 4))
Element 42: (0, (16, 4), ['', '%', '', ''], [(15, 8), (10, 7), (15, 2)], [False, True, False, False], 16, False, [False, False, False, False], 3539, 'West', (15, 4))
Element 43: (0, (15, 4), ['', 'G', '%', ''], [(16, 8), (10, 6), (15, 3)], [False, False, True, False], 14, False, [False, False, False, False], 3538, 'West', (14, 4))
Element 44: (0, (14, 4), ['', '%', '%', 'G'], [(16, 7), (11, 6), (15, 4)], [False, True, True, False], 12, False, [False, False, False, False], 3547, 'West', (13, 4))
Element 45: (0, (13, 4), ['.', '.', '', 'G'], [(16, 8), (10, 6), (14, 4)], [False, False, False, False], 10, False, [True, True, False, False], 3546, 'West', (12, 4))
Element 46: (0, (12, 4), ['.', '%', '%', 'G'], [(15, 8), (9, 6), (13, 4)], [False, True, True, False], 8, False, [True, False, False, False], 3555, 'West', (11, 4))
Element 47: (0, (11, 4), ['.', '%', '%', ''], [(14, 8), (8, 6), (13, 3)], [False, True, True, False], 6, False, [True, False, False, False], 3584, 'West', (10, 4))
Element 48: (0, (10, 4), ['.', '%', '%', ''], [(15, 8), (9, 6), (13, 2)], [False, True, True, False], 4, False, [True, False, False, False], 3603, 'West', (9, 4))
Element 49: (0, (9, 4), ['', '%', '%', ''], [(15, 9), (9, 7), (12, 2)], [False, True, True, False], 2, False, [False, False, False, False], 3622, 'West', (8, 4))
Element 50: (0, (8, 4), ['', '%', '%', ''], [(15, 10), (9, 6), (11, 2)], [False, True, True, False], 0, False, [False, False, False, False], 3631, 'Stop', (8, 4))
Element 51: #0#
