Element 1: (1, (6, 6), ['.', '.', '.', '%'], [(15, 8), (11, 4), (16, 1)], [False, False, False, True], 98, False, [True, True, True, False], 9, 'North', (6, 7))
Element 2: (1, (6, 7), ['%', '', '.', '%'], [(16, 8), (12, 4), (17, 1)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (6, 8))
Element 3: (1, (6, 8), ['.', '', '.', '.'], [(16, 7), (13, 4), (18, 1)], [False, False, False, False], 94, False, [True, False, True, True], 87, 'East', (7, 8))
Element 4: (1, (7, 8), ['', '%', '%', '.'], [(16, 6), (14, 4), (18, 2)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (8, 8))
Element 5: (1, (8, 8), ['', '%', '%', '.'], [(17, 6), (15, 4), (18, 3)], [False, True, True, False], 90, False, [False, False, False, True], 155, 'East', (9, 8))
Element 6: (1, (9, 8), ['', '', '%', '.'], [(18, 6), (16, 4), (18, 2)], [False, False, True, False], 88, False, [False, False, False, True], 184, 'East', (10, 8))
Element 7: (1, (10, 8), ['', '', '%', '.'], [(18, 7), (17, 4), (17, 2)], [False, False, True, False], 86, False, [False, False, False, True], 223, 'East', (11, 8))
Element 8: (1, (11, 8), ['', '%', '%', '.'], [(18, 8), (16, 4), (16, 2)], [False, True, True, False], 84, False, [False, False, False, True], 252, 'East', (12, 8))
Element 9: (1, (12, 8), ['', '%', '%', '.'], [(18, 9), (16, 5), (15, 2)], [False, True, True, False], 82, False, [False, False, False, True], 291, 'East', (13, 8))
Element 10: (1, (13, 8), ['', '.', '.', ''], [(18, 10), (16, 6), (15, 3)], [False, False, False, False], 80, False, [False, True, True, False], 320, 'North', (13, 9))
Element 11: (1, (13, 9), ['%', '', '.', '%'], [(17, 10), (15, 6), (15, 4)], [True, False, False, True], 78, False, [False, False, True, False], 349, 'North', (13, 10))
Element 12: (1, (13, 10), ['F', '', '%', '%'], [(16, 10), (14, 6), (16, 4)], [False, False, True, True], 76, False, [False, False, False, False], 378, 'West', (12, 10))
Element 13: (1, (12, 10), ['F', '%', '%', ''], [(15, 10), (13, 6), (17, 4)], [False, True, True, False], 74, False, [False, False, False, False], 1397, 'West', (11, 10))
Element 14: (1, (11, 10), ['.', '%', '%', ''], [(15, 9), (13, 7), (16, 4)], [False, True, True, False], 72, False, [True, False, False, False], 2416, 'West', (10, 10))
Element 15: (1, (10, 10), ['.', '%', '%', ''], [(15, 10), (13, 8), (16, 5)], [False, True, True, False], 70, False, [True, False, False, False], 2425, 'West', (9, 10))
Element 16: (1, (9, 10), ['.', '%', '%', ''], [(16, 10), (14, 8), (16, 6)], [False, True, True, False], 68, False, [True, False, False, False], 2434, 'West', (8, 10))
