Element 1: (3, (18, 6), ['.', '.', '.', '%'], [(3, 2), (1, 3), (13, 2)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (18, 7))
Element 2: (3, (18, 7), ['%', '', '.', '%'], [(4, 2), (1, 4), (13, 3)], [True, False, False, True], 96, False, [False, False, True, False], 68, 'North', (18, 8))
Element 3: (3, (18, 8), ['%', '', '.', '%'], [(4, 3), (1, 5), (13, 4)], [True, False, False, True], 94, False, [False, False, True, False], 107, 'North', (18, 9))
Element 4: (3, (18, 9), ['%', '', '.', '%'], [(4, 4), (1, 6), (14, 4)], [True, False, False, True], 92, False, [False, False, True, False], 146, 'North', (18, 10))
Element 5: (3, (18, 10), ['.', '', '%', '%'], [(5, 4), (2, 6), (15, 4)], [False, False, True, True], 90, False, [True, False, False, False], 185, 'West', (17, 10))
Element 6: (3, (17, 10), ['.', '%', '%', ''], [(6, 4), (3, 6), (16, 4)], [False, True, True, False], 88, False, [True, False, False, False], 224, 'West', (16, 10))
Element 7: (3, (16, 10), ['.', '%', '%', ''], [(7, 4), (4, 6), (17, 4)], [False, True, True, False], 86, False, [True, False, False, False], 263, 'West', (15, 10))
Element 8: (3, (15, 10), ['%', '.', '%', ''], [(7, 5), (5, 6), (16, 4)], [True, False, True, False], 84, False, [False, True, False, False], 1282, 'South', (15, 9))
Element 9: (3, (15, 9), ['%', '.', '', '%'], [(6, 5), (6, 6), (16, 5)], [True, False, False, True], 82, False, [False, True, False, False], 1321, 'South', (15, 8))
Element 10: (3, (15, 8), ['.', '%', '', '.'], [(7, 5), (6, 7), (16, 6)], [False, True, False, False], 80, False, [True, False, False, True], 1350, 'East', (16, 8))
Element 11: (3, (16, 8), ['', '.', '%', '%'], [(7, 4), (6, 8), (17, 6)], [False, False, True, True], 78, False, [False, True, False, False], 1379, 'South', (16, 7))
Element 12: (3, (16, 7), ['%', '', '', '%'], [(8, 4), (7, 8), (18, 6)], [True, False, False, True], 76, False, [False, False, False, False], 1398, 'South', (16, 6))
Element 13: (3, (16, 6), ['.', '', '', ''], [(9, 4), (8, 8), (18, 5)], [False, False, False, False], 74, False, [True, False, False, False], 1427, 'West', (15, 6))
Element 14: (3, (15, 6), ['.', '%', '%', ''], [(10, 4), (9, 8), (18, 6)], [False, True, True, False], 72, False, [True, False, False, False], 1456, 'West', (14, 6))
Element 15: (3, (14, 6), ['.', '%', '%', ''], [(11, 4), (10, 8), (18, 7)], [False, True, True, False], 70, False, [True, False, False, False], 1485, 'West', (13, 6))
Element 16: (3, (13, 6), ['%', '.', '.', ''], [(12, 4), (11, 8), (18, 8)], [True, False, False, False], 68, False, [False, True, True, False], 1514, 'North', (13, 7))
Element 17: (3, (13, 7), ['%', '', '.', '%'], [(13, 4), (12, 8), (18, 9)], [True, False, False, True], 66, False, [False, False, True, False], 1533, 'North', (13, 8))
Element 18: (3, (13, 8), ['', '', '.', '.'], [(13, 5), (11, 8), (18, 10)], [False, False, False, False], 64, False, [False, False, True, True], 1552, 'East', (14, 8))
Element 19: (3, (14, 8), ['', '%', '%', ''], [(13, 6), (10, 8), (17, 10)], [False, True, True, False], 62, False, [False, False, False, False], 1561, 'West', (13, 8))
Element 20: (3, (13, 8), ['', '', '.', ''], [(14, 6), (10, 7), (16, 10)], [False, False, False, False], 60, False, [False, False, True, False], 1560, 'North', (13, 9))
Element 21: (3, (13, 9), ['%', '', '.', '%'], [(15, 6), (10, 6), (15, 10)], [True, False, False, True], 58, False, [False, False, True, False], 1569, 'North', (13, 10))
Element 22: (3, (13, 10), ['F', '', '%', '%'], [(16, 6), (11, 6), (15, 9)], [False, False, True, True], 56, False, [False, False, False, False], 1588, 'West', (12, 10))
Element 23: (3, (12, 10), ['F', '%', '%', ''], [(17, 6), (10, 6), (15, 8)], [False, True, True, False], 54, False, [False, False, False, False], 2587, 'West', (11, 10))
Element 24: (3, (11, 10), ['.', '%', '%', ''], [(18, 6), (9, 6), (16, 8)], [False, True, True, False], 52, False, [True, False, False, False], 3586, 'West', (10, 10))
Element 25: (3, (10, 10), ['.', '%', '%', ''], [(18, 7), (8, 6), (16, 7)], [False, True, True, False], 50, False, [True, False, False, False], 3605, 'West', (9, 10))
Element 26: (3, (9, 10), ['.', '%', '%', ''], [(18, 8), (9, 6), (16, 8)], [False, True, True, False], 48, False, [True, False, False, False], 3614, 'West', (8, 10))
Element 27: (3, (8, 10), ['.', '%', '%', ''], [(18, 9), (9, 7), (15, 8)], [False, True, True, False], 46, False, [True, False, False, False], 3623, 'West', (7, 10))
Element 28: (3, (7, 10), ['.', '%', '%', ''], [(18, 10), (9, 6), (14, 8)], [False, True, True, False], 44, False, [True, False, False, False], 3632, 'West', (6, 10))
Element 29: (3, (6, 10), ['%', '.', '%', ''], [(17, 10), (10, 6), (13, 8)], [True, False, True, False], 42, False, [False, True, False, False], 3641, 'South', (6, 9))
Element 30: (3, (6, 9), ['%', '', '', '%'], [(16, 10), (10, 7), (13, 9)], [True, False, False, True], 40, False, [False, False, False, False], 3650, 'South', (6, 8))
