Element 1: (2, (9, 8), ['.', '', '%', '.'], [(6, 10), (5, 4), (15, 6)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (10, 8))
Element 2: (2, (10, 8), ['', '', '%', '.'], [(7, 10), (6, 4), (16, 6)], [False, False, True, False], 96, False, [False, False, False, True], 58, 'East', (11, 8))
Element 3: (2, (11, 8), ['', '%', '%', '.'], [(8, 10), (7, 4), (17, 6)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (12, 8))
Element 4: (2, (12, 8), ['', '%', '%', '.'], [(9, 10), (7, 5), (18, 6)], [False, True, True, False], 92, False, [False, False, False, True], 1126, 'East', (13, 8))
Element 5: (2, (13, 8), ['', '.', '.', '.'], [(10, 10), (6, 5), (18, 7)], [False, False, False, False], 90, False, [False, True, True, True], 1165, 'East', (14, 8))
Element 6: (2, (14, 8), ['', '%', '%', '.'], [(11, 10), (6, 6), (18, 8)], [False, True, True, False], 88, False, [False, False, False, True], 2194, 'East', (15, 8))
Element 7: (2, (15, 8), ['', '%', '.', '.'], [(12, 10), (6, 7), (18, 9)], [False, True, False, False], 86, False, [False, False, True, True], 3223, 'East', (16, 8))
Element 8: (2, (16, 8), ['', '.', '%', '%'], [(13, 10), (6, 8), (18, 10)], [False, False, True, True], 84, False, [False, True, False, False], 3262, 'South', (16, 7))
Element 9: (2, (16, 7), ['%', '', '', '%'], [(13, 9), (7, 8), (17, 10)], [True, False, False, True], 82, False, [False, False, False, False], 3301, 'South', (16, 6))
Element 10: (2, (16, 6), ['', '.', '', ''], [(13, 8), (8, 8), (16, 10)], [False, False, False, False], 80, False, [False, True, False, False], 3320, 'South', (16, 5))
Element 11: (2, (16, 5), ['%', '.', '', '%'], [(13, 7), (9, 8), (15, 10)], [True, False, False, True], 78, False, [False, True, False, False], 3349, 'South', (16, 4))
Element 12: (2, (16, 4), ['.', '%', '', '.'], [(13, 6), (10, 8), (15, 9)], [False, True, False, False], 76, False, [True, False, False, True], 3378, 'East', (17, 4))
Element 13: (2, (17, 4), ['', '%', '%', '%'], [(14, 6), (11, 8), (15, 8)], [False, True, True, True], 74, False, [False, False, False, False], 3397, 'West', (16, 4))
Element 14: (2, (16, 4), ['.', '%', '', ''], [(15, 6), (12, 8), (16, 8)], [False, True, False, False], 72, False, [True, False, False, False], 3396, 'West', (15, 4))
Element 15: (2, (15, 4), ['.', '.', '%', ''], [(16, 6), (13, 8), (16, 7)], [False, False, True, False], 70, False, [True, True, False, False], 3405, 'South', (15, 3))
Element 16: (2, (15, 3), ['%', '.', '', '%'], [(17, 6), (14, 8), (16, 8)], [True, False, False, True], 68, False, [False, True, False, False], 3414, 'South', (15, 2))
Element 17: (2, (15, 2), ['%', '.', '', '.'], [(18, 6), (13, 8), (15, 8)], [True, False, False, False], 66, False, [False, True, False, True], 3423, 'East', (16, 2))
Element 18: (2, (16, 2), ['', '.', '%', '.'], [(18, 5), (13, 9), (14, 8)], [False, False, True, False], 64, False, [False, True, False, True], 3442, 'East', (17, 2))
Element 19: (2, (17, 2), ['', '.', '%', ''], [(18, 6), (13, 10), (13, 8)], [False, False, True, False], 62, False, [False, True, False, False], 3451, 'South', (17, 1))
Element 20: (2, (17, 1), ['.', '%', '', '.'], [(18, 7), (12, 10), (13, 9)], [False, True, False, False], 60, False, [True, False, False, True], 3460, 'East', (18, 1))
Element 21: (2, (18, 1), ['', '%', '', '%'], [(18, 8), (11, 10), (13, 10)], [False, True, False, True], 58, False, [False, False, False, False], 3469, 'North', (18, 2))
Element 22: (2, (18, 2), ['', '', '.', '%'], [(18, 9), (10, 10), (12, 10)], [False, False, False, True], 56, False, [False, False, True, False], 3468, 'North', (18, 3))
Element 23: (2, (18, 3), ['%', '', '%', '%'], [(18, 10), (9, 10), (11, 10)], [True, False, True, True], 54, False, [False, False, False, False], 3477, 'South', (18, 2))
Element 24: (2, (18, 2), ['', '', '', '%'], [(17, 10), (8, 10), (10, 10)], [False, False, False, True], 52, False, [False, False, False, False], 3476, 'South', (18, 1))
Element 25: (2, (18, 1), ['', '%', '', '%'], [(16, 10), (7, 10), (9, 10)], [False, True, False, True], 50, False, [False, False, False, False], 3475, 'West', (17, 1))
Element 26: (2, (17, 1), ['.', '%', '', ''], [(15, 10), (6, 10), (8, 10)], [False, True, False, False], 48, False, [True, False, False, False], 3474, 'West', (16, 1))
Element 27: (2, (16, 1), ['.', '%', '', ''], [(15, 9), (6, 9), (7, 10)], [False, True, False, False], 46, False, [True, False, False, False], 3483, 'West', (15, 1))
Element 28: (2, (15, 1), ['%', '%', '', ''], [(15, 8), (6, 8), (6, 10)], [True, True, False, False], 44, False, [False, False, False, False], 3492, 'East', (16, 1))
Element 29: (2, (16, 1), ['', '%', '', ''], [(16, 8), (6, 9), (6, 9)], [False, True, False, False], 42, False, [False, False, False, False], 3491, 'East', (17, 1))
Element 30: (2, (17, 1), ['', '%', '', ''], [(16, 7), (6, 10), (6, 8)], [False, True, False, False], 40, False, [False, False, False, False], 3490, 'North', (17, 2))
Element 31: (2, (17, 2), ['', '', '%', ''], [(16, 8), (7, 10), (5, 8)], [False, False, True, False], 38, False, [False, False, False, False], 3499, 'East', (18, 2))
Element 32: (2, (18, 2), ['', '', '', '%'], [(15, 8), (8, 10), (4, 8)], [False, False, False, True], 36, False, [False, False, False, False], 3508, 'West', (17, 2))
Element 33: (2, (17, 2), ['', '', '%', ''], [(14, 8), (9, 10), (4, 9)], [False, False, True, False], 34, False, [False, False, False, False], 3517, 'West', (16, 2))
Element 34: (2, (16, 2), ['', '', '%', ''], [(15, 8), (10, 10), (4, 10)], [False, False, True, False], 32, False, [False, False, False, False], 3526, 'South', (16, 1))
Element 35: (2, (16, 1), ['', '%', '', ''], [(15, 9), (11, 10), (3, 10)], [False, True, False, False], 30, False, [False, False, False, False], 3535, 'North', (16, 2))
Element 36: (2, (16, 2), ['', '', '%', ''], [(15, 10), (11, 10), (2, 10)], [False, False, True, False], 28, False, [False, False, False, False], 3544, 'West', (15, 2))
Element 37: (2, (15, 2), ['%', '', '', ''], [(16, 10), (11, 10), (1, 10)], [True, False, False, False], 26, False, [False, False, False, False], 3553, 'South', (15, 1))
Element 38: (2, (15, 1), ['%', '%', '', ''], [(17, 10), (11, 10), (1, 9)], [True, True, False, False], 24, False, [False, False, False, False], 3562, 'North', (15, 2))
Element 39: (2, (15, 2), ['%', '', '', ''], [(18, 10), (11, 10), (1, 8)], [True, False, False, False], 22, False, [False, False, False, False], 3571, 'North', (15, 3))
Element 40: (2, (15, 3), ['%', '', '', '%'], [(18, 9), (11, 10), (1, 7)], [True, False, False, True], 20, False, [False, False, False, False], 3580, 'North', (15, 4))
Element 41: (2, (15, 4), ['.', '', '%', ''], [(18, 8), (11, 10), (1, 6)], [False, False, True, False], 18, False, [True, False, False, False], 3589, 'West', (14, 4))
Element 42: (2, (14, 4), ['.', '%', '%', ''], [(18, 7), (11, 10), (2, 6)], [False, True, True, False], 16, False, [True, False, False, False], 3608, 'West', (13, 4))
Element 43: (2, (13, 4), ['.', '.', '.', ''], [(18, 6), (11, 10), (3, 6)], [False, False, False, False], 14, False, [True, True, True, False], 3627, 'North', (13, 5))
Element 44: (2, (13, 5), ['%', '', '', '%'], [(17, 6), (11, 10), (4, 6)], [True, False, False, True], 12, False, [False, False, False, False], 3646, 'North', (13, 6))
Element 45: (2, (13, 6), ['%', '', '', ''], [(16, 6), (11, 10), (5, 6)], [True, False, False, False], 10, False, [False, False, False, False], 3655, 'East', (14, 6))
Element 46: (2, (14, 6), ['', '%', '%', ''], [(16, 7), (11, 10), (6, 6)], [False, True, True, False], 8, False, [False, False, False, False], 3654, 'East', (15, 6))
Element 47: (2, (15, 6), ['', '%', '%', 'G'], [(16, 6), (11, 10), (6, 7)], [False, True, True, False], 6, False, [False, False, False, False], 3653, 'West', (14, 6))
Element 48: (2, (14, 6), ['', '%', '%', ''], [(16, 5), (11, 10), (6, 6)], [False, True, True, False], 4, False, [False, False, False, False], 3652, 'West', (13, 6))
Element 49: (2, (13, 6), ['%', '', '', ''], [(16, 4), (11, 10), (6, 5)], [True, False, False, False], 2, False, [False, False, False, False], 3651, 'North', (13, 7))
Element 50: (2, (13, 7), ['%', '', '', '%'], [(16, 4), (11, 10), (7, 5)], [True, False, False, True], 0, False, [False, False, False, False], 3650, 'Stop', (13, 7))
Element 51: #0#
