Element 1: (0, (8, 1), ['.', '%', '.', '.'], [(3, 8), (10, 1), (18, 6)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (9, 1))
Element 2: (0, (9, 1), ['', '%', '.', ''], [(4, 8), (11, 1), (18, 7)], [False, True, False, False], 96, False, [False, False, True, False], 1029, 'North', (9, 2))
Element 3: (0, (9, 2), ['.', '', '%', '.'], [(5, 8), (12, 1), (18, 8)], [False, False, True, False], 94, False, [True, False, False, True], 1068, 'East', (10, 2))
Element 4: (0, (10, 2), ['', '', '%', '.'], [(6, 8), (13, 1), (18, 9)], [False, False, True, False], 92, False, [False, False, False, True], 1107, 'East', (11, 2))
Element 5: (0, (11, 2), ['', '', '%', '.'], [(7, 8), (13, 2), (18, 10)], [False, False, True, False], 90, False, [False, False, False, True], 1146, 'East', (12, 2))
Element 6: (0, (12, 2), ['', '', '%', ''], [(8, 8), (13, 3), (17, 10)], [False, False, True, False], 88, False, [False, False, False, False], 1185, 'East', (13, 2))
Element 7: (0, (13, 2), ['', '', '', '%'], [(9, 8), (13, 4), (16, 10)], [False, False, False, True], 86, False, [False, False, False, False], 1214, 'North', (13, 3))
Element 8: (0, (13, 3), ['%', '', '', '%'], [(10, 8), (14, 4), (15, 10)], [True, False, False, True], 84, False, [False, False, False, False], 1243, 'North', (13, 4))
Element 9: (0, (13, 4), ['.', '', '.', ''], [(11, 8), (15, 4), (15, 9)], [False, False, False, False], 82, False, [True, False, True, False], 1272, 'North', (13, 5))
Element 10: (0, (13, 5), ['%', '', '.', '%'], [(12, 8), (16, 4), (15, 8)], [True, False, False, True], 80, False, [False, False, True, False], 1311, 'North', (13, 6))
Element 11: (0, (13, 6), ['%', '', '.', '.'], [(13, 8), (17, 4), (16, 8)], [True, False, False, False], 78, False, [False, False, True, True], 1350, 'East', (14, 6))
Element 12: (0, (14, 6), ['', '%', '%', '.'], [(14, 8), (16, 4), (16, 7)], [False, True, True, False], 76, False, [False, False, False, True], 1379, 'East', (15, 6))
Element 13: (0, (15, 6), ['', '%', '%', 'G'], [(15, 8), (16, 5), (16, 6)], [False, True, True, False], 74, False, [False, False, False, False], 1408, 'West', (14, 6))
Element 14: (0, (14, 6), ['', '%', '%', ''], [(16, 8), (16, 4), (17, 6)], [False, True, True, False], 72, False, [False, False, False, False], 1417, 'West', (13, 6))
Element 15: (0, (13, 6), ['%', '', '.', ''], [(16, 7), (15, 4), (16, 6)], [True, False, False, False], 70, False, [False, False, True, False], 1416, 'North', (13, 7))
Element 16: (0, (13, 7), ['%', '', '', '%'], [(16, 8), (15, 3), (16, 5)], [True, False, False, True], 68, False, [False, False, False, False], 1435, 'North', (13, 8))
Element 17: (0, (13, 8), ['', '', '.', ''], [(15, 8), (15, 2), (16, 4)], [False, False, False, False], 66, False, [False, False, True, False], 1444, 'North', (13, 9))
Element 18: (0, (13, 9), ['%', '', '.', '%'], [(15, 9), (16, 2), (17, 4)], [True, False, False, True], 64, False, [False, False, True, False], 1463, 'North', (13, 10))
Element 19: (0, (13, 10), ['F', '', '%', '%'], [(15, 10), (17, 2), (16, 4)], [False, False, True, True], 62, False, [False, False, False, False], 1482, 'West', (12, 10))
Element 20: (0, (12, 10), ['F', '%', '%', ''], [(16, 10), (17, 1), (15, 4)], [False, True, True, False], 60, False, [False, False, False, False], 2491, 'West', (11, 10))
Element 21: (0, (11, 10), ['.', '%', '%', ''], [(17, 10), (18, 1), (15, 3)], [False, True, True, False], 58, False, [True, False, False, False], 3500, 'West', (10, 10))
Element 22: (0, (10, 10), ['.', '%', '%', ''], [(18, 10), (18, 2), (15, 2)], [False, True, True, False], 56, False, [True, False, False, False], 3509, 'West', (9, 10))
Element 23: (0, (9, 10), ['.', '%', '%', ''], [(18, 9), (18, 3), (15, 1)], [False, True, True, False], 54, False, [True, False, False, False], 3538, 'West', (8, 10))
Element 24: (0, (8, 10), ['.', '%', '%', ''], [(18, 8), (18, 2), (16, 1)], [False, True, True, False], 52, False, [True, False, False, False], 3557, 'West', (7, 10))
Element 25: (0, (7, 10), ['.', '%', '%', ''], [(18, 7), (18, 1), (17, 1)], [False, True, True, False], 50, False, [True, False, False, False], 3566, 'West', (6, 10))
Element 26: (0, (6, 10), ['%', '.', '%', ''], [(18, 6), (18, 2), (18, 1)], [True, False, True, False], 48, False, [False, True, False, False], 3575, 'South', (6, 9))
Element 27: (0, (6, 9), ['%', '', '', '%'], [(18, 5), (18, 1), (18, 2)], [True, False, False, True], 46, False, [False, False, False, False], 3594, 'South', (6, 8))
Element 28: (0, (6, 8), ['', '.', '', ''], [(18, 6), (17, 1), (18, 3)], [False, False, False, False], 44, False, [False, True, False, False], 3593, 'South', (6, 7))
Element 29: (0, (6, 7), ['%', '.', '', '%'], [(17, 6), (17, 2), (18, 2)], [True, False, False, True], 42, False, [False, True, False, False], 3602, 'South', (6, 6))
Element 30: (0, (6, 6), ['.', '.', '', '%'], [(16, 6), (16, 2), (17, 2)], [False, False, False, True], 40, False, [True, True, False, False], 3611, 'South', (6, 5))
Element 31: (0, (6, 5), ['%', '.', '', 'F'], [(16, 5), (15, 2), (16, 2)], [True, False, False, False], 38, False, [False, True, False, False], 3620, 'East', (7, 5))
Element 32: #1#
