Element 1: (0, (13, 2), ['.', '.', '.', '%'], [(4, 1), (12, 4), (18, 5)], [False, False, False, True], 98, False, [True, True, True, False], 0, 'North', (13, 3))
Element 2: (0, (13, 3), ['%', '', 'G', '%'], [(4, 2), (13, 4), (18, 6)], [True, False, False, True], 96, False, [False, False, False, False], 39, 'South', (13, 2))
Element 3: (0, (13, 2), ['.', '.', '', '%'], [(4, 3), (14, 4), (18, 7)], [False, False, False, True], 94, False, [True, True, False, False], 68, 'South', (13, 1))
Element 4: (0, (13, 1), ['.', '%', '', '%'], [(4, 4), (15, 4), (18, 8)], [False, True, False, True], 92, False, [True, False, False, False], 107, 'West', (12, 1))
Element 5: (0, (12, 1), ['F', '%', '.', ''], [(5, 4), (16, 4), (18, 9)], [False, True, False, False], 90, False, [False, False, True, False], 146, 'West', (11, 1))
Element 6: (0, (11, 1), ['.', '%', '.', ''], [(6, 4), (17, 4), (18, 10)], [False, True, False, False], 88, False, [True, False, True, False], 1175, 'North', (11, 2))
Element 7: (0, (11, 2), ['.', '', '%', '.'], [(7, 4), (16, 4), (17, 10)], [False, False, True, False], 86, False, [True, False, False, True], 1204, 'East', (12, 2))
Element 8: (0, (12, 2), ['', '', '%', ''], [(7, 5), (16, 5), (16, 10)], [False, False, True, False], 84, False, [False, False, False, False], 2233, 'West', (11, 2))
Element 9: (0, (11, 2), ['.', '', '%', ''], [(6, 5), (16, 6), (15, 10)], [False, False, True, False], 82, False, [True, False, False, False], 2262, 'West', (10, 2))
Element 10: (0, (10, 2), ['.', '.', '%', ''], [(6, 6), (17, 6), (15, 9)], [False, False, True, False], 80, False, [True, True, False, False], 2301, 'South', (10, 1))
Element 11: (0, (10, 1), ['.', '%', '', ''], [(6, 7), (18, 6), (15, 8)], [False, True, False, False], 78, False, [True, False, False, False], 2330, 'West', (9, 1))
Element 12: (0, (9, 1), ['.', '%', '.', ''], [(6, 8), (18, 7), (16, 8)], [False, True, False, False], 76, False, [True, False, True, False], 2359, 'North', (9, 2))
Element 13: (0, (9, 2), ['.', '', '%', ''], [(7, 8), (18, 8), (16, 7)], [False, False, True, False], 74, False, [True, False, False, False], 2388, 'West', (8, 2))
Element 14: (0, (8, 2), ['.', '.', '%', ''], [(8, 8), (18, 9), (16, 6)], [False, False, True, False], 72, False, [True, True, False, False], 2407, 'South', (8, 1))
Element 15: (0, (8, 1), ['.', '%', '', ''], [(9, 8), (18, 10), (15, 6)], [False, True, False, False], 70, False, [True, False, False, False], 2436, 'West', (7, 1))
Element 16: (0, (7, 1), ['.', '%', '.', ''], [(10, 8), (17, 10), (14, 6)], [False, True, False, False], 68, False, [True, False, True, False], 2465, 'North', (7, 2))
Element 17: (0, (7, 2), ['.', '', '%', ''], [(11, 8), (16, 10), (13, 6)], [False, False, True, False], 66, False, [True, False, False, False], 2494, 'West', (6, 2))
Element 18: (0, (6, 2), ['%', '.', '.', ''], [(12, 8), (15, 10), (13, 7)], [True, False, False, False], 64, False, [False, True, True, False], 2523, 'North', (6, 3))
Element 19: (0, (6, 3), ['%', '', '', '%'], [(13, 8), (15, 9), (13, 6)], [True, False, False, True], 62, False, [False, False, False, False], 2542, 'North', (6, 4))
Element 20: (0, (6, 4), ['', '', '', ''], [(14, 8), (15, 8), (13, 5)], [False, False, False, False], 60, False, [False, False, False, False], 2561, 'East', (7, 4))
Element 21: (0, (7, 4), ['', '%', '', ''], [(13, 8), (16, 8), (13, 4)], [False, True, False, False], 58, False, [False, False, False, False], 2560, 'East', (8, 4))
Element 22: (0, (8, 4), ['', '%', '%', '.'], [(13, 9), (16, 7), (14, 4)], [False, True, True, False], 56, False, [False, False, False, True], 2569, 'East', (9, 4))
Element 23: (0, (9, 4), ['', '%', '%', '.'], [(13, 10), (16, 8), (15, 4)], [False, True, True, False], 54, False, [False, False, False, True], 2588, 'East', (10, 4))
Element 24: (0, (10, 4), ['', '%', '%', '.'], [(12, 10), (15, 8), (15, 3)], [False, True, True, False], 52, False, [False, False, False, True], 3607, 'East', (11, 4))
Element 25: #1#
