Element 1: (3, (17, 4), ['.', '%', '%', '%'], [(16, 6), (4, 2), (10, 1)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (16, 4))
Element 2: (3, (16, 4), ['.', '%', '', ''], [(17, 6), (4, 3), (11, 1)], [False, True, False, False], 96, False, [True, False, False, False], 1058, 'West', (15, 4))
Element 3: (3, (15, 4), ['.', '.', '%', ''], [(18, 6), (4, 4), (12, 1)], [False, False, True, False], 94, False, [True, True, False, False], 1097, 'South', (15, 3))
Element 4: (3, (15, 3), ['%', '.', '', '%'], [(18, 7), (5, 4), (13, 1)], [True, False, False, True], 92, False, [False, True, False, False], 1136, 'South', (15, 2))
Element 5: (3, (15, 2), ['%', '.', '', '.'], [(18, 8), (6, 4), (13, 2)], [True, False, False, False], 90, False, [False, True, False, True], 1175, 'East', (16, 2))
Element 6: (3, (16, 2), ['', '.', '%', '.'], [(18, 9), (7, 4), (13, 3)], [False, False, True, False], 88, False, [False, True, False, True], 1214, 'East', (17, 2))
Element 7: (3, (17, 2), ['', '.', '%', ''], [(18, 10), (7, 5), (13, 4)], [False, False, True, False], 86, False, [False, True, False, False], 2243, 'South', (17, 1))
Element 8: (3, (17, 1), ['.', '%', '', '.'], [(17, 10), (6, 5), (14, 4)], [False, True, False, False], 84, False, [True, False, False, True], 2282, 'East', (18, 1))
Element 9: (3, (18, 1), ['', '%', '', '%'], [(16, 10), (6, 6), (15, 4)], [False, True, False, True], 82, False, [False, False, False, False], 2311, 'North', (18, 2))
Element 10: (3, (18, 2), ['', '', '.', '%'], [(15, 10), (6, 7), (16, 4)], [False, False, False, True], 80, False, [False, False, True, False], 2330, 'North', (18, 3))
Element 11: (3, (18, 3), ['%', '', '%', '%'], [(15, 9), (6, 8), (17, 4)], [True, False, True, True], 78, False, [False, False, False, False], 2359, 'South', (18, 2))
Element 12: (3, (18, 2), ['', '', '', '%'], [(15, 8), (7, 8), (16, 4)], [False, False, False, True], 76, False, [False, False, False, False], 2378, 'South', (18, 1))
Element 13: (3, (18, 1), ['', '%', '', '%'], [(16, 8), (8, 8), (16, 5)], [False, True, False, True], 74, False, [False, False, False, False], 2397, 'West', (17, 1))
Element 14: (3, (17, 1), ['.', '%', '', ''], [(16, 7), (9, 8), (16, 6)], [False, True, False, False], 72, False, [True, False, False, False], 2416, 'West', (16, 1))
Element 15: (3, (16, 1), ['.', '%', '', ''], [(16, 8), (10, 8), (15, 6)], [False, True, False, False], 70, False, [True, False, False, False], 2445, 'West', (15, 1))
Element 16: (3, (15, 1), ['%', '%', '', ''], [(15, 8), (11, 8), (14, 6)], [True, True, False, False], 68, False, [False, False, False, False], 2474, 'East', (16, 1))
Element 17: (3, (16, 1), ['', '%', '', ''], [(14, 8), (12, 8), (13, 6)], [False, True, False, False], 66, False, [False, False, False, False], 2503, 'East', (17, 1))
Element 18: (3, (17, 1), ['', '%', '', ''], [(13, 8), (11, 8), (13, 7)], [False, True, False, False], 64, False, [False, False, False, False], 2522, 'North', (17, 2))
Element 19: (3, (17, 2), ['', '', '%', ''], [(13, 9), (10, 8), (13, 8)], [False, False, True, False], 62, False, [False, False, False, False], 2531, 'East', (18, 2))
Element 20: (3, (18, 2), ['', '', '', '%'], [(13, 10), (10, 7), (14, 8)], [False, False, False, True], 60, False, [False, False, False, False], 2540, 'West', (17, 2))
Element 21: (3, (17, 2), ['', '', '%', ''], [(12, 10), (10, 6), (15, 8)], [False, False, True, False], 58, False, [False, False, False, False], 3539, 'West', (16, 2))
Element 22: #1#
