Element 1: (2, (16, 6), ['.', '.', '.', '.'], [(9, 8), (1, 8), (18, 5)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (17, 6))
Element 2: (2, (17, 6), ['', '%', '%', 'G'], [(10, 8), (1, 9), (18, 6)], [False, True, True, False], 96, False, [False, False, False, False], 58, 'West', (16, 6))
Element 3: (2, (16, 6), ['.', '.', '.', ''], [(11, 8), (1, 10), (18, 7)], [False, False, False, False], 94, False, [True, True, True, False], 87, 'North', (16, 7))
Element 4: (2, (16, 7), ['%', '', '.', '%'], [(12, 8), (2, 10), (18, 8)], [True, False, False, True], 92, False, [False, False, True, False], 126, 'North', (16, 8))
Element 5: (2, (16, 8), ['.', '', '%', '%'], [(13, 8), (3, 10), (18, 9)], [False, False, True, True], 90, False, [True, False, False, False], 165, 'West', (15, 8))
Element 6: (2, (15, 8), ['G', '%', '.', ''], [(14, 8), (4, 10), (18, 10)], [False, True, False, False], 88, False, [False, False, True, False], 204, 'North', (15, 9))
Element 7: (2, (15, 9), ['%', 'G', '.', '%'], [(15, 8), (4, 9), (17, 10)], [True, False, False, True], 86, False, [False, False, True, False], 233, 'North', (15, 10))
Element 8: (2, (15, 10), ['%', '', '%', 'G'], [(16, 8), (4, 8), (16, 10)], [True, False, True, False], 84, False, [False, False, False, False], 262, 'South', (15, 9))
Element 9: (2, (15, 9), ['%', '', 'G', '%'], [(16, 7), (5, 8), (15, 10)], [True, False, False, True], 82, False, [False, False, False, False], 271, 'South', (15, 8))
Element 10: (2, (15, 8), ['', '%', 'G', ''], [(16, 6), (6, 8), (15, 9)], [False, True, False, False], 80, False, [False, False, False, False], 280, 'East', (16, 8))
Element 11: (2, (16, 8), ['G', '', '%', '%'], [(16, 5), (7, 8), (15, 8)], [False, False, True, True], 78, False, [False, False, False, False], 299, 'South', (16, 7))
Element 12: (2, (16, 7), ['%', '', 'G', '%'], [(16, 4), (8, 8), (16, 8)], [True, False, False, True], 76, False, [False, False, False, False], 308, 'South', (16, 6))
Element 13: (2, (16, 6), ['.', '', 'G', ''], [(17, 4), (9, 8), (16, 7)], [False, False, False, False], 74, False, [True, False, False, False], 317, 'South', (16, 5))
Element 14: (2, (16, 5), ['%', 'G', 'G', '%'], [(16, 4), (10, 8), (16, 6)], [True, False, False, True], 72, False, [False, False, False, False], 316, 'Stop', (16, 5))
Element 15: (2, (16, 5), ['%', '', '', '%'], [(15, 4), (11, 8), (15, 6)], [True, False, False, True], 70, False, [False, False, False, False], 335, 'South', (16, 4))
Element 16: (2, (16, 4), ['', '%', '', ''], [(15, 3), (12, 8), (14, 6)], [False, True, False, False], 68, False, [False, False, False, False], 354, 'East', (17, 4))
Element 17: (2, (17, 4), ['', '%', '%', '%'], [(15, 2), (13, 8), (13, 6)], [False, True, True, True], 66, False, [False, False, False, False], 373, 'West', (16, 4))
Element 18: (2, (16, 4), ['', '%', '', ''], [(16, 2), (13, 9), (13, 7)], [False, True, False, False], 64, False, [False, False, False, False], 402, 'West', (15, 4))
Element 19: (2, (15, 4), ['.', '', '%', ''], [(17, 2), (13, 10), (13, 8)], [False, False, True, False], 62, False, [True, False, False, False], 421, 'West', (14, 4))
Element 20: (2, (14, 4), ['.', '%', '%', ''], [(17, 1), (12, 10), (14, 8)], [False, True, True, False], 60, False, [True, False, False, False], 1440, 'West', (13, 4))
Element 21: (2, (13, 4), ['.', '.', '.', ''], [(18, 1), (11, 10), (13, 8)], [False, False, False, False], 58, False, [True, True, True, False], 2459, 'North', (13, 5))
Element 22: (2, (13, 5), ['%', '', '', '%'], [(18, 2), (10, 10), (13, 9)], [True, False, False, True], 56, False, [False, False, False, False], 2478, 'North', (13, 6))
Element 23: (2, (13, 6), ['%', '', '', ''], [(18, 3), (9, 10), (13, 10)], [True, False, False, False], 54, False, [False, False, False, False], 2497, 'East', (14, 6))
Element 24: (2, (14, 6), ['', '%', '%', ''], [(18, 2), (8, 10), (12, 10)], [False, True, True, False], 52, False, [False, False, False, False], 2506, 'East', (15, 6))
