Element 1: (3, (16, 10), ['.', '%', '%', '.'], [(6, 4), (11, 1), (13, 2)], [False, True, True, False], 98, False, [True, False, False, True], 1019, 'East', (17, 10))
Element 2: (3, (17, 10), ['', '%', '%', '.'], [(7, 4), (12, 1), (13, 3)], [False, True, True, False], 96, False, [False, False, False, True], 1058, 'East', (18, 10))
Element 3: (3, (18, 10), ['', '.', '%', '%'], [(7, 5), (13, 1), (13, 4)], [False, False, True, True], 94, False, [False, True, False, False], 2087, 'South', (18, 9))
Element 4: (3, (18, 9), ['%', '.', '', '%'], [(6, 5), (13, 2), (14, 4)], [True, False, False, True], 92, False, [False, True, False, False], 2116, 'South', (18, 8))
Element 5: (3, (18, 8), ['%', '.', '', '%'], [(6, 6), (13, 3), (15, 4)], [True, False, False, True], 90, False, [False, True, False, False], 2145, 'South', (18, 7))
Element 6: (3, (18, 7), ['%', '.', '', '%'], [(6, 7), (13, 4), (16, 4)], [True, False, False, True], 88, False, [False, True, False, False], 2174, 'South', (18, 6))
Element 7: (3, (18, 6), ['.', '.', '', '%'], [(6, 8), (13, 5), (17, 4)], [False, False, False, True], 86, False, [True, True, False, False], 2213, 'South', (18, 5))
Element 8: (3, (18, 5), ['%', '%', '', '%'], [(7, 8), (13, 6), (16, 4)], [True, True, False, True], 84, False, [False, False, False, False], 2242, 'North', (18, 6))
Element 9: (3, (18, 6), ['.', '', '', '%'], [(8, 8), (14, 6), (16, 5)], [False, False, False, True], 82, False, [True, False, False, False], 2271, 'West', (17, 6))
Element 10: (3, (17, 6), ['G', '%', '%', ''], [(9, 8), (15, 6), (16, 6)], [False, True, True, False], 80, False, [False, False, False, False], 2310, 'East', (18, 6))
Element 11: (3, (18, 6), ['', '', '', '%'], [(10, 8), (14, 6), (16, 7)], [False, False, False, True], 78, False, [False, False, False, False], 2329, 'North', (18, 7))
Element 12: (3, (18, 7), ['%', '', '', '%'], [(11, 8), (13, 6), (16, 8)], [True, False, False, True], 76, False, [False, False, False, False], 2348, 'North', (18, 8))
Element 13: (3, (18, 8), ['%', '', '', '%'], [(12, 8), (13, 7), (15, 8)], [True, False, False, True], 74, False, [False, False, False, False], 2377, 'North', (18, 9))
Element 14: (3, (18, 9), ['%', '', '', '%'], [(13, 8), (13, 6), (15, 9)], [True, False, False, True], 72, False, [False, False, False, False], 2396, 'North', (18, 10))
Element 15: (3, (18, 10), ['', '', '%', '%'], [(14, 8), (13, 5), (15, 10)], [False, False, True, True], 70, False, [False, False, False, False], 2415, 'West', (17, 10))
Element 16: (3, (17, 10), ['G', '%', '%', ''], [(15, 8), (13, 4), (16, 10)], [False, True, True, False], 68, False, [False, False, False, False], 2414, 'East', (18, 10))
Element 17: (3, (18, 10), ['G', '', '%', '%'], [(16, 8), (12, 4), (17, 10)], [False, False, True, True], 66, False, [False, False, False, False], 2423, 'West', (17, 10))
Element 18: (3, (17, 10), ['', '%', '%', 'G'], [(16, 7), (11, 4), (18, 10)], [False, True, True, False], 64, False, [False, False, False, False], 2432, 'West', (16, 10))
Element 19: (3, (16, 10), ['', '%', '%', ''], [(16, 6), (10, 4), (18, 9)], [False, True, True, False], 62, False, [False, False, False, False], 2441, 'Stop', (16, 10))
Element 20: (3, (16, 10), ['', '%', '%', ''], [(17, 6), (9, 4), (18, 8)], [False, True, True, False], 60, False, [False, False, False, False], 2450, 'East', (17, 10))
Element 21: (3, (17, 10), ['', '%', '%', ''], [(18, 6), (8, 4), (18, 7)], [False, True, True, False], 58, False, [False, False, False, False], 2449, 'East', (18, 10))
Element 22: (3, (18, 10), ['', '', '%', '%'], [(18, 5), (7, 4), (18, 6)], [False, False, True, True], 56, False, [False, False, False, False], 2448, 'South', (18, 9))
Element 23: (3, (18, 9), ['%', '', '', '%'], [(18, 5), (7, 5), (17, 6)], [True, False, False, True], 54, False, [False, False, False, False], 2447, 'South', (18, 8))
Element 24: (3, (18, 8), ['%', '', '', '%'], [(18, 6), (6, 5), (16, 6)], [True, False, False, True], 52, False, [False, False, False, False], 2446, 'South', (18, 7))
Element 25: (3, (18, 7), ['%', '', '', '%'], [(17, 6), (6, 6), (15, 6)], [True, False, False, True], 50, False, [False, False, False, False], 2445, 'South', (18, 6))
Element 26: (3, (18, 6), ['G', '', '', '%'], [(17, 6), (5, 6), (14, 6)], [False, False, False, True], 48, False, [False, False, False, False], 2454, 'South', (18, 5))
Element 27: (3, (18, 5), ['%', '%', '', '%'], [(16, 6), (4, 6), (13, 6)], [True, True, False, True], 46, False, [False, False, False, False], 2463, 'North', (18, 6))
Element 28: (3, (18, 6), ['', '', '', '%'], [(15, 6), (3, 6), (13, 7)], [False, False, False, True], 44, False, [False, False, False, False], 2472, 'North', (18, 7))
Element 29: (3, (18, 7), ['%', '', '', '%'], [(14, 6), (3, 7), (13, 8)], [True, False, False, True], 42, False, [False, False, False, False], 2481, 'North', (18, 8))
Element 30: (3, (18, 8), ['%', '', '', '%'], [(13, 6), (3, 8), (13, 9)], [True, False, False, True], 40, False, [False, False, False, False], 2500, 'North', (18, 9))
Element 31: (3, (18, 9), ['%', '', '', '%'], [(13, 7), (4, 8), (13, 10)], [True, False, False, True], 38, False, [False, False, False, False], 2519, 'North', (18, 10))
Element 32: (3, (18, 10), ['', '', '%', '%'], [(13, 6), (5, 8), (12, 10)], [False, False, True, True], 36, False, [False, False, False, False], 3528, 'West', (17, 10))
Element 33: #1#
