Element 1: (1, (3, 6), ['.', '.', '.', '.'], [(12, 10), (4, 2), (6, 7)], [False, False, False, False], 98, False, [True, True, True, True], 999, 'East', (4, 6))
Element 2: (1, (4, 6), ['', '%', '%', '.'], [(11, 10), (4, 3), (6, 8)], [False, True, True, False], 96, False, [False, False, False, True], 2028, 'East', (5, 6))
Element 3: (1, (5, 6), ['', '%', '%', '.'], [(10, 10), (4, 4), (7, 8)], [False, True, True, False], 94, False, [False, False, False, True], 2067, 'East', (6, 6))
Element 4: (1, (6, 6), ['', '.', '', '%'], [(9, 10), (5, 4), (8, 8)], [False, False, False, True], 92, False, [False, True, False, False], 2106, 'South', (6, 5))
Element 5: (1, (6, 5), ['%', 'G', '', 'F'], [(8, 10), (6, 4), (9, 8)], [True, False, False, False], 90, False, [False, False, False, False], 2145, 'East', (7, 5))
Element 6: (1, (7, 5), ['', 'G', '%', '%'], [(7, 10), (7, 4), (10, 8)], [False, False, True, True], 88, False, [False, False, False, False], 3174, 'West', (6, 5))
Element 7: (1, (6, 5), ['%', '', '', ''], [(6, 10), (8, 4), (11, 8)], [True, False, False, False], 86, False, [False, False, False, False], 3193, 'North', (6, 6))
Element 8: (1, (6, 6), ['', '', '', '%'], [(6, 9), (9, 4), (12, 8)], [False, False, False, True], 84, False, [False, False, False, False], 3222, 'North', (6, 7))
Element 9: (1, (6, 7), ['%', '', 'G', '%'], [(6, 8), (10, 4), (13, 8)], [True, False, False, True], 82, False, [False, False, False, False], 3241, 'South', (6, 6))
Element 10: (1, (6, 6), ['', '', '', '%'], [(5, 8), (11, 4), (14, 8)], [False, False, False, True], 80, False, [False, False, False, False], 3270, 'West', (5, 6))
Element 11: (1, (5, 6), ['', '%', '%', ''], [(4, 8), (12, 4), (15, 8)], [False, True, True, False], 78, False, [False, False, False, False], 3299, 'West', (4, 6))
Element 12: (1, (4, 6), ['', '%', '%', ''], [(4, 9), (13, 4), (16, 8)], [False, True, True, False], 76, False, [False, False, False, False], 3328, 'West', (3, 6))
Element 13: (1, (3, 6), ['.', '.', '.', ''], [(4, 10), (14, 4), (16, 7)], [False, False, False, False], 74, False, [True, True, True, False], 3357, 'North', (3, 7))
Element 14: (1, (3, 7), ['%', '', '.', '%'], [(3, 10), (15, 4), (16, 6)], [True, False, False, True], 72, False, [False, False, True, False], 3396, 'North', (3, 8))
Element 15: (1, (3, 8), ['%', '', '%', ''], [(2, 10), (16, 4), (17, 6)], [True, False, True, False], 70, False, [False, False, False, False], 3435, 'East', (4, 8))
Element 16: (1, (4, 8), ['', '%', '', ''], [(1, 10), (17, 4), (18, 6)], [False, True, False, False], 68, False, [False, False, False, False], 3464, 'East', (5, 8))
Element 17: (1, (5, 8), ['', '%', '%', ''], [(1, 9), (16, 4), (18, 7)], [False, True, True, False], 66, False, [False, False, False, False], 3483, 'East', (6, 8))
