Element 1: (0, (13, 1), ['.', '%', '.', '%'], [(3, 8), (5, 6), (6, 1)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (13, 2))
Element 2: (0, (13, 2), ['.', '', '.', '%'], [(4, 8), (6, 6), (7, 1)], [False, False, False, True], 96, False, [True, False, True, False], 39, 'North', (13, 3))
Element 3: (0, (13, 3), ['%', '', '.', '%'], [(5, 8), (6, 7), (8, 1)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (13, 4))
Element 4: (0, (13, 4), ['.', '', '.', '.'], [(6, 8), (6, 6), (9, 1)], [False, False, False, False], 92, False, [True, False, True, True], 107, 'East', (14, 4))
Element 5: (0, (14, 4), ['', '%', '%', '.'], [(7, 8), (6, 5), (10, 1)], [False, True, True, False], 90, False, [False, False, False, True], 146, 'East', (15, 4))
Element 6: (0, (15, 4), ['', '.', '%', '.'], [(8, 8), (7, 5), (11, 1)], [False, False, True, False], 88, False, [False, True, False, True], 2165, 'East', (16, 4))
Element 7: (0, (16, 4), ['', '%', '.', '.'], [(9, 8), (7, 4), (12, 1)], [False, True, False, False], 86, False, [False, False, True, True], 2204, 'East', (17, 4))
Element 8: (0, (17, 4), ['', '%', '%', '%'], [(10, 8), (6, 4), (12, 2)], [False, True, True, True], 84, False, [False, False, False, False], 2243, 'West', (16, 4))
Element 9: (0, (16, 4), ['', '%', '.', ''], [(11, 8), (6, 3), (11, 2)], [False, True, False, False], 82, False, [False, False, True, False], 2272, 'North', (16, 5))
Element 10: (0, (16, 5), ['%', '', '.', '%'], [(12, 8), (6, 2), (10, 2)], [True, False, False, True], 80, False, [False, False, True, False], 2311, 'North', (16, 6))
Element 11: (0, (16, 6), ['.', '', '.', '.'], [(13, 8), (7, 2), (9, 2)], [False, False, False, False], 78, False, [True, False, True, True], 2350, 'East', (17, 6))
Element 12: (0, (17, 6), ['', '%', '%', '.'], [(14, 8), (8, 2), (10, 2)], [False, True, True, False], 76, False, [False, False, False, True], 2379, 'East', (18, 6))
Element 13: (0, (18, 6), ['', '.', '.', '%'], [(15, 8), (9, 2), (11, 2)], [False, False, False, True], 74, False, [False, True, True, False], 2398, 'North', (18, 7))
Element 14: (0, (18, 7), ['%', '', '.', '%'], [(16, 8), (10, 2), (12, 2)], [True, False, False, True], 72, False, [False, False, True, False], 2417, 'North', (18, 8))
Element 15: (0, (18, 8), ['%', '', '.', '%'], [(16, 7), (11, 2), (13, 2)], [True, False, False, True], 70, False, [False, False, True, False], 2436, 'North', (18, 9))
Element 16: (0, (18, 9), ['%', '', '.', '%'], [(16, 6), (12, 2), (13, 3)], [True, False, False, True], 68, False, [False, False, True, False], 2445, 'North', (18, 10))
Element 17: (0, (18, 10), ['.', '', '%', '%'], [(15, 6), (13, 2), (13, 4)], [False, False, True, True], 66, False, [True, False, False, False], 2464, 'West', (17, 10))
Element 18: (0, (17, 10), ['.', '%', '%', ''], [(14, 6), (13, 3), (13, 5)], [False, True, True, False], 64, False, [True, False, False, False], 2493, 'West', (16, 10))
Element 19: (0, (16, 10), ['.', '%', '%', ''], [(13, 6), (13, 4), (13, 5)], [False, True, True, False], 62, False, [True, False, False, False], 2512, 'West', (15, 10))
Element 20: (0, (15, 10), ['%', '.', '%', ''], [(13, 7), (12, 4), (13, 4)], [True, False, True, False], 60, False, [False, True, False, False], 2541, 'South', (15, 9))
Element 21: (0, (15, 9), ['%', '', '', '%'], [(13, 6), (11, 4), (13, 4)], [True, False, False, True], 58, False, [False, False, False, False], 2560, 'South', (15, 8))
Element 22: (0, (15, 8), ['', '%', '', ''], [(14, 6), (10, 4), (14, 4)], [False, True, False, False], 56, False, [False, False, False, False], 2569, 'East', (16, 8))
Element 23: (0, (16, 8), ['', '', '%', '%'], [(15, 6), (9, 4), (15, 4)], [False, False, True, True], 54, False, [False, False, False, False], 2578, 'South', (16, 7))
Element 24: (0, (16, 7), ['%', 'G', '', '%'], [(16, 6), (8, 4), (15, 3)], [True, False, False, True], 52, False, [False, False, False, False], 2587, 'North', (16, 8))
Element 25: (0, (16, 8), ['', '', '%', '%'], [(17, 6), (9, 4), (15, 2)], [False, False, True, True], 50, False, [False, False, False, False], 2596, 'West', (15, 8))
Element 26: (0, (15, 8), ['', '%', '', ''], [(18, 6), (10, 4), (16, 2)], [False, True, False, False], 48, False, [False, False, False, False], 2605, 'West', (14, 8))
Element 27: (0, (14, 8), ['', '%', '%', ''], [(18, 5), (11, 4), (17, 2)], [False, True, True, False], 46, False, [False, False, False, False], 2624, 'West', (13, 8))
Element 28: (0, (13, 8), ['', '', '.', ''], [(18, 6), (12, 4), (17, 1)], [False, False, False, False], 44, False, [False, False, True, False], 2633, 'North', (13, 9))
Element 29: (0, (13, 9), ['%', '', '.', '%'], [(18, 7), (13, 4), (18, 1)], [True, False, False, True], 42, False, [False, False, True, False], 2652, 'North', (13, 10))
Element 30: (0, (13, 10), ['F', '', '%', '%'], [(18, 8), (14, 4), (18, 2)], [False, False, True, True], 40, False, [False, False, False, False], 2661, 'West', (12, 10))
Element 31: (0, (12, 10), ['F', '%', '%', ''], [(18, 9), (15, 4), (18, 3)], [False, True, True, False], 38, False, [False, False, False, False], 3670, 'West', (11, 10))
Element 32: #1#
