Element 1: (1, (4, 1), ['.', '%', '.', '%'], [(13, 8), (8, 6), (11, 8)], [False, True, False, True], 98, False, [True, False, True, False], 9, 'North', (4, 2))
Element 2: (1, (4, 2), ['.', '', '.', '%'], [(14, 8), (9, 6), (10, 8)], [False, False, False, True], 96, False, [True, False, True, False], 38, 'North', (4, 3))
Element 3: (1, (4, 3), ['%', '', '.', '%'], [(15, 8), (10, 6), (9, 8)], [True, False, False, True], 94, False, [False, False, True, False], 67, 'North', (4, 4))
Element 4: (1, (4, 4), ['.', '', '%', '.'], [(16, 8), (11, 6), (8, 8)], [False, False, True, False], 92, False, [True, False, False, True], 106, 'East', (5, 4))
Element 5: (1, (5, 4), ['', '%', '%', '.'], [(16, 7), (10, 6), (7, 8)], [False, True, True, False], 90, False, [False, False, False, True], 135, 'East', (6, 4))
Element 6: (1, (6, 4), ['', '.', '.', '.'], [(16, 6), (10, 7), (6, 8)], [False, False, False, False], 88, False, [False, True, True, True], 164, 'East', (7, 4))
Element 7: (1, (7, 4), ['', '%', 'F', ''], [(17, 6), (10, 8), (6, 9)], [False, True, False, False], 86, False, [False, False, False, False], 193, 'North', (7, 5))
Element 8: (1, (7, 5), ['.', '', '%', '%'], [(18, 6), (11, 8), (6, 10)], [False, False, True, True], 84, False, [True, False, False, False], 1212, 'West', (6, 5))
Element 9: (1, (6, 5), ['%', '', '.', ''], [(18, 7), (12, 8), (7, 10)], [True, False, False, False], 82, False, [False, False, True, False], 1241, 'North', (6, 6))
Element 10: (1, (6, 6), ['.', '', '.', '%'], [(18, 8), (13, 8), (8, 10)], [False, False, False, True], 80, False, [True, False, True, False], 1270, 'North', (6, 7))
Element 11: (1, (6, 7), ['%', '', '', '%'], [(18, 9), (13, 9), (9, 10)], [True, False, False, True], 78, False, [False, False, False, False], 1309, 'North', (6, 8))
Element 12: (1, (6, 8), ['.', '', '', ''], [(18, 10), (13, 10), (10, 10)], [False, False, False, False], 76, False, [True, False, False, False], 1338, 'West', (5, 8))
Element 13: (1, (5, 8), ['.', '%', '%', ''], [(17, 10), (12, 10), (11, 10)], [False, True, True, False], 74, False, [True, False, False, False], 3357, 'West', (4, 8))
Element 14: (1, (4, 8), ['.', '%', '.', ''], [(16, 10), (13, 10), (12, 10)], [False, True, False, False], 72, False, [True, False, True, False], 3376, 'North', (4, 9))
Element 15: (1, (4, 9), ['%', '', '.', '%'], [(15, 10), (13, 9), (13, 10)], [True, False, False, True], 70, False, [False, False, True, False], 3395, 'North', (4, 10))
Element 16: (1, (4, 10), ['.', '', '%', '%'], [(15, 9), (13, 8), (13, 9)], [False, False, True, True], 68, False, [True, False, False, False], 3414, 'West', (3, 10))
Element 17: (1, (3, 10), ['.', '%', '%', ''], [(15, 10), (13, 7), (13, 8)], [False, True, True, False], 66, False, [True, False, False, False], 3433, 'West', (2, 10))
Element 18: (1, (2, 10), ['.', '%', '%', ''], [(16, 10), (13, 6), (14, 8)], [False, True, True, False], 64, False, [True, False, False, False], 3452, 'West', (1, 10))
Element 19: (1, (1, 10), ['%', '.', '%', ''], [(17, 10), (14, 6), (15, 8)], [True, False, True, False], 62, False, [False, True, False, False], 3471, 'South', (1, 9))
Element 20: (1, (1, 9), ['%', '.', '', '%'], [(18, 10), (15, 6), (16, 8)], [True, False, False, True], 60, False, [False, True, False, False], 3490, 'South', (1, 8))
Element 21: (1, (1, 8), ['%', '.', '', '%'], [(18, 9), (16, 6), (16, 7)], [True, False, False, True], 58, False, [False, True, False, False], 3499, 'South', (1, 7))
Element 22: (1, (1, 7), ['%', '.', '', '%'], [(18, 8), (16, 5), (16, 6)], [True, False, False, True], 56, False, [False, True, False, False], 3518, 'South', (1, 6))
Element 23: (1, (1, 6), ['%', '.', '', '.'], [(18, 7), (16, 4), (17, 6)], [True, False, False, False], 54, False, [False, True, False, True], 3537, 'East', (2, 6))
Element 24: (1, (2, 6), ['', '%', '%', '.'], [(18, 8), (17, 4), (18, 6)], [False, True, True, False], 52, False, [False, False, False, True], 3556, 'East', (3, 6))
Element 25: (1, (3, 6), ['', '.', '.', '.'], [(18, 7), (16, 4), (18, 5)], [False, False, False, False], 50, False, [False, True, True, True], 3575, 'East', (4, 6))
Element 26: (1, (4, 6), ['', '%', '%', '.'], [(18, 8), (15, 4), (18, 6)], [False, True, True, False], 48, False, [False, False, False, True], 3594, 'East', (5, 6))
Element 27: (1, (5, 6), ['', '%', '%', ''], [(18, 7), (15, 3), (18, 7)], [False, True, True, False], 46, False, [False, False, False, False], 3613, 'West', (4, 6))
Element 28: (1, (4, 6), ['', '%', '%', ''], [(18, 6), (15, 2), (18, 8)], [False, True, True, False], 44, False, [False, False, False, False], 3622, 'West', (3, 6))
Element 29: (1, (3, 6), ['', '.', '.', ''], [(18, 5), (16, 2), (18, 9)], [False, False, False, False], 42, False, [False, True, True, False], 3631, 'North', (3, 7))
Element 30: (1, (3, 7), ['%', '', '.', '%'], [(18, 6), (17, 2), (18, 10)], [True, False, False, True], 40, False, [False, False, True, False], 3650, 'North', (3, 8))
Element 31: (1, (3, 8), ['%', '', '%', ''], [(17, 6), (17, 1), (17, 10)], [True, False, True, False], 38, False, [False, False, False, False], 3669, 'South', (3, 7))
Element 32: (1, (3, 7), ['%', '', '', '%'], [(16, 6), (18, 1), (16, 10)], [True, False, False, True], 36, False, [False, False, False, False], 3678, 'South', (3, 6))
Element 33: (1, (3, 6), ['', '.', '', ''], [(16, 7), (18, 2), (15, 10)], [False, False, False, False], 34, False, [False, True, False, False], 3677, 'South', (3, 5))
Element 34: (1, (3, 5), ['%', '.', '', '%'], [(16, 8), (18, 3), (15, 9)], [True, False, False, True], 32, False, [False, True, False, False], 3696, 'South', (3, 4))
Element 35: (1, (3, 4), ['%', '%', '', ''], [(15, 8), (18, 2), (15, 10)], [True, True, False, False], 30, False, [False, False, False, False], 3705, 'North', (3, 5))
Element 36: (1, (3, 5), ['%', '', '', '%'], [(15, 9), (18, 1), (16, 10)], [True, False, False, True], 28, False, [False, False, False, False], 3704, 'North', (3, 6))
Element 37: (1, (3, 6), ['', '', '', ''], [(15, 8), (17, 1), (17, 10)], [False, False, False, False], 26, False, [False, False, False, False], 3703, 'West', (2, 6))
Element 38: (1, (2, 6), ['', '%', '%', ''], [(14, 8), (16, 1), (18, 10)], [False, True, True, False], 24, False, [False, False, False, False], 3712, 'West', (1, 6))
Element 39: (1, (1, 6), ['%', '.', '', ''], [(13, 8), (15, 1), (18, 9)], [True, False, False, False], 22, False, [False, True, False, False], 3721, 'South', (1, 5))
Element 40: (1, (1, 5), ['%', '.', '', '%'], [(13, 9), (16, 1), (18, 8)], [True, False, False, True], 20, False, [False, True, False, False], 3730, 'South', (1, 4))
Element 41: (1, (1, 4), ['%', '.', '', '%'], [(13, 10), (17, 1), (18, 7)], [True, False, False, True], 18, False, [False, True, False, False], 3739, 'South', (1, 3))
Element 42: (1, (1, 3), ['%', '.', '', '%'], [(12, 10), (17, 2), (18, 6)], [True, False, False, True], 16, False, [False, True, False, False], 3748, 'South', (1, 2))
Element 43: (1, (1, 2), ['%', '', '', '.'], [(11, 10), (18, 2), (17, 6)], [True, False, False, False], 14, False, [False, False, False, True], 3757, 'East', (2, 2))
Element 44: (1, (2, 2), ['', '.', '%', '.'], [(10, 10), (17, 2), (16, 6)], [False, False, True, False], 12, False, [False, True, False, True], 3766, 'East', (3, 2))
