Element 1: (3, (16, 1), ['.', '%', '.', '.'], [(4, 2), (4, 8), (7, 4)], [False, True, False, False], 98, False, [True, False, True, True], 29, 'East', (17, 1))
Element 2: (3, (17, 1), ['', '%', '.', '.'], [(4, 3), (5, 8), (7, 5)], [False, True, False, False], 96, False, [False, False, True, True], 1058, 'East', (18, 1))
Element 3: (3, (18, 1), ['', '%', '', '%'], [(4, 4), (6, 8), (6, 5)], [False, True, False, True], 94, False, [False, False, False, False], 1097, 'North', (18, 2))
Element 4: (3, (18, 2), ['.', '', '.', '%'], [(5, 4), (7, 8), (6, 6)], [False, False, False, True], 92, False, [True, False, True, False], 1126, 'North', (18, 3))
Element 5: (3, (18, 3), ['%', '', '%', '%'], [(6, 4), (8, 8), (6, 7)], [True, False, True, True], 90, False, [False, False, False, False], 1155, 'South', (18, 2))
Element 6: (3, (18, 2), ['.', '', '', '%'], [(6, 3), (9, 8), (6, 8)], [False, False, False, True], 88, False, [True, False, False, False], 1174, 'West', (17, 2))
Element 7: (3, (17, 2), ['.', '', '%', ''], [(6, 2), (10, 8), (6, 9)], [False, False, True, False], 86, False, [True, False, False, False], 1213, 'West', (16, 2))
Element 8: (3, (16, 2), ['.', '', '%', ''], [(7, 2), (11, 8), (6, 10)], [False, False, True, False], 84, False, [True, False, False, False], 1252, 'West', (15, 2))
Element 9: (3, (15, 2), ['%', '.', '.', ''], [(8, 2), (12, 8), (7, 10)], [True, False, False, False], 82, False, [False, True, True, False], 1291, 'North', (15, 3))
Element 10: (3, (15, 3), ['%', '', '.', '%'], [(9, 2), (13, 8), (8, 10)], [True, False, False, True], 80, False, [False, False, True, False], 1330, 'North', (15, 4))
Element 11: (3, (15, 4), ['.', '', '%', '.'], [(10, 2), (14, 8), (9, 10)], [False, False, True, False], 78, False, [True, False, False, True], 1369, 'East', (16, 4))
Element 12: (3, (16, 4), ['', '%', '.', '.'], [(11, 2), (15, 8), (10, 10)], [False, True, False, False], 76, False, [False, False, True, True], 1408, 'East', (17, 4))
Element 13: (3, (17, 4), ['', '%', '%', '%'], [(11, 1), (16, 8), (11, 10)], [False, True, True, True], 74, False, [False, False, False, False], 3427, 'West', (16, 4))
Element 14: #1#
