Element 1: (0, (8, 8), ['.', '%', '%', '.'], [(1, 9), (2, 2), (6, 9)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (9, 8))
Element 2: (0, (9, 8), ['', '', '%', '.'], [(1, 10), (3, 2), (6, 10)], [False, False, True, False], 96, False, [False, False, False, True], 39, 'East', (10, 8))
Element 3: (0, (10, 8), ['', '', '%', '.'], [(2, 10), (4, 2), (7, 10)], [False, False, True, False], 94, False, [False, False, False, True], 78, 'East', (11, 8))
Element 4: (0, (11, 8), ['', '%', '%', '.'], [(3, 10), (4, 3), (8, 10)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (12, 8))
Element 5: (0, (12, 8), ['', '%', '%', '.'], [(4, 10), (4, 4), (9, 10)], [False, True, True, False], 90, False, [False, False, False, True], 156, 'East', (13, 8))
Element 6: (0, (13, 8), ['', '.', '.', '.'], [(4, 9), (5, 4), (10, 10)], [False, False, False, False], 88, False, [False, True, True, True], 195, 'East', (14, 8))
Element 7: (0, (14, 8), ['', '%', '%', '.'], [(4, 8), (6, 4), (11, 10)], [False, True, True, False], 86, False, [False, False, False, True], 1224, 'East', (15, 8))
Element 8: (0, (15, 8), ['', '%', '.', '.'], [(5, 8), (7, 4), (12, 10)], [False, True, False, False], 84, False, [False, False, True, True], 2253, 'East', (16, 8))
Element 9: (0, (16, 8), ['', '.', '%', '%'], [(6, 8), (7, 5), (13, 10)], [False, False, True, True], 82, False, [False, True, False, False], 3282, 'South', (16, 7))
Element 10: (0, (16, 7), ['%', '.', '', '%'], [(7, 8), (6, 5), (13, 9)], [True, False, False, True], 80, False, [False, True, False, False], 3321, 'South', (16, 6))
Element 11: (0, (16, 6), ['.', '.', '', '.'], [(8, 8), (6, 6), (13, 8)], [False, False, False, False], 78, False, [True, True, False, True], 3340, 'East', (17, 6))
Element 12: (0, (17, 6), ['', '%', '%', '.'], [(9, 8), (6, 7), (13, 7)], [False, True, True, False], 76, False, [False, False, False, True], 3369, 'East', (18, 6))
Element 13: (0, (18, 6), ['', '.', '.', '%'], [(10, 8), (6, 8), (13, 6)], [False, False, False, True], 74, False, [False, True, True, False], 3388, 'North', (18, 7))
