Element 1: (2, (13, 4), ['.', '.', '.', '.'], [(12, 8), (4, 4), (16, 5)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (14, 4))
Element 2: (2, (14, 4), ['', '%', '%', '.'], [(13, 8), (5, 4), (16, 6)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (15, 4))
Element 3: (2, (15, 4), ['', '.', '%', '.'], [(14, 8), (6, 4), (17, 6)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (16, 4))
Element 4: (2, (16, 4), ['', '%', '', '.'], [(15, 8), (7, 4), (18, 6)], [False, True, False, False], 92, False, [False, False, False, True], 136, 'East', (17, 4))
Element 5: (2, (17, 4), ['', '%', '%', '%'], [(16, 8), (7, 5), (18, 7)], [False, True, True, True], 90, False, [False, False, False, False], 1165, 'West', (16, 4))
Element 6: (2, (16, 4), ['', '%', '', ''], [(16, 7), (6, 5), (18, 8)], [False, True, False, False], 88, False, [False, False, False, False], 1194, 'North', (16, 5))
Element 7: (2, (16, 5), ['%', '', 'G', '%'], [(16, 6), (6, 6), (18, 9)], [True, False, False, True], 86, False, [False, False, False, False], 1213, 'South', (16, 4))
Element 8: (2, (16, 4), ['', '%', '', ''], [(15, 6), (6, 7), (18, 10)], [False, True, False, False], 84, False, [False, False, False, False], 1242, 'West', (15, 4))
Element 9: (2, (15, 4), ['', '.', '%', ''], [(14, 6), (6, 8), (17, 10)], [False, False, True, False], 82, False, [False, True, False, False], 1271, 'South', (15, 3))
Element 10: (2, (15, 3), ['%', '.', '', '%'], [(13, 6), (7, 8), (16, 10)], [True, False, False, True], 80, False, [False, True, False, False], 1310, 'South', (15, 2))
Element 11: (2, (15, 2), ['%', '.', '', '.'], [(13, 7), (8, 8), (15, 10)], [True, False, False, False], 78, False, [False, True, False, True], 1349, 'East', (16, 2))
Element 12: (2, (16, 2), ['', '.', '%', '.'], [(13, 6), (9, 8), (15, 9)], [False, False, True, False], 76, False, [False, True, False, True], 1378, 'East', (17, 2))
Element 13: (2, (17, 2), ['', '.', '%', ''], [(13, 5), (10, 8), (15, 8)], [False, False, True, False], 74, False, [False, True, False, False], 1407, 'South', (17, 1))
Element 14: (2, (17, 1), ['.', '%', '', '.'], [(13, 4), (11, 8), (16, 8)], [False, True, False, False], 72, False, [True, False, False, True], 1416, 'East', (18, 1))
Element 15: (2, (18, 1), ['', '%', '', '%'], [(13, 3), (12, 8), (16, 7)], [False, True, False, True], 70, False, [False, False, False, False], 1435, 'North', (18, 2))
Element 16: (2, (18, 2), ['', '', '.', '%'], [(13, 2), (13, 8), (16, 8)], [False, False, False, True], 68, False, [False, False, True, False], 1444, 'North', (18, 3))
Element 17: (2, (18, 3), ['%', '', '%', '%'], [(13, 1), (13, 9), (15, 8)], [True, False, True, True], 66, False, [False, False, False, False], 1473, 'South', (18, 2))
Element 18: (2, (18, 2), ['', '', '', '%'], [(12, 1), (13, 10), (14, 8)], [False, False, False, True], 64, False, [False, False, False, False], 1492, 'South', (18, 1))
Element 19: (2, (18, 1), ['', '%', '', '%'], [(11, 1), (12, 10), (13, 8)], [False, True, False, True], 62, False, [False, False, False, False], 3491, 'West', (17, 1))
Element 20: #1#
