Element 1: (0, (10, 4), ['.', '%', '%', '.'], [(4, 3), (13, 8), (16, 2)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (11, 4))
Element 2: (0, (11, 4), ['', '%', '%', '.'], [(4, 4), (14, 8), (17, 2)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (12, 4))
Element 3: (0, (12, 4), ['', '%', '%', '.'], [(5, 4), (15, 8), (17, 1)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (13, 4))
Element 4: (0, (13, 4), ['', '.', '.', '.'], [(6, 4), (16, 8), (18, 1)], [False, False, False, False], 92, False, [False, True, True, True], 117, 'East', (14, 4))
Element 5: (0, (14, 4), ['', '%', '%', '.'], [(7, 4), (16, 7), (18, 2)], [False, True, True, False], 90, False, [False, False, False, True], 146, 'East', (15, 4))
Element 6: (0, (15, 4), ['', '.', '%', '.'], [(7, 5), (16, 6), (18, 3)], [False, False, True, False], 88, False, [False, True, False, True], 1175, 'East', (16, 4))
Element 7: (0, (16, 4), ['', '%', '.', '.'], [(6, 5), (17, 6), (18, 2)], [False, True, False, False], 86, False, [False, False, True, True], 1204, 'East', (17, 4))
Element 8: (0, (17, 4), ['', '%', '%', '%'], [(6, 6), (18, 6), (18, 1)], [False, True, True, True], 84, False, [False, False, False, False], 1233, 'West', (16, 4))
Element 9: (0, (16, 4), ['', '%', '.', ''], [(6, 7), (18, 7), (17, 1)], [False, True, False, False], 82, False, [False, False, True, False], 1252, 'North', (16, 5))
Element 10: (0, (16, 5), ['%', '', '', '%'], [(6, 8), (18, 8), (16, 1)], [True, False, False, True], 80, False, [False, False, False, False], 1291, 'North', (16, 6))
Element 11: (0, (16, 6), ['.', '', '', ''], [(7, 8), (18, 9), (15, 1)], [False, False, False, False], 78, False, [True, False, False, False], 1320, 'West', (15, 6))
Element 12: (0, (15, 6), ['.', '%', '%', ''], [(8, 8), (18, 10), (15, 2)], [False, True, True, False], 76, False, [True, False, False, False], 1359, 'West', (14, 6))
Element 13: (0, (14, 6), ['.', '%', '%', ''], [(9, 8), (17, 10), (15, 3)], [False, True, True, False], 74, False, [True, False, False, False], 1398, 'West', (13, 6))
Element 14: (0, (13, 6), ['%', '.', '.', ''], [(10, 8), (16, 10), (15, 4)], [True, False, False, False], 72, False, [False, True, True, False], 1427, 'North', (13, 7))
Element 15: (0, (13, 7), ['%', '', '', '%'], [(11, 8), (15, 10), (16, 4)], [True, False, False, True], 70, False, [False, False, False, False], 1456, 'North', (13, 8))
Element 16: (0, (13, 8), ['G', '', '.', ''], [(12, 8), (15, 9), (17, 4)], [False, False, False, False], 68, False, [False, False, True, False], 1475, 'North', (13, 9))
Element 17: (0, (13, 9), ['%', 'G', '.', '%'], [(13, 8), (15, 10), (16, 4)], [True, False, False, True], 66, False, [False, False, True, False], 1484, 'North', (13, 10))
Element 18: (0, (13, 10), ['F', '', '%', '%'], [(14, 8), (16, 10), (16, 5)], [False, False, True, True], 64, False, [False, False, False, False], 1493, 'West', (12, 10))
Element 19: (0, (12, 10), ['F', '%', '%', ''], [(15, 8), (17, 10), (16, 6)], [False, True, True, False], 62, False, [False, False, False, False], 2492, 'West', (11, 10))
Element 20: (0, (11, 10), ['.', '%', '%', ''], [(16, 8), (18, 10), (17, 6)], [False, True, True, False], 60, False, [True, False, False, False], 3491, 'West', (10, 10))
