Element 1: (0, (4, 3), ['%', '.', '.', '%'], [(5, 8), (9, 10), (13, 4)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (4, 4))
Element 2: (0, (4, 4), ['.', '', '%', '.'], [(6, 8), (10, 10), (14, 4)], [False, False, True, False], 96, False, [True, False, False, True], 39, 'East', (5, 4))
Element 3: (0, (5, 4), ['', '%', '%', '.'], [(7, 8), (11, 10), (15, 4)], [False, True, True, False], 94, False, [False, False, False, True], 1068, 'East', (6, 4))
Element 4: (0, (6, 4), ['', '.', '.', '.'], [(8, 8), (12, 10), (16, 4)], [False, False, False, False], 92, False, [False, True, True, True], 2097, 'East', (7, 4))
Element 5: (0, (7, 4), ['', '%', 'F', ''], [(9, 8), (13, 10), (17, 4)], [False, True, False, False], 90, False, [False, False, False, False], 2136, 'North', (7, 5))
Element 6: (0, (7, 5), ['.', '', '%', '%'], [(10, 8), (13, 9), (16, 4)], [False, False, True, True], 88, False, [True, False, False, False], 3155, 'West', (6, 5))
Element 7: (0, (6, 5), ['%', '', '.', ''], [(11, 8), (13, 8), (16, 5)], [True, False, False, False], 86, False, [False, False, True, False], 3194, 'North', (6, 6))
Element 8: (0, (6, 6), ['.', '', '.', '%'], [(12, 8), (14, 8), (16, 6)], [False, False, False, True], 84, False, [True, False, True, False], 3233, 'North', (6, 7))
Element 9: (0, (6, 7), ['%', '', '', '%'], [(13, 8), (15, 8), (17, 6)], [True, False, False, True], 82, False, [False, False, False, False], 3262, 'North', (6, 8))
Element 10: (0, (6, 8), ['', '', '.', ''], [(13, 7), (16, 8), (18, 6)], [False, False, False, False], 80, False, [False, False, True, False], 3291, 'North', (6, 9))
Element 11: (0, (6, 9), ['%', '', '.', '%'], [(13, 6), (16, 7), (18, 7)], [True, False, False, True], 78, False, [False, False, True, False], 3330, 'North', (6, 10))
Element 12: (0, (6, 10), ['%', '', '%', '.'], [(14, 6), (16, 6), (18, 8)], [True, False, True, False], 76, False, [False, False, False, True], 3359, 'East', (7, 10))
Element 13: (0, (7, 10), ['', '%', '%', '.'], [(15, 6), (17, 6), (18, 9)], [False, True, True, False], 74, False, [False, False, False, True], 3388, 'East', (8, 10))
Element 14: (0, (8, 10), ['', '%', '%', ''], [(16, 6), (18, 6), (18, 10)], [False, True, True, False], 72, False, [False, False, False, False], 3407, 'East', (9, 10))
Element 15: (0, (9, 10), ['', '%', '%', ''], [(17, 6), (18, 5), (17, 10)], [False, True, True, False], 70, False, [False, False, False, False], 3426, 'East', (10, 10))
Element 16: (0, (10, 10), ['', '%', '%', ''], [(18, 6), (18, 5), (16, 10)], [False, True, True, False], 68, False, [False, False, False, False], 3435, 'East', (11, 10))
Element 17: (0, (11, 10), ['', '%', '%', ''], [(18, 7), (18, 6), (15, 10)], [False, True, True, False], 66, False, [False, False, False, False], 3444, 'East', (12, 10))
Element 18: (0, (12, 10), ['', '%', '%', ''], [(18, 8), (18, 6), (15, 9)], [False, True, True, False], 64, False, [False, False, False, False], 3453, 'East', (13, 10))
Element 19: (0, (13, 10), ['', '', '%', '%'], [(18, 9), (17, 6), (15, 8)], [False, False, True, True], 62, False, [False, False, False, False], 3452, 'South', (13, 9))
Element 20: (0, (13, 9), ['%', '', '', '%'], [(18, 10), (16, 6), (16, 8)], [True, False, False, True], 60, False, [False, False, False, False], 3451, 'South', (13, 8))
Element 21: (0, (13, 8), ['', '', '', ''], [(17, 10), (16, 5), (16, 7)], [False, False, False, False], 58, False, [False, False, False, False], 3450, 'East', (14, 8))
Element 22: (0, (14, 8), ['', '%', '%', ''], [(16, 10), (16, 4), (16, 8)], [False, True, True, False], 56, False, [False, False, False, False], 3449, 'East', (15, 8))
Element 23: (0, (15, 8), ['', '%', '', ''], [(15, 10), (17, 4), (16, 7)], [False, True, False, False], 54, False, [False, False, False, False], 3448, 'East', (16, 8))
Element 24: (0, (16, 8), ['', '', '%', '%'], [(15, 9), (16, 4), (16, 8)], [False, False, True, True], 52, False, [False, False, False, False], 3447, 'South', (16, 7))
Element 25: (0, (16, 7), ['%', '', 'G', '%'], [(15, 8), (15, 4), (16, 8)], [True, False, False, True], 50, False, [False, False, False, False], 3446, 'South', (16, 6))
Element 26: (0, (16, 6), ['', '', '', ''], [(14, 8), (15, 3), (16, 8)], [False, False, False, False], 48, False, [False, False, False, False], 3455, 'East', (17, 6))
Element 27: (0, (17, 6), ['', '%', '%', ''], [(15, 8), (15, 2), (16, 8)], [False, True, True, False], 46, False, [False, False, False, False], 3464, 'East', (18, 6))
Element 28: (0, (18, 6), ['', '', '', '%'], [(15, 9), (16, 2), (16, 8)], [False, False, False, True], 44, False, [False, False, False, False], 3473, 'North', (18, 7))
Element 29: (0, (18, 7), ['%', '', '', '%'], [(15, 10), (17, 2), (16, 8)], [True, False, False, True], 42, False, [False, False, False, False], 3482, 'North', (18, 8))
Element 30: (0, (18, 8), ['%', '', '', '%'], [(16, 10), (17, 1), (16, 8)], [True, False, False, True], 40, False, [False, False, False, False], 3491, 'North', (18, 9))
Element 31: (0, (18, 9), ['%', '', '', '%'], [(17, 10), (18, 1), (15, 8)], [True, False, False, True], 38, False, [False, False, False, False], 3500, 'North', (18, 10))
Element 32: (0, (18, 10), ['', '', '%', '%'], [(16, 10), (18, 2), (16, 8)], [False, False, True, True], 36, False, [False, False, False, False], 3499, 'West', (17, 10))
Element 33: (0, (17, 10), ['G', '%', '%', ''], [(16, 10), (18, 3), (16, 7)], [False, True, True, False], 34, False, [False, False, False, False], 3508, 'East', (18, 10))
Element 34: (0, (18, 10), ['', '', '%', '%'], [(16, 10), (18, 2), (16, 6)], [False, False, True, True], 32, False, [False, False, False, False], 3507, 'South', (18, 9))
Element 35: (0, (18, 9), ['%', '', '', '%'], [(16, 10), (18, 1), (16, 5)], [True, False, False, True], 30, False, [False, False, False, False], 3506, 'South', (18, 8))
Element 36: (0, (18, 8), ['%', '', '', '%'], [(16, 10), (17, 1), (16, 6)], [True, False, False, True], 28, False, [False, False, False, False], 3505, 'South', (18, 7))
Element 37: (0, (18, 7), ['%', '', '', '%'], [(16, 10), (16, 1), (17, 6)], [True, False, False, True], 26, False, [False, False, False, False], 3514, 'South', (18, 6))
Element 38: (0, (18, 6), ['', '', '', '%'], [(16, 10), (15, 1), (16, 6)], [False, False, False, True], 24, False, [False, False, False, False], 3523, 'South', (18, 5))
Element 39: (0, (18, 5), ['%', '%', '', '%'], [(16, 10), (16, 1), (16, 7)], [True, True, False, True], 22, False, [False, False, False, False], 3522, 'North', (18, 6))
