Element 1: (1, (6, 2), ['%', '.', '.', '.'], [(7, 5), (8, 1), (17, 10)], [True, False, False, False], 98, False, [False, True, True, True], 999, 'East', (7, 2))
Element 2: (1, (7, 2), ['', '.', '%', '.'], [(6, 5), (9, 1), (18, 10)], [False, False, True, False], 96, False, [False, True, False, True], 1038, 'East', (8, 2))
Element 3: (1, (8, 2), ['', '', '%', '.'], [(6, 6), (10, 1), (18, 9)], [False, False, True, False], 94, False, [False, False, False, True], 1077, 'East', (9, 2))
Element 4: (1, (9, 2), ['', '', '%', '.'], [(6, 7), (11, 1), (18, 8)], [False, False, True, False], 92, False, [False, False, False, True], 2106, 'East', (10, 2))
Element 5: (1, (10, 2), ['', '', '%', '.'], [(6, 8), (12, 1), (18, 7)], [False, False, True, False], 90, False, [False, False, False, True], 2145, 'East', (11, 2))
Element 6: (1, (11, 2), ['', '', '%', '.'], [(7, 8), (13, 1), (18, 6)], [False, False, True, False], 88, False, [False, False, False, True], 2184, 'East', (12, 2))
Element 7: (1, (12, 2), ['', '', '%', 'G'], [(8, 8), (13, 2), (18, 5)], [False, False, True, False], 86, False, [False, False, False, False], 2223, 'South', (12, 1))
Element 8: (1, (12, 1), ['', '%', '', ''], [(9, 8), (13, 3), (18, 6)], [False, True, False, False], 84, False, [False, False, False, False], 2242, 'East', (13, 1))
Element 9: (1, (13, 1), ['', '%', '', '%'], [(10, 8), (13, 4), (17, 6)], [False, True, False, True], 82, False, [False, False, False, False], 2271, 'North', (13, 2))
Element 10: (1, (13, 2), ['', '', '', '%'], [(11, 8), (14, 4), (16, 6)], [False, False, False, True], 80, False, [False, False, False, False], 2300, 'North', (13, 3))
Element 11: (1, (13, 3), ['%', '', '', '%'], [(12, 8), (15, 4), (16, 7)], [True, False, False, True], 78, False, [False, False, False, False], 2329, 'North', (13, 4))
Element 12: (1, (13, 4), ['.', '', '.', ''], [(13, 8), (16, 4), (16, 8)], [False, False, False, False], 76, False, [True, False, True, False], 2358, 'North', (13, 5))
Element 13: (1, (13, 5), ['%', '', '.', '%'], [(14, 8), (17, 4), (15, 8)], [True, False, False, True], 74, False, [False, False, True, False], 2397, 'North', (13, 6))
Element 14: (1, (13, 6), ['%', '', '.', '.'], [(15, 8), (16, 4), (15, 9)], [True, False, False, False], 72, False, [False, False, True, True], 2416, 'East', (14, 6))
Element 15: (1, (14, 6), ['', '%', '%', '.'], [(16, 8), (16, 5), (15, 10)], [False, True, True, False], 70, False, [False, False, False, True], 2445, 'East', (15, 6))
Element 16: (1, (15, 6), ['', '%', '%', 'G'], [(16, 7), (16, 6), (16, 10)], [False, True, True, False], 68, False, [False, False, False, False], 2464, 'West', (14, 6))
Element 17: (1, (14, 6), ['', '%', '%', ''], [(16, 6), (17, 6), (15, 10)], [False, True, True, False], 66, False, [False, False, False, False], 2463, 'West', (13, 6))
Element 18: (1, (13, 6), ['%', '', '.', ''], [(17, 6), (18, 6), (15, 9)], [True, False, False, False], 64, False, [False, False, True, False], 2462, 'North', (13, 7))
Element 19: (1, (13, 7), ['%', '', '', '%'], [(18, 6), (18, 7), (15, 8)], [True, False, False, True], 62, False, [False, False, False, False], 2471, 'North', (13, 8))
Element 20: (1, (13, 8), ['', '', '.', ''], [(18, 7), (18, 8), (16, 8)], [False, False, False, False], 60, False, [False, False, True, False], 2470, 'North', (13, 9))
Element 21: (1, (13, 9), ['%', '', '.', '%'], [(18, 8), (18, 9), (16, 7)], [True, False, False, True], 58, False, [False, False, True, False], 2479, 'North', (13, 10))
Element 22: (1, (13, 10), ['F', '', '%', '%'], [(18, 9), (18, 10), (16, 6)], [False, False, True, True], 56, False, [False, False, False, False], 2488, 'West', (12, 10))
Element 23: (1, (12, 10), ['F', '%', '%', ''], [(18, 10), (17, 10), (16, 5)], [False, True, True, False], 54, False, [False, False, False, False], 3487, 'West', (11, 10))
Element 24: #1#
