Element 1: (0, (17, 1), ['.', '%', '.', '.'], [(12, 4), (15, 2), (18, 5)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (18, 1))
Element 2: (0, (18, 1), ['', '%', '', '%'], [(13, 4), (16, 2), (18, 6)], [False, True, False, True], 96, False, [False, False, False, False], 39, 'North', (18, 2))
Element 3: (0, (18, 2), ['G', '', '.', '%'], [(14, 4), (17, 2), (18, 7)], [False, False, False, True], 94, False, [False, False, True, False], 68, 'North', (18, 3))
Element 4: (0, (18, 3), ['%', 'G', '%', '%'], [(15, 4), (18, 2), (18, 8)], [True, False, True, True], 92, False, [False, False, False, False], 97, 'Stop', (18, 3))
Element 5: (0, (18, 3), ['%', '', '%', '%'], [(16, 4), (18, 1), (18, 9)], [True, False, True, True], 90, False, [False, False, False, False], 116, 'South', (18, 2))
Element 6: (0, (18, 2), ['', '', '', '%'], [(17, 4), (17, 1), (18, 10)], [False, False, False, True], 88, False, [False, False, False, False], 135, 'West', (17, 2))
Element 7: (0, (17, 2), ['', '', '%', ''], [(16, 4), (16, 1), (17, 10)], [False, False, True, False], 86, False, [False, False, False, False], 154, 'West', (16, 2))
Element 8: (0, (16, 2), ['', '', '%', ''], [(16, 5), (15, 1), (16, 10)], [False, False, True, False], 84, False, [False, False, False, False], 183, 'South', (16, 1))
Element 9: (0, (16, 1), ['', '%', '', ''], [(16, 6), (15, 2), (15, 10)], [False, True, False, False], 82, False, [False, False, False, False], 202, 'West', (15, 1))
Element 10: (0, (15, 1), ['%', '%', '', ''], [(17, 6), (15, 1), (15, 9)], [True, True, False, False], 80, False, [False, False, False, False], 221, 'North', (15, 2))
Element 11: (0, (15, 2), ['%', '', '.', ''], [(18, 6), (16, 1), (15, 8)], [True, False, False, False], 78, False, [False, False, True, False], 230, 'North', (15, 3))
Element 12: (0, (15, 3), ['%', '', '', '%'], [(18, 7), (16, 2), (16, 8)], [True, False, False, True], 76, False, [False, False, False, False], 249, 'North', (15, 4))
Element 13: (0, (15, 4), ['', '', '%', ''], [(18, 8), (17, 2), (16, 7)], [False, False, True, False], 74, False, [False, False, False, False], 258, 'East', (16, 4))
Element 14: (0, (16, 4), ['', '%', '', ''], [(18, 9), (17, 1), (16, 6)], [False, True, False, False], 72, False, [False, False, False, False], 257, 'East', (17, 4))
Element 15: (0, (17, 4), ['', '%', '%', '%'], [(18, 10), (17, 2), (15, 6)], [False, True, True, True], 70, False, [False, False, False, False], 266, 'West', (16, 4))
Element 16: (0, (16, 4), ['', '%', '', ''], [(17, 10), (16, 2), (14, 6)], [False, True, False, False], 68, False, [False, False, False, False], 275, 'North', (16, 5))
Element 17: (0, (16, 5), ['%', '', '', '%'], [(16, 10), (16, 1), (13, 6)], [True, False, False, True], 66, False, [False, False, False, False], 284, 'North', (16, 6))
Element 18: (0, (16, 6), ['', '', '', ''], [(15, 10), (16, 2), (13, 7)], [False, False, False, False], 64, False, [False, False, False, False], 293, 'East', (17, 6))
Element 19: (0, (17, 6), ['', '%', '%', ''], [(15, 9), (15, 2), (13, 8)], [False, True, True, False], 62, False, [False, False, False, False], 302, 'East', (18, 6))
Element 20: (0, (18, 6), ['', '', '', '%'], [(15, 8), (15, 3), (14, 8)], [False, False, False, True], 60, False, [False, False, False, False], 311, 'North', (18, 7))
Element 21: (0, (18, 7), ['%', '', '', '%'], [(16, 8), (15, 4), (13, 8)], [True, False, False, True], 58, False, [False, False, False, False], 310, 'North', (18, 8))
Element 22: (0, (18, 8), ['%', '', '', '%'], [(16, 7), (16, 4), (13, 9)], [True, False, False, True], 56, False, [False, False, False, False], 319, 'North', (18, 9))
Element 23: (0, (18, 9), ['%', '', '', '%'], [(16, 8), (17, 4), (13, 10)], [True, False, False, True], 54, False, [False, False, False, False], 328, 'North', (18, 10))
Element 24: (0, (18, 10), ['', '', '%', '%'], [(15, 8), (16, 4), (12, 10)], [False, False, True, True], 52, False, [False, False, False, False], 1327, 'West', (17, 10))
Element 25: (0, (17, 10), ['', '%', '%', ''], [(15, 9), (16, 5), (11, 10)], [False, True, True, False], 50, False, [False, False, False, False], 2326, 'West', (16, 10))
Element 26: (0, (16, 10), ['G', '%', '%', ''], [(15, 10), (16, 6), (10, 10)], [False, True, True, False], 48, False, [False, False, False, False], 2335, 'East', (17, 10))
Element 27: (0, (17, 10), ['G', '%', '%', ''], [(16, 10), (17, 6), (9, 10)], [False, True, True, False], 46, False, [False, False, False, False], 2344, 'East', (18, 10))
Element 28: (0, (18, 10), ['G', '', '%', '%'], [(17, 10), (18, 6), (8, 10)], [False, False, True, True], 44, False, [False, False, False, False], 2353, 'South', (18, 9))
Element 29: (0, (18, 9), ['%', '', 'G', '%'], [(18, 10), (18, 7), (7, 10)], [True, False, False, True], 42, False, [False, False, False, False], 2362, 'South', (18, 8))
Element 30: (0, (18, 8), ['%', '', 'G', '%'], [(18, 9), (18, 6), (6, 10)], [True, False, False, True], 40, False, [False, False, False, False], 2371, 'South', (18, 7))
Element 31: (0, (18, 7), ['%', '', 'G', '%'], [(18, 8), (18, 5), (6, 9)], [True, False, False, True], 38, False, [False, False, False, False], 2380, 'South', (18, 6))
Element 32: (0, (18, 6), ['', 'G', 'G', '%'], [(18, 7), (18, 5), (6, 8)], [False, False, False, True], 36, False, [False, False, False, False], 2389, 'West', (17, 6))
Element 33: (0, (17, 6), ['', '%', '%', 'G'], [(18, 6), (18, 5), (7, 8)], [False, True, True, False], 34, False, [False, False, False, False], 2398, 'West', (16, 6))
Element 34: (0, (16, 6), ['', '', '', 'G'], [(17, 6), (18, 6), (8, 8)], [False, False, False, False], 32, False, [False, False, False, False], 2407, 'West', (15, 6))
Element 35: (0, (15, 6), ['', '%', '%', 'G'], [(16, 6), (18, 7), (9, 8)], [False, True, True, False], 30, False, [False, False, False, False], 2416, 'West', (14, 6))
Element 36: (0, (14, 6), ['', '%', '%', ''], [(17, 6), (18, 6), (10, 8)], [False, True, True, False], 28, False, [False, False, False, False], 2425, 'West', (13, 6))
Element 37: (0, (13, 6), ['%', '.', '', ''], [(16, 6), (17, 6), (11, 8)], [True, False, False, False], 26, False, [False, True, False, False], 2434, 'South', (13, 5))
Element 38: (0, (13, 5), ['%', '', '', '%'], [(16, 7), (16, 6), (12, 8)], [True, False, False, True], 24, False, [False, False, False, False], 2453, 'South', (13, 4))
Element 39: (0, (13, 4), ['', '.', '', ''], [(16, 8), (16, 5), (11, 8)], [False, False, False, False], 22, False, [False, True, False, False], 2452, 'South', (13, 3))
Element 40: (0, (13, 3), ['%', '.', '', '%'], [(16, 7), (16, 4), (10, 8)], [True, False, False, True], 20, False, [False, True, False, False], 2461, 'South', (13, 2))
Element 41: (0, (13, 2), ['.', '.', '', '%'], [(16, 6), (15, 4), (10, 7)], [False, False, False, True], 18, False, [True, True, False, False], 2470, 'South', (13, 1))
Element 42: (0, (13, 1), ['.', '%', '', '%'], [(16, 5), (14, 4), (10, 6)], [False, True, False, True], 16, False, [True, False, False, False], 2479, 'West', (12, 1))
Element 43: (0, (12, 1), ['F', '%', '.', ''], [(16, 4), (13, 4), (11, 6)], [False, True, False, False], 14, False, [False, False, True, False], 2498, 'West', (11, 1))
Element 44: (0, (11, 1), ['.', '%', '.', ''], [(15, 4), (13, 5), (10, 6)], [False, True, False, False], 12, False, [True, False, True, False], 3497, 'North', (11, 2))
Element 45: (0, (11, 2), ['.', '', '%', '.'], [(15, 3), (13, 6), (9, 6)], [False, False, True, False], 10, False, [True, False, False, True], 3506, 'East', (12, 2))
Element 46: (0, (12, 2), ['', '', '%', ''], [(15, 2), (14, 6), (8, 6)], [False, False, True, False], 8, False, [False, False, False, False], 3525, 'West', (11, 2))
Element 47: (0, (11, 2), ['.', '', '%', ''], [(16, 2), (15, 6), (9, 6)], [False, False, True, False], 6, False, [True, False, False, False], 3524, 'West', (10, 2))
Element 48: (0, (10, 2), ['.', '.', '%', ''], [(17, 2), (14, 6), (9, 7)], [False, False, True, False], 4, False, [True, True, False, False], 3533, 'South', (10, 1))
Element 49: (0, (10, 1), ['.', '%', '', ''], [(18, 2), (13, 6), (9, 6)], [False, True, False, False], 2, False, [True, False, False, False], 3542, 'West', (9, 1))
Element 50: (0, (9, 1), ['.', '%', '.', ''], [(18, 3), (13, 7), (10, 6)], [False, True, False, False], 0, False, [True, False, True, False], 3551, 'Stop', (9, 1))
Element 51: #0#
