Element 1: (2, (2, 6), ['', '%', '%', '.'], [(2, 2), (1, 7), (15, 4)], [False, True, True, False], 98, False, [False, False, False, True], 19, 'East', (3, 6))
Element 22: (2, (13, 6), ['%', '.', '.', ''], [(13, 10), (11, 10), (14, 8)], [True, False, False, False], 56, False, [False, True, True, False], 3588, 'North', (13, 7))
Element 23: (2, (13, 7), ['%', '', 'G', '%'], [(12, 10), (10, 10), (13, 8)], [True, False, False, True], 54, False, [False, False, False, False], 3597, 'South', (13, 6))
Element 24: (2, (13, 6), ['%', '.', '', ''], [(11, 10), (9, 10), (13, 9)], [True, False, False, False], 52, False, [False, True, False, False], 3596, 'South', (13, 5))
Element 25: (2, (13, 5), ['%', '.', '', '%'], [(10, 10), (8, 10), (13, 10)], [True, False, False, True], 50, False, [False, True, False, False], 3605, 'South', (13, 4))
Element 26: (2, (13, 4), ['.', '.', '', '.'], [(9, 10), (7, 10), (12, 10)], [False, False, False, False], 48, False, [True, True, False, True], 3614, 'East', (14, 4))
Element 27: (2, (14, 4), ['', '%', '%', ''], [(8, 10), (6, 10), (11, 10)], [False, True, True, False], 46, False, [False, False, False, False], 3623, 'East', (15, 4))
Element 28: (2, (15, 4), ['', '.', '%', ''], [(7, 10), (6, 9), (10, 10)], [False, False, True, False], 44, False, [False, True, False, False], 3622, 'South', (15, 3))
Element 29: (2, (15, 3), ['%', '.', '', '%'], [(6, 10), (6, 8), (9, 10)], [True, False, False, True], 42, False, [False, True, False, False], 3631, 'South', (15, 2))
Element 30: (2, (15, 2), ['%', '.', '', '.'], [(6, 9), (7, 8), (8, 10)], [True, False, False, False], 40, False, [False, True, False, True], 3640, 'East', (16, 2))
Element 31: (2, (16, 2), ['', '.', '%', '.'], [(6, 10), (8, 8), (7, 10)], [False, False, True, False], 38, False, [False, True, False, True], 3649, 'East', (17, 2))
Element 32: (2, (17, 2), ['', '.', '%', ''], [(7, 10), (9, 8), (8, 10)], [False, False, True, False], 36, False, [False, True, False, False], 3658, 'South', (17, 1))
Element 33: (2, (17, 1), ['.', '%', '', '.'], [(8, 10), (10, 8), (9, 10)], [False, True, False, False], 34, False, [True, False, False, True], 3667, 'East', (18, 1))
Element 34: (2, (18, 1), ['', '%', '', '%'], [(9, 10), (11, 8), (10, 10)], [False, True, False, True], 32, False, [False, False, False, False], 3676, 'North', (18, 2))
Element 35: (2, (18, 2), ['', '', '.', '%'], [(10, 10), (12, 8), (11, 10)], [False, False, False, True], 30, False, [False, False, True, False], 3675, 'North', (18, 3))
Element 36: (2, (18, 3), ['%', '', '%', '%'], [(11, 10), (13, 8), (12, 10)], [True, False, True, True], 28, False, [False, False, False, False], 3684, 'South', (18, 2))
Element 37: (2, (18, 2), ['', '', '', '%'], [(12, 10), (14, 8), (13, 10)], [False, False, False, True], 26, False, [False, False, False, False], 3683, 'South', (18, 1))
Element 38: (2, (18, 1), ['', '%', '', '%'], [(13, 10), (15, 8), (13, 9)], [False, True, False, True], 24, False, [False, False, False, False], 3682, 'West', (17, 1))
Element 39: (2, (17, 1), ['.', '%', '', ''], [(13, 9), (16, 8), (13, 8)], [False, True, False, False], 22, False, [True, False, False, False], 3681, 'West', (16, 1))
Element 40: (2, (16, 1), ['.', '%', '', ''], [(13, 8), (16, 7), (13, 7)], [False, True, False, False], 20, False, [True, False, False, False], 3690, 'West', (15, 1))
Element 41: (2, (15, 1), ['%', '%', '', ''], [(13, 7), (16, 6), (13, 6)], [True, True, False, False], 18, False, [False, False, False, False], 3699, 'East', (16, 1))
Element 42: (2, (16, 1), ['', '%', '', ''], [(13, 6), (17, 6), (14, 6)], [False, True, False, False], 16, False, [False, False, False, False], 3698, 'East', (17, 1))
Element 43: (2, (17, 1), ['', '%', '', ''], [(14, 6), (18, 6), (15, 6)], [False, True, False, False], 14, False, [False, False, False, False], 3697, 'North', (17, 2))
Element 44: (2, (17, 2), ['', '', '%', ''], [(15, 6), (18, 5), (16, 6)], [False, False, True, False], 12, False, [False, False, False, False], 3706, 'East', (18, 2))
Element 45: (2, (18, 2), ['', '', '', '%'], [(16, 6), (18, 6), (15, 6)], [False, False, False, True], 10, False, [False, False, False, False], 3705, 'West', (17, 2))
Element 46: (2, (17, 2), ['', '', '%', ''], [(17, 6), (18, 7), (15, 6)], [False, False, True, False], 8, False, [False, False, False, False], 3704, 'West', (16, 2))
Element 47: (2, (16, 2), ['', '', '%', ''], [(18, 6), (18, 8), (14, 6)], [False, False, True, False], 6, False, [False, False, False, False], 3703, 'South', (16, 1))
Element 48: (2, (16, 1), ['', '%', '', ''], [(18, 7), (18, 9), (14, 6)], [False, True, False, False], 4, False, [False, False, False, False], 3702, 'North', (16, 2))
Element 49: (2, (16, 2), ['', '', '%', ''], [(18, 8), (18, 10), (14, 6)], [False, False, True, False], 2, False, [False, False, False, False], 3701, 'West', (15, 2))
Element 50: (2, (15, 2), ['%', '', '', ''], [(18, 8), (18, 10), (14, 6)], [True, False, False, False], 0, False, [False, False, False, False], 3700, 'Stop', (15, 2))
Element 51: #0#
