Element 1: (1, (7, 1), ['.', '%', '.', '.'], [(16, 4), (16, 6), (18, 6)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (8, 1))
Element 2: (1, (8, 1), ['', '%', '.', '.'], [(17, 4), (17, 6), (18, 7)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (9, 1))
Element 3: (1, (9, 1), ['', '%', '.', '.'], [(16, 4), (18, 6), (18, 8)], [False, True, False, False], 94, False, [False, False, True, True], 67, 'East', (10, 1))
Element 4: (1, (10, 1), ['', '%', '.', 'F'], [(15, 4), (18, 5), (18, 9)], [False, True, False, False], 92, False, [False, False, True, False], 106, 'East', (11, 1))
Element 5: (1, (11, 1), ['', '%', '.', '.'], [(15, 3), (18, 6), (18, 10)], [False, True, False, False], 90, False, [False, False, True, True], 1125, 'East', (12, 1))
Element 6: (1, (12, 1), ['', '%', '.', '.'], [(15, 2), (18, 7), (17, 10)], [False, True, False, False], 88, False, [False, False, True, True], 1154, 'East', (13, 1))
Element 7: (1, (13, 1), ['', '%', '.', '%'], [(16, 2), (18, 8), (16, 10)], [False, True, False, True], 86, False, [False, False, True, False], 1183, 'North', (13, 2))
Element 8: (1, (13, 2), ['.', '', '.', '%'], [(17, 2), (18, 9), (15, 10)], [False, False, False, True], 84, False, [True, False, True, False], 1212, 'North', (13, 3))
Element 9: (1, (13, 3), ['%', '', '.', '%'], [(17, 1), (18, 10), (15, 9)], [True, False, False, True], 82, False, [False, False, True, False], 1241, 'North', (13, 4))
Element 10: (1, (13, 4), ['.', '', '.', '.'], [(18, 1), (17, 10), (15, 8)], [False, False, False, False], 80, False, [True, False, True, True], 1270, 'East', (14, 4))
Element 11: (1, (14, 4), ['', '%', '%', ''], [(18, 2), (16, 10), (16, 8)], [False, True, True, False], 78, False, [False, False, False, False], 1289, 'East', (15, 4))
Element 12: (1, (15, 4), ['', '', '%', ''], [(18, 3), (15, 10), (16, 7)], [False, False, True, False], 76, False, [False, False, False, False], 1308, 'East', (16, 4))
Element 13: (1, (16, 4), ['', '%', '', ''], [(18, 2), (15, 9), (16, 6)], [False, True, False, False], 74, False, [False, False, False, False], 1307, 'East', (17, 4))
Element 14: (1, (17, 4), ['', '%', '%', '%'], [(18, 1), (15, 8), (15, 6)], [False, True, True, True], 72, False, [False, False, False, False], 1316, 'West', (16, 4))
Element 15: (1, (16, 4), ['', '%', '', ''], [(17, 1), (14, 8), (14, 6)], [False, True, False, False], 70, False, [False, False, False, False], 1335, 'North', (16, 5))
Element 16: (1, (16, 5), ['%', '', '', '%'], [(16, 1), (13, 8), (13, 6)], [True, False, False, True], 68, False, [False, False, False, False], 1364, 'North', (16, 6))
Element 17: (1, (16, 6), ['', '', '', ''], [(15, 1), (13, 9), (13, 7)], [False, False, False, False], 66, False, [False, False, False, False], 1393, 'East', (17, 6))
Element 18: (1, (17, 6), ['', '%', '%', ''], [(16, 1), (13, 10), (13, 8)], [False, True, True, False], 64, False, [False, False, False, False], 1402, 'East', (18, 6))
Element 19: (1, (18, 6), ['', '', '', '%'], [(17, 1), (12, 10), (12, 8)], [False, False, False, True], 62, False, [False, False, False, False], 2411, 'North', (18, 7))
Element 20: (1, (18, 7), ['%', '', '', '%'], [(17, 2), (11, 10), (11, 8)], [True, False, False, True], 60, False, [False, False, False, False], 3420, 'North', (18, 8))
Element 21: (1, (18, 8), ['%', '', '', '%'], [(18, 2), (10, 10), (10, 8)], [True, False, False, True], 58, False, [False, False, False, False], 3439, 'North', (18, 9))
Element 22: (1, (18, 9), ['%', '', '', '%'], [(17, 2), (9, 10), (9, 8)], [True, False, False, True], 56, False, [False, False, False, False], 3458, 'North', (18, 10))
Element 23: (1, (18, 10), ['', '', '%', '%'], [(16, 2), (8, 10), (8, 8)], [False, False, True, True], 54, False, [False, False, False, False], 3477, 'West', (17, 10))
Element 24: (1, (17, 10), ['', '%', '%', ''], [(16, 1), (7, 10), (7, 8)], [False, True, True, False], 52, False, [False, False, False, False], 3496, 'West', (16, 10))
Element 25: (1, (16, 10), ['', '%', '%', ''], [(16, 2), (6, 10), (6, 8)], [False, True, True, False], 50, False, [False, False, False, False], 3515, 'West', (15, 10))
Element 26: (1, (15, 10), ['%', '', '%', ''], [(15, 2), (6, 9), (6, 7)], [True, False, True, False], 48, False, [False, False, False, False], 3534, 'South', (15, 9))
Element 27: (1, (15, 9), ['%', '', '', '%'], [(15, 1), (6, 8), (6, 6)], [True, False, False, True], 46, False, [False, False, False, False], 3543, 'South', (15, 8))
Element 28: (1, (15, 8), ['', '%', '', ''], [(15, 2), (5, 8), (6, 5)], [False, True, False, False], 44, False, [False, False, False, False], 3562, 'East', (16, 8))
Element 29: #1#
