Element 1: (1, (9, 1), ['.', '%', '.', '.'], [(2, 6), (16, 7), (17, 1)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (10, 1))
Element 2: (1, (10, 1), ['', '%', '.', 'F'], [(3, 6), (16, 8), (18, 1)], [False, True, False, False], 96, False, [False, False, True, False], 48, 'East', (11, 1))
Element 3: (1, (11, 1), ['', '%', '.', '.'], [(4, 6), (15, 8), (18, 2)], [False, True, False, False], 94, False, [False, False, True, True], 1067, 'East', (12, 1))
Element 4: (1, (12, 1), ['', '%', '.', '.'], [(5, 6), (15, 9), (18, 3)], [False, True, False, False], 92, False, [False, False, True, True], 1106, 'East', (13, 1))
Element 5: (1, (13, 1), ['', '%', '.', '%'], [(6, 6), (15, 10), (18, 2)], [False, True, False, True], 90, False, [False, False, True, False], 1135, 'North', (13, 2))
Element 6: (1, (13, 2), ['.', '', '.', '%'], [(6, 7), (16, 10), (17, 2)], [False, False, False, True], 88, False, [True, False, True, False], 1174, 'North', (13, 3))
Element 7: (1, (13, 3), ['%', '', '.', '%'], [(6, 8), (17, 10), (16, 2)], [True, False, False, True], 86, False, [False, False, True, False], 1213, 'North', (13, 4))
Element 8: (1, (13, 4), ['.', '', '.', '.'], [(7, 8), (18, 10), (16, 1)], [False, False, False, False], 84, False, [True, False, True, True], 1252, 'East', (14, 4))
Element 9: (1, (14, 4), ['', '%', '%', '.'], [(8, 8), (18, 9), (15, 1)], [False, True, True, False], 82, False, [False, False, False, True], 1291, 'East', (15, 4))
Element 10: (1, (15, 4), ['', '.', '%', '.'], [(9, 8), (18, 8), (15, 2)], [False, False, True, False], 80, False, [False, True, False, True], 1330, 'East', (16, 4))
Element 11: (1, (16, 4), ['', '%', '.', '.'], [(10, 8), (18, 7), (15, 3)], [False, True, False, False], 78, False, [False, False, True, True], 1369, 'East', (17, 4))
Element 12: (1, (17, 4), ['', '%', '%', '%'], [(11, 8), (18, 6), (15, 4)], [False, True, True, True], 76, False, [False, False, False, False], 1398, 'West', (16, 4))
Element 13: (1, (16, 4), ['', '%', '.', ''], [(12, 8), (18, 5), (14, 4)], [False, True, False, False], 74, False, [False, False, True, False], 1417, 'North', (16, 5))
Element 14: (1, (16, 5), ['%', '', '.', '%'], [(13, 8), (18, 6), (13, 4)], [True, False, False, True], 72, False, [False, False, True, False], 1436, 'North', (16, 6))
