Element 1: (3, (9, 8), ['.', '', '%', '.'], [(9, 6), (4, 2), (5, 4)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (10, 8))
Element 2: (3, (10, 8), ['', '', '%', '.'], [(10, 6), (4, 3), (6, 4)], [False, False, True, False], 96, False, [False, False, False, True], 48, 'East', (11, 8))
Element 3: (3, (11, 8), ['', '%', '%', '.'], [(11, 6), (4, 4), (7, 4)], [False, True, True, False], 94, False, [False, False, False, True], 77, 'East', (12, 8))
Element 4: (3, (12, 8), ['', '%', '%', '.'], [(10, 6), (3, 4), (7, 5)], [False, True, True, False], 92, False, [False, False, False, True], 1096, 'East', (13, 8))
Element 5: (3, (13, 8), ['', '.', '.', '.'], [(10, 7), (3, 5), (6, 5)], [False, False, False, False], 90, False, [False, True, True, True], 1125, 'East', (14, 8))
Element 6: (3, (14, 8), ['', '%', '%', '.'], [(10, 8), (3, 6), (6, 6)], [False, True, True, False], 88, False, [False, False, False, True], 1154, 'East', (15, 8))
Element 7: (3, (15, 8), ['', '%', '.', '.'], [(11, 8), (4, 6), (6, 7)], [False, True, False, False], 86, False, [False, False, True, True], 1183, 'East', (16, 8))
Element 8: (3, (16, 8), ['', '.', '%', '%'], [(12, 8), (5, 6), (6, 8)], [False, False, True, True], 84, False, [False, True, False, False], 1212, 'South', (16, 7))
Element 9: (3, (16, 7), ['%', '.', '', '%'], [(13, 8), (6, 6), (7, 8)], [True, False, False, True], 82, False, [False, True, False, False], 1231, 'South', (16, 6))
Element 10: (3, (16, 6), ['.', '.', '', '.'], [(13, 9), (6, 7), (8, 8)], [False, False, False, False], 80, False, [True, True, False, True], 1260, 'East', (17, 6))
Element 11: (3, (17, 6), ['', '%', '%', '.'], [(13, 10), (6, 8), (9, 8)], [False, True, True, False], 78, False, [False, False, False, True], 1279, 'East', (18, 6))
Element 12: (3, (18, 6), ['', '.', '.', '%'], [(12, 10), (6, 9), (10, 8)], [False, False, False, True], 76, False, [False, True, True, False], 2298, 'North', (18, 7))
Element 13: (3, (18, 7), ['%', '', '.', '%'], [(11, 10), (6, 10), (11, 8)], [True, False, False, True], 74, False, [False, False, True, False], 3317, 'North', (18, 8))
Element 14: (3, (18, 8), ['%', '', '.', '%'], [(10, 10), (7, 10), (12, 8)], [True, False, False, True], 72, False, [False, False, True, False], 3346, 'North', (18, 9))
Element 15: (3, (18, 9), ['%', '', '.', '%'], [(9, 10), (8, 10), (13, 8)], [True, False, False, True], 70, False, [False, False, True, False], 3375, 'North', (18, 10))
Element 16: (3, (18, 10), ['.', '', '%', '%'], [(10, 10), (9, 10), (13, 7)], [False, False, True, True], 68, False, [True, False, False, False], 3394, 'West', (17, 10))
Element 17: (3, (17, 10), ['.', '%', '%', ''], [(11, 10), (10, 10), (13, 6)], [False, True, True, False], 66, False, [True, False, False, False], 3413, 'West', (16, 10))
Element 18: (3, (16, 10), ['.', '%', '%', ''], [(12, 10), (11, 10), (14, 6)], [False, True, True, False], 64, False, [True, False, False, False], 3432, 'West', (15, 10))
Element 19: (3, (15, 10), ['%', '.', '%', ''], [(13, 10), (12, 10), (15, 6)], [True, False, True, False], 62, False, [False, True, False, False], 3451, 'South', (15, 9))
