Element 1: (3, (9, 8), ['.', '', '%', '.'], [(9, 6), (4, 2), (5, 4)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (10, 8))
Element 20: (3, (15, 9), ['%', '', '', '%'], [(13, 9), (13, 10), (16, 6)], [True, False, False, True], 60, False, [False, False, False, False], 3460, 'North', (15, 10))
Element 21: (3, (15, 10), ['%', '', '%', ''], [(13, 8), (13, 9), (16, 5)], [True, False, True, False], 58, False, [False, False, False, False], 3469, 'East', (16, 10))
Element 22: (3, (16, 10), ['', '%', '%', ''], [(13, 7), (13, 8), (16, 4)], [False, True, True, False], 56, False, [False, False, False, False], 3478, 'East', (17, 10))
Element 23: (3, (17, 10), ['', '%', '%', ''], [(13, 6), (14, 8), (17, 4)], [False, True, True, False], 54, False, [False, False, False, False], 3487, 'East', (18, 10))
Element 24: (3, (18, 10), ['', '', '%', '%'], [(13, 5), (15, 8), (16, 4)], [False, False, True, True], 52, False, [False, False, False, False], 3496, 'South', (18, 9))
Element 25: (3, (18, 9), ['%', '', '', '%'], [(13, 4), (16, 8), (15, 4)], [True, False, False, True], 50, False, [False, False, False, False], 3515, 'South', (18, 8))
Element 26: (3, (18, 8), ['%', '', '', '%'], [(14, 4), (16, 7), (15, 3)], [True, False, False, True], 48, False, [False, False, False, False], 3534, 'South', (18, 7))
Element 27: (3, (18, 7), ['%', '', '', '%'], [(15, 4), (16, 6), (15, 2)], [True, False, False, True], 46, False, [False, False, False, False], 3543, 'South', (18, 6))
Element 28: (3, (18, 6), ['G', '.', '', '%'], [(16, 4), (17, 6), (16, 2)], [False, False, False, True], 44, False, [False, True, False, False], 3552, 'South', (18, 5))
Element 29: (3, (18, 5), ['%', '%', 'G', '%'], [(17, 4), (18, 6), (17, 2)], [True, True, False, True], 42, False, [False, False, False, False], 3571, 'Stop', (18, 5))
Element 30: (3, (18, 5), ['%', '%', '', '%'], [(16, 4), (18, 7), (17, 1)], [True, True, False, True], 40, False, [False, False, False, False], 3580, 'North', (18, 6))
Element 31: (3, (18, 6), ['', '', '', '%'], [(16, 5), (18, 8), (18, 1)], [False, False, False, True], 38, False, [False, False, False, False], 3589, 'West', (17, 6))
Element 32: (3, (17, 6), ['G', '%', '%', ''], [(16, 6), (18, 9), (18, 2)], [False, True, True, False], 36, False, [False, False, False, False], 3588, 'Stop', (17, 6))
Element 33: (3, (17, 6), ['', '%', '%', ''], [(16, 7), (18, 10), (18, 3)], [False, True, True, False], 34, False, [False, False, False, False], 3597, 'West', (16, 6))
Element 34: (3, (16, 6), ['', '', '', ''], [(16, 8), (17, 10), (18, 2)], [False, False, False, False], 32, False, [False, False, False, False], 3596, 'West', (15, 6))
Element 35: (3, (15, 6), ['', '%', '%', ''], [(15, 8), (16, 10), (18, 1)], [False, True, True, False], 30, False, [False, False, False, False], 3595, 'West', (14, 6))
Element 36: (3, (14, 6), ['', '%', '%', ''], [(15, 9), (15, 10), (17, 1)], [False, True, True, False], 28, False, [False, False, False, False], 3594, 'West', (13, 6))
Element 37: (3, (13, 6), ['%', '', '', ''], [(15, 8), (15, 9), (16, 1)], [True, False, False, False], 26, False, [False, False, False, False], 3603, 'North', (13, 7))
Element 38: (3, (13, 7), ['%', '', '', '%'], [(14, 8), (15, 10), (15, 1)], [True, False, False, True], 24, False, [False, False, False, False], 3612, 'South', (13, 6))
Element 39: (3, (13, 6), ['%', '', '', ''], [(15, 8), (16, 10), (16, 1)], [True, False, False, False], 22, False, [False, False, False, False], 3611, 'South', (13, 5))
Element 40: (3, (13, 5), ['%', '', '', '%'], [(16, 8), (17, 10), (17, 1)], [True, False, False, True], 20, False, [False, False, False, False], 3610, 'South', (13, 4))
Element 41: (3, (13, 4), ['.', '.', '', ''], [(16, 7), (18, 10), (17, 2)], [False, False, False, False], 18, False, [True, True, False, False], 3609, 'South', (13, 3))
Element 42: (3, (13, 3), ['%', '.', '', '%'], [(16, 6), (18, 9), (18, 2)], [True, False, False, True], 16, False, [False, True, False, False], 3618, 'South', (13, 2))
Element 43: (3, (13, 2), ['.', '.', '', '%'], [(15, 6), (18, 8), (17, 2)], [False, False, False, True], 14, False, [True, True, False, False], 3627, 'South', (13, 1))
Element 44: (3, (13, 1), ['.', '%', '', '%'], [(14, 6), (18, 7), (16, 2)], [False, True, False, True], 12, False, [True, False, False, False], 3636, 'West', (12, 1))
Element 45: (3, (12, 1), ['F', '%', '.', ''], [(15, 6), (18, 6), (16, 1)], [False, True, False, False], 10, False, [False, False, True, False], 3645, 'West', (11, 1))
Element 46: #1#
