Element 1: (3, (11, 8), ['', '%', '%', '.'], [(9, 8), (1, 5), (4, 3)], [False, True, True, False], 98, False, [False, False, False, True], 29, 'East', (12, 8))
Element 26: (3, (18, 6), ['', 'G', '', '%'], [(15, 3), (4, 9), (18, 5)], [False, False, False, True], 48, False, [False, False, False, False], 3604, 'West', (17, 6))
Element 27: (3, (17, 6), ['', '%', '%', 'G'], [(15, 2), (4, 8), (18, 6)], [False, True, True, False], 46, False, [False, False, False, False], 3613, 'West', (16, 6))
Element 28: (3, (16, 6), ['', '', '', 'G'], [(16, 2), (3, 8), (17, 6)], [False, False, False, False], 44, False, [False, False, False, False], 3632, 'West', (15, 6))
Element 29: (3, (15, 6), ['', '%', '%', ''], [(17, 2), (3, 7), (17, 6)], [False, True, True, False], 42, False, [False, False, False, False], 3651, 'West', (14, 6))
Element 30: (3, (14, 6), ['', '%', '%', ''], [(17, 1), (3, 8), (16, 6)], [False, True, True, False], 40, False, [False, False, False, False], 3660, 'West', (13, 6))
Element 31: (3, (13, 6), ['%', '.', '', ''], [(18, 1), (4, 8), (15, 6)], [True, False, False, False], 38, False, [False, True, False, False], 3669, 'South', (13, 5))
Element 32: (3, (13, 5), ['%', '.', '', '%'], [(18, 2), (5, 8), (14, 6)], [True, False, False, True], 36, False, [False, True, False, False], 3678, 'South', (13, 4))
Element 33: (3, (13, 4), ['.', '.', '', '.'], [(18, 3), (6, 8), (13, 6)], [False, False, False, False], 34, False, [True, True, False, True], 3697, 'East', (14, 4))
Element 34: (3, (14, 4), ['', '%', '%', ''], [(18, 2), (7, 8), (13, 7)], [False, True, True, False], 32, False, [False, False, False, False], 3706, 'East', (15, 4))
Element 35: (3, (15, 4), ['', '', '%', ''], [(18, 1), (8, 8), (13, 6)], [False, False, True, False], 30, False, [False, False, False, False], 3705, 'East', (16, 4))
Element 36: (3, (16, 4), ['', '%', '', ''], [(17, 1), (9, 8), (13, 5)], [False, True, False, False], 28, False, [False, False, False, False], 3704, 'East', (17, 4))
Element 37: (3, (17, 4), ['', '%', '%', '%'], [(16, 1), (10, 8), (13, 4)], [False, True, True, True], 26, False, [False, False, False, False], 3713, 'West', (16, 4))
Element 38: (3, (16, 4), ['', '%', '', ''], [(15, 1), (11, 8), (13, 3)], [False, True, False, False], 24, False, [False, False, False, False], 3732, 'North', (16, 5))
Element 39: (3, (16, 5), ['%', '', '', '%'], [(16, 1), (12, 8), (13, 2)], [True, False, False, True], 22, False, [False, False, False, False], 3741, 'South', (16, 4))
Element 40: (3, (16, 4), ['', '%', '', ''], [(17, 1), (13, 8), (13, 1)], [False, True, False, False], 20, False, [False, False, False, False], 3750, 'West', (15, 4))
Element 41: (3, (15, 4), ['', '', '%', ''], [(17, 2), (14, 8), (12, 1)], [False, False, True, False], 18, False, [False, False, False, False], 3759, 'South', (15, 3))
Element 42: #1#
