Element 1: (3, (6, 6), ['.', '.', '.', '%'], [(13, 10), (5, 8), (6, 4)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (6, 7))
Element 2: (3, (6, 7), ['%', '', 'G', '%'], [(12, 10), (6, 8), (7, 4)], [True, False, False, True], 96, False, [False, False, False, False], 1058, 'South', (6, 6))
Element 3: (3, (6, 6), ['.', '.', '', '%'], [(11, 10), (7, 8), (7, 5)], [False, False, False, True], 94, False, [True, True, False, False], 3067, 'South', (6, 5))
Element 4: (3, (6, 5), ['%', '', '', ''], [(10, 10), (8, 8), (7, 4)], [True, False, False, False], 92, False, [False, False, False, False], 3096, 'East', (7, 5))
Element 5: (3, (7, 5), ['', '', '%', '%'], [(9, 10), (9, 8), (8, 4)], [False, False, True, True], 90, False, [False, False, False, False], 3115, 'South', (7, 4))
Element 6: (3, (7, 4), ['', '%', '', ''], [(8, 10), (10, 8), (9, 4)], [False, True, False, False], 88, False, [False, False, False, False], 3144, 'East', (8, 4))
Element 7: (3, (8, 4), ['', '%', '%', ''], [(7, 10), (11, 8), (10, 4)], [False, True, True, False], 86, False, [False, False, False, False], 3173, 'East', (9, 4))
Element 8: (3, (9, 4), ['', '%', '%', ''], [(6, 10), (12, 8), (11, 4)], [False, True, True, False], 84, False, [False, False, False, False], 3202, 'East', (10, 4))
Element 9: (3, (10, 4), ['', '%', '%', ''], [(6, 9), (13, 8), (12, 4)], [False, True, True, False], 82, False, [False, False, False, False], 3231, 'East', (11, 4))
Element 10: (3, (11, 4), ['', '%', '%', ''], [(6, 8), (14, 8), (13, 4)], [False, True, True, False], 80, False, [False, False, False, False], 3250, 'East', (12, 4))
Element 11: (3, (12, 4), ['', '%', '%', ''], [(7, 8), (15, 8), (14, 4)], [False, True, True, False], 78, False, [False, False, False, False], 3269, 'East', (13, 4))
Element 12: (3, (13, 4), ['', '.', '.', ''], [(8, 8), (16, 8), (15, 4)], [False, False, False, False], 76, False, [False, True, True, False], 3288, 'North', (13, 5))
Element 13: (3, (13, 5), ['%', '', '.', '%'], [(9, 8), (16, 7), (16, 4)], [True, False, False, True], 74, False, [False, False, True, False], 3317, 'North', (13, 6))
