Element 1: (1, (15, 10), ['%', '.', '%', '.'], [(11, 2), (17, 6), (18, 9)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (16, 10))
Element 2: (1, (16, 10), ['', '%', '%', '.'], [(11, 1), (18, 6), (18, 10)], [False, True, True, False], 96, False, [False, False, False, True], 1038, 'East', (17, 10))
Element 3: (1, (17, 10), ['', '%', '%', ''], [(12, 1), (18, 7), (18, 9)], [False, True, True, False], 94, False, [False, False, False, False], 1067, 'East', (18, 10))
Element 4: (1, (18, 10), ['', 'G', '%', '%'], [(13, 1), (18, 8), (18, 9)], [False, False, True, True], 92, False, [False, False, False, False], 1086, 'West', (17, 10))
Element 5: (1, (17, 10), ['', '%', '%', ''], [(13, 2), (18, 7), (18, 9)], [False, True, True, False], 90, False, [False, False, False, False], 1095, 'West', (16, 10))
Element 6: (1, (16, 10), ['', '%', '%', ''], [(13, 3), (18, 6), (18, 9)], [False, True, True, False], 88, False, [False, False, False, False], 1104, 'West', (15, 10))
Element 7: (1, (15, 10), ['%', '.', '%', ''], [(13, 4), (18, 5), (18, 10)], [True, False, True, False], 86, False, [False, True, False, False], 1123, 'South', (15, 9))
Element 8: (1, (15, 9), ['%', '.', '', '%'], [(14, 4), (18, 6), (17, 10)], [True, False, False, True], 84, False, [False, True, False, False], 1142, 'South', (15, 8))
Element 9: (1, (15, 8), ['.', '%', '', '.'], [(15, 4), (17, 6), (16, 10)], [False, True, False, False], 82, False, [True, False, False, True], 1161, 'East', (16, 8))
Element 10: (1, (16, 8), ['', '.', '%', '%'], [(16, 4), (16, 6), (15, 10)], [False, False, True, True], 80, False, [False, True, False, False], 1190, 'South', (16, 7))
Element 11: (1, (16, 7), ['%', '', '', '%'], [(17, 4), (16, 5), (15, 9)], [True, False, False, True], 78, False, [False, False, False, False], 1219, 'South', (16, 6))
Element 12: (1, (16, 6), ['.', '', '', ''], [(17, 4), (16, 4), (15, 8)], [False, False, False, False], 76, False, [True, False, False, False], 1218, 'West', (15, 6))
Element 13: (1, (15, 6), ['.', '%', '%', ''], [(16, 4), (15, 4), (14, 8)], [False, True, True, False], 74, False, [True, False, False, False], 1237, 'West', (14, 6))
Element 14: (1, (14, 6), ['.', '%', '%', ''], [(15, 4), (15, 3), (13, 8)], [False, True, True, False], 72, False, [True, False, False, False], 1266, 'West', (13, 6))
Element 15: (1, (13, 6), ['%', '.', '.', ''], [(15, 4), (15, 2), (13, 9)], [True, False, False, False], 70, False, [False, True, True, False], 1295, 'North', (13, 7))
Element 16: (1, (13, 7), ['%', '', '', '%'], [(14, 4), (16, 2), (13, 10)], [True, False, False, True], 68, False, [False, False, False, False], 1324, 'North', (13, 8))
Element 17: (1, (13, 8), ['.', '', '', ''], [(13, 4), (17, 2), (12, 10)], [False, False, False, False], 66, False, [True, False, False, False], 2333, 'West', (12, 8))
Element 18: (1, (12, 8), ['.', '%', '%', ''], [(13, 5), (17, 1), (11, 10)], [False, True, True, False], 64, False, [True, False, False, False], 3362, 'West', (11, 8))
Element 19: (1, (11, 8), ['.', '%', '%', ''], [(13, 6), (18, 1), (10, 10)], [False, True, True, False], 62, False, [True, False, False, False], 3391, 'West', (10, 8))
Element 20: (1, (10, 8), ['.', '', '%', ''], [(14, 6), (18, 2), (9, 10)], [False, False, True, False], 60, False, [True, False, False, False], 3410, 'West', (9, 8))
Element 21: (1, (9, 8), ['.', '', '%', ''], [(15, 6), (18, 3), (8, 10)], [False, False, True, False], 58, False, [True, False, False, False], 3439, 'West', (8, 8))
Element 22: (1, (8, 8), ['.', '%', '%', ''], [(16, 6), (18, 2), (7, 10)], [False, True, True, False], 56, False, [True, False, False, False], 3458, 'West', (7, 8))
Element 23: (1, (7, 8), ['.', '%', '%', ''], [(17, 6), (18, 1), (6, 10)], [False, True, True, False], 54, False, [True, False, False, False], 3477, 'West', (6, 8))
Element 24: (1, (6, 8), ['.', '.', 'G', ''], [(18, 6), (17, 1), (6, 9)], [False, False, False, False], 52, False, [True, True, False, False], 3496, 'South', (6, 7))
Element 25: (1, (6, 7), ['%', '.', 'G', '%'], [(18, 7), (16, 1), (6, 8)], [True, False, False, True], 50, False, [False, True, False, False], 3515, 'South', (6, 6))
Element 26: (1, (6, 6), ['.', '.', '', '%'], [(18, 8), (15, 1), (5, 8)], [False, False, False, True], 48, False, [True, True, False, False], 3544, 'South', (6, 5))
Element 27: (1, (6, 5), ['%', '.', '', 'F'], [(18, 9), (16, 1), (4, 8)], [True, False, False, False], 46, False, [False, True, False, False], 3563, 'East', (7, 5))
Element 28: #1#
