Element 1: (2, (15, 2), ['%', '.', '.', '.'], [(18, 6), (14, 4), (16, 8)], [True, False, False, False], 98, False, [False, True, True, True], 19, 'East', (16, 2))
Element 2: (2, (16, 2), ['', '.', '%', '.'], [(18, 7), (15, 4), (16, 7)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (17, 2))
Element 3: (2, (17, 2), ['', '.', '%', ''], [(18, 8), (16, 4), (16, 6)], [False, False, True, False], 94, False, [False, True, False, False], 97, 'South', (17, 1))
Element 4: (2, (17, 1), ['.', '%', '', '.'], [(18, 9), (17, 4), (16, 5)], [False, True, False, False], 92, False, [True, False, False, True], 136, 'East', (18, 1))
Element 5: (2, (18, 1), ['', '%', '', '%'], [(18, 10), (17, 4), (16, 4)], [False, True, False, True], 90, False, [False, False, False, False], 155, 'North', (18, 2))
Element 6: (2, (18, 2), ['', '', '.', '%'], [(17, 10), (16, 4), (15, 4)], [False, False, False, True], 88, False, [False, False, True, False], 164, 'North', (18, 3))
Element 7: (2, (18, 3), ['%', '', '%', '%'], [(16, 10), (15, 4), (15, 3)], [True, False, True, True], 86, False, [False, False, False, False], 193, 'South', (18, 2))
Element 8: (2, (18, 2), ['', '', '', '%'], [(15, 10), (15, 4), (15, 2)], [False, False, False, True], 84, False, [False, False, False, False], 202, 'South', (18, 1))
Element 9: (2, (18, 1), ['', '%', '', '%'], [(15, 9), (14, 4), (15, 1)], [False, True, False, True], 82, False, [False, False, False, False], 221, 'West', (17, 1))
Element 10: (2, (17, 1), ['G', '%', '', ''], [(15, 8), (13, 4), (16, 1)], [False, True, False, False], 80, False, [False, False, False, False], 240, 'North', (17, 2))
Element 11: (2, (17, 2), ['', 'G', '%', ''], [(14, 8), (13, 5), (17, 1)], [False, False, True, False], 78, False, [False, False, False, False], 259, 'West', (16, 2))
Element 12: (2, (16, 2), ['', '', '%', ''], [(13, 8), (13, 6), (18, 1)], [False, False, True, False], 76, False, [False, False, False, False], 278, 'East', (17, 2))
Element 13: (2, (17, 2), ['', '', '%', 'G'], [(13, 9), (14, 6), (18, 2)], [False, False, True, False], 74, False, [False, False, False, False], 297, 'West', (16, 2))
