Element 1: (0, (4, 4), ['.', '.', '%', '.'], [(13, 10), (15, 2), (15, 6)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (5, 4))
Element 2: (0, (5, 4), ['', '%', '%', '.'], [(12, 10), (16, 2), (16, 6)], [False, True, True, False], 96, False, [False, False, False, True], 1029, 'East', (6, 4))
Element 3: (0, (6, 4), ['', '.', '.', '.'], [(11, 10), (17, 2), (17, 6)], [False, False, False, False], 94, False, [False, True, True, True], 2058, 'East', (7, 4))
Element 4: (0, (7, 4), ['', '%', 'F', ''], [(10, 10), (17, 1), (18, 6)], [False, True, False, False], 92, False, [False, False, False, False], 2097, 'North', (7, 5))
Element 5: (0, (7, 5), ['.', '', '%', '%'], [(9, 10), (18, 1), (18, 7)], [False, False, True, True], 90, False, [True, False, False, False], 3126, 'West', (6, 5))
Element 6: (0, (6, 5), ['%', '', '.', ''], [(8, 10), (18, 2), (18, 8)], [True, False, False, False], 88, False, [False, False, True, False], 3155, 'North', (6, 6))
Element 7: (0, (6, 6), ['.', '', '.', '%'], [(7, 10), (18, 3), (18, 9)], [False, False, False, True], 86, False, [True, False, True, False], 3194, 'North', (6, 7))
Element 8: (0, (6, 7), ['%', '', '.', '%'], [(6, 10), (18, 2), (18, 10)], [True, False, False, True], 84, False, [False, False, True, False], 3223, 'North', (6, 8))
Element 9: (0, (6, 8), ['.', '', 'G', '.'], [(6, 9), (18, 1), (17, 10)], [False, False, False, False], 82, False, [True, False, False, True], 3252, 'East', (7, 8))
Element 10: (0, (7, 8), ['G', '%', '%', '.'], [(6, 8), (17, 1), (16, 10)], [False, True, True, False], 80, False, [False, False, False, True], 3271, 'East', (8, 8))
Element 11: (0, (8, 8), ['', '%', '%', '.'], [(5, 8), (16, 1), (15, 10)], [False, True, True, False], 78, False, [False, False, False, True], 3310, 'East', (9, 8))
Element 12: (0, (9, 8), ['', '', '%', '.'], [(4, 8), (15, 1), (15, 9)], [False, False, True, False], 76, False, [False, False, False, True], 3349, 'East', (10, 8))
Element 13: (0, (10, 8), ['', '', '%', '.'], [(4, 9), (16, 1), (15, 8)], [False, False, True, False], 74, False, [False, False, False, True], 3378, 'East', (11, 8))
Element 14: (0, (11, 8), ['', '%', '%', '.'], [(4, 10), (17, 1), (16, 8)], [False, True, True, False], 72, False, [False, False, False, True], 3407, 'East', (12, 8))
Element 15: (0, (12, 8), ['', '%', '%', '.'], [(3, 10), (17, 2), (16, 7)], [False, True, True, False], 70, False, [False, False, False, True], 3436, 'East', (13, 8))
Element 16: (0, (13, 8), ['', '.', '.', '.'], [(2, 10), (18, 2), (16, 8)], [False, False, False, False], 68, False, [False, True, True, True], 3455, 'East', (14, 8))
Element 17: (0, (14, 8), ['', '%', '%', 'G'], [(1, 10), (17, 2), (15, 8)], [False, True, True, False], 66, False, [False, False, False, False], 3474, 'West', (13, 8))
Element 18: (0, (13, 8), ['', '.', '.', 'G'], [(1, 9), (16, 2), (14, 8)], [False, False, False, False], 64, False, [False, True, True, False], 3483, 'North', (13, 9))
Element 19: (0, (13, 9), ['%', 'G', '', '%'], [(1, 8), (16, 1), (13, 8)], [True, False, False, True], 62, False, [False, False, False, False], 3502, 'North', (13, 10))
Element 20: (0, (13, 10), ['', '', '%', '%'], [(1, 7), (16, 2), (13, 7)], [False, False, True, True], 60, False, [False, False, False, False], 3521, 'West', (12, 10))
Element 21: (0, (12, 10), ['', '%', '%', ''], [(1, 6), (15, 2), (13, 6)], [False, True, True, False], 58, False, [False, False, False, False], 3540, 'West', (11, 10))
Element 22: (0, (11, 10), ['', '%', '%', ''], [(2, 6), (15, 3), (14, 6)], [False, True, True, False], 56, False, [False, False, False, False], 3569, 'West', (10, 10))
Element 23: (0, (10, 10), ['', '%', '%', ''], [(3, 6), (15, 4), (13, 6)], [False, True, True, False], 54, False, [False, False, False, False], 3588, 'West', (9, 10))
Element 24: (0, (9, 10), ['', '%', '%', ''], [(4, 6), (16, 4), (13, 5)], [False, True, True, False], 52, False, [False, False, False, False], 3617, 'West', (8, 10))
Element 25: (0, (8, 10), ['', '%', '%', ''], [(5, 6), (17, 4), (13, 4)], [False, True, True, False], 50, False, [False, False, False, False], 3646, 'West', (7, 10))
Element 26: (0, (7, 10), ['', '%', '%', ''], [(6, 6), (16, 4), (14, 4)], [False, True, True, False], 48, False, [False, False, False, False], 3655, 'West', (6, 10))
Element 27: (0, (6, 10), ['%', '', '%', ''], [(6, 7), (16, 5), (15, 4)], [True, False, True, False], 46, False, [False, False, False, False], 3664, 'South', (6, 9))
Element 28: (0, (6, 9), ['%', '', '', '%'], [(6, 6), (16, 6), (16, 4)], [True, False, False, True], 44, False, [False, False, False, False], 3663, 'North', (6, 10))
Element 29: (0, (6, 10), ['%', '', '%', ''], [(6, 5), (17, 6), (17, 4)], [True, False, True, False], 42, False, [False, False, False, False], 3662, 'East', (7, 10))
Element 30: (0, (7, 10), ['', '%', '%', ''], [(7, 5), (18, 6), (16, 4)], [False, True, True, False], 40, False, [False, False, False, False], 3661, 'East', (8, 10))
Element 31: (0, (8, 10), ['', '%', '%', ''], [(7, 4), (18, 5), (16, 5)], [False, True, True, False], 38, False, [False, False, False, False], 3670, 'East', (9, 10))
Element 32: (0, (9, 10), ['', '%', '%', ''], [(8, 4), (18, 6), (16, 4)], [False, True, True, False], 36, False, [False, False, False, False], 3669, 'East', (10, 10))
