Element 1: (2, (14, 8), ['.', '%', '%', '.'], [(8, 8), (11, 8), (18, 9)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (15, 8))
Element 2: (2, (15, 8), ['', '%', '.', '.'], [(7, 8), (12, 8), (18, 10)], [False, True, False, False], 96, False, [False, False, True, True], 58, 'East', (16, 8))
Element 3: (2, (16, 8), ['', '.', '%', '%'], [(6, 8), (13, 8), (17, 10)], [False, False, True, True], 94, False, [False, True, False, False], 97, 'South', (16, 7))
Element 4: (2, (16, 7), ['%', '.', '', '%'], [(6, 9), (13, 9), (16, 10)], [True, False, False, True], 92, False, [False, True, False, False], 136, 'South', (16, 6))
Element 5: (2, (16, 6), ['.', '.', '', '.'], [(6, 10), (13, 10), (15, 10)], [False, False, False, False], 90, False, [True, True, False, True], 175, 'East', (17, 6))
Element 6: (2, (17, 6), ['', '%', '%', '.'], [(7, 10), (12, 10), (15, 9)], [False, True, True, False], 88, False, [False, False, False, True], 1204, 'East', (18, 6))
Element 7: (2, (18, 6), ['', '.', '.', '%'], [(8, 10), (11, 10), (15, 8)], [False, False, False, True], 86, False, [False, True, True, False], 2223, 'North', (18, 7))
Element 8: (2, (18, 7), ['%', '', '.', '%'], [(9, 10), (10, 10), (16, 8)], [True, False, False, True], 84, False, [False, False, True, False], 2252, 'North', (18, 8))
Element 9: (2, (18, 8), ['%', '', '', '%'], [(8, 10), (9, 10), (16, 7)], [True, False, False, True], 82, False, [False, False, False, False], 2261, 'North', (18, 9))
Element 10: (2, (18, 9), ['%', '', '', '%'], [(7, 10), (8, 10), (16, 6)], [True, False, False, True], 80, False, [False, False, False, False], 2260, 'North', (18, 10))
Element 11: (2, (18, 10), ['', '', '%', '%'], [(6, 10), (7, 10), (16, 5)], [False, False, True, True], 78, False, [False, False, False, False], 2269, 'West', (17, 10))
Element 12: (2, (17, 10), ['', '%', '%', ''], [(6, 9), (6, 10), (16, 4)], [False, True, True, False], 76, False, [False, False, False, False], 2278, 'West', (16, 10))
Element 13: (2, (16, 10), ['', '%', '%', ''], [(6, 8), (6, 9), (17, 4)], [False, True, True, False], 74, False, [False, False, False, False], 2287, 'West', (15, 10))
Element 14: (2, (15, 10), ['%', '', '%', ''], [(6, 7), (6, 8), (16, 4)], [True, False, True, False], 72, False, [False, False, False, False], 2296, 'South', (15, 9))
Element 15: (2, (15, 9), ['%', '', '', '%'], [(6, 6), (5, 8), (15, 4)], [True, False, False, True], 70, False, [False, False, False, False], 2325, 'North', (15, 10))
Element 16: (2, (15, 10), ['%', '', '%', ''], [(6, 5), (4, 8), (15, 3)], [True, False, True, False], 68, False, [False, False, False, False], 2354, 'East', (16, 10))
Element 17: (2, (16, 10), ['', '%', '%', ''], [(7, 5), (4, 9), (15, 2)], [False, True, True, False], 66, False, [False, False, False, False], 3373, 'East', (17, 10))
Element 18: (2, (17, 10), ['', '%', '%', ''], [(7, 4), (4, 10), (16, 2)], [False, True, True, False], 64, False, [False, False, False, False], 3402, 'East', (18, 10))
Element 19: (2, (18, 10), ['', '', '%', '%'], [(6, 4), (3, 10), (17, 2)], [False, False, True, True], 62, False, [False, False, False, False], 3431, 'South', (18, 9))
Element 20: (2, (18, 9), ['%', '', '', '%'], [(6, 3), (2, 10), (17, 1)], [True, False, False, True], 60, False, [False, False, False, False], 3460, 'South', (18, 8))
Element 21: (2, (18, 8), ['%', '', '', '%'], [(6, 2), (1, 10), (18, 1)], [True, False, False, True], 58, False, [False, False, False, False], 3489, 'South', (18, 7))
Element 22: (2, (18, 7), ['%', '', '', '%'], [(7, 2), (1, 9), (18, 2)], [True, False, False, True], 56, False, [False, False, False, False], 3508, 'South', (18, 6))
Element 23: (2, (18, 6), ['', '.', '', '%'], [(8, 2), (1, 8), (18, 3)], [False, False, False, True], 54, False, [False, True, False, False], 3537, 'South', (18, 5))
Element 24: (2, (18, 5), ['%', '%', '', '%'], [(9, 2), (1, 7), (18, 2)], [True, True, False, True], 52, False, [False, False, False, False], 3566, 'North', (18, 6))
Element 25: (2, (18, 6), ['', '', '', '%'], [(10, 2), (1, 6), (18, 1)], [False, False, False, True], 50, False, [False, False, False, False], 3585, 'West', (17, 6))
Element 26: (2, (17, 6), ['', '%', '%', ''], [(11, 2), (2, 6), (17, 1)], [False, True, True, False], 48, False, [False, False, False, False], 3604, 'West', (16, 6))
Element 27: #1#
